#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Vytis Zanavykas Sakiai,49,40.3,86.8,31.6,66.4,0.475,11.1,28.7,0.385,12.6,18.4,0.685,9.8,24.0,33.8,19.2,8.4,2.5,12.7,18.4,2019,Lithuanian-NKL,0
2,Silute,46,40.2,86.2,30.9,67.9,0.455,8.4,23.8,0.353,15.9,21.8,0.73,10.6,25.3,35.9,16.9,7.7,3.0,14.2,22.4,2019,Lithuanian-NKL,0
3,Delikatesas Joniskis,52,40.4,84.1,31.6,64.1,0.492,7.3,20.6,0.352,13.8,20.6,0.668,9.1,26.7,35.8,21.5,7.0,1.6,16.6,20.4,2019,Lithuanian-NKL,0
4,Perlas Vilnius,47,40.5,83.3,30.8,70.3,0.439,9.4,27.5,0.341,12.3,17.7,0.697,11.6,21.7,33.2,16.2,10.0,3.3,14.7,22.3,2019,Lithuanian-NKL,0
5,Jonava Jonavos,50,40.3,82.8,28.7,63.6,0.451,8.1,23.6,0.344,17.3,24.1,0.718,10.9,22.4,33.3,16.8,7.4,1.8,13.9,20.9,2019,Lithuanian-NKL,0
6,Marijampole Suduva-Arvi,51,40.3,82.7,30.0,64.7,0.463,9.7,27.6,0.351,13.1,17.6,0.745,9.5,24.7,34.3,19.2,8.1,2.3,12.9,20.7,2019,Lithuanian-NKL,1
7,Palangos Kursiai,48,40.3,82.7,29.9,65.9,0.453,9.1,25.3,0.358,14.0,18.6,0.749,10.1,23.6,33.6,16.3,8.1,2.1,14.3,20.3,2019,Lithuanian-NKL,0
8,Telsiai,48,40.2,82.0,29.9,65.5,0.456,7.2,21.3,0.34,15.0,20.6,0.726,10.0,23.0,33.0,18.1,8.8,1.9,13.3,21.0,2019,Lithuanian-NKL,0
9,Gargzdu Gargzdai,45,40.1,81.6,28.6,63.4,0.452,8.9,26.6,0.334,15.5,21.2,0.733,8.5,24.3,32.8,22.2,8.1,2.9,13.0,20.1,2019,Lithuanian-NKL,0
10,Mazeikiai,42,40.0,78.9,28.0,64.1,0.436,8.1,24.4,0.332,14.8,21.9,0.676,8.9,23.7,32.6,16.0,7.1,1.6,12.8,19.0,2019,Lithuanian-NKL,0
11,Zalgris II,46,40.1,78.8,29.3,66.7,0.44,6.7,21.8,0.309,13.4,18.6,0.721,11.9,23.7,35.5,17.5,7.3,3.0,15.2,20.7,2019,Lithuanian-NKL,0
12,Neptuans Akvaservis Klaipeda,49,40.3,78.8,28.3,62.0,0.456,7.4,22.8,0.324,14.9,20.1,0.741,9.6,26.9,36.5,15.6,5.9,3.2,15.7,18.5,2019,Lithuanian-NKL,0
13,Tsmoki-Minsk (2),30,40.2,77.9,28.9,63.0,0.459,6.5,18.0,0.363,13.5,18.3,0.739,9.1,23.9,33.0,16.4,9.5,1.6,14.8,20.3,2019,Lithuanian-NKL,0
14,Ezerunas Moletai,49,40.0,77.3,28.4,61.9,0.459,8.1,23.2,0.35,12.4,18.3,0.679,8.0,22.1,30.2,17.0,7.0,2.8,14.0,19.3,2019,Lithuanian-NKL,0
15,Taurages,42,40.1,77.0,26.2,60.1,0.436,7.4,22.7,0.325,17.3,23.8,0.728,8.7,23.0,31.7,15.6,6.3,1.5,13.3,19.8,2019,Lithuanian-NKL,0
16,KTU Kaunas,42,40.2,71.7,25.4,61.9,0.411,8.3,25.5,0.323,12.6,15.9,0.793,8.7,21.6,30.3,17.0,8.6,1.5,18.7,24.0,2019,Lithuanian-NKL,0
