#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,San Miguel Beermen,26,48.4,101.5,38.6,81.6,0.473,8.0,25.7,0.31,16.4,24.1,0.679,13.2,32.7,45.8,22.1,7.7,3.4,15.8,22.6,2023,PBA---Philippine-Cup,1
2,Talk N Text Tropang Texters,25,48.2,95.7,34.3,80.4,0.427,11.6,35.1,0.331,15.5,23.4,0.664,12.0,31.9,44.0,19.6,7.3,5.0,15.5,22.5,2023,PBA---Philippine-Cup,0
3,Northport Batang Pier,11,47.7,95.2,36.7,84.2,0.436,11.3,35.1,0.321,10.5,14.4,0.728,13.1,31.9,45.0,21.6,6.7,4.5,15.2,20.0,2023,PBA---Philippine-Cup,0
4,NLEX Road Warriors,14,48.6,94.6,34.2,82.2,0.416,10.4,34.0,0.307,15.8,22.7,0.695,13.3,31.5,44.8,20.0,6.9,3.4,15.1,22.1,2023,PBA---Philippine-Cup,0
5,Phoenix Fuel Masters,11,48.5,92.8,33.5,82.5,0.406,11.2,32.9,0.34,14.5,20.4,0.714,12.9,32.5,45.5,20.1,6.7,1.8,16.1,21.5,2023,PBA---Philippine-Cup,0
6,Meralco Bolts,21,47.9,91.8,34.0,80.9,0.42,9.1,25.8,0.355,14.7,20.8,0.709,13.5,31.5,45.0,22.0,5.9,3.3,14.8,25.6,2023,PBA---Philippine-Cup,0
7,Barangay Ginebra Kings,14,48.0,90.9,35.2,80.1,0.44,7.6,26.1,0.29,12.9,20.0,0.646,11.5,33.5,45.0,23.9,7.0,4.6,14.4,18.1,2023,PBA---Philippine-Cup,0
8,Magnolia Hotshots,20,48.7,90.5,34.2,83.0,0.412,7.5,23.6,0.318,14.6,20.8,0.704,13.5,31.9,45.4,19.5,8.8,3.5,15.3,23.9,2023,PBA---Philippine-Cup,0
9,Rain or Shine Elasto Painters,11,48.5,89.5,31.8,78.5,0.406,9.8,32.5,0.303,16.1,24.1,0.668,10.0,32.5,42.5,19.9,6.4,1.9,14.0,22.6,2023,PBA---Philippine-Cup,0
10,Converge Fiber Xers,12,48.4,89.2,33.3,84.0,0.396,8.7,30.8,0.282,14.0,21.3,0.656,13.9,31.3,45.3,19.3,7.1,4.0,14.7,21.9,2023,PBA---Philippine-Cup,0
11,Blackwater Bossings,12,48.3,88.8,32.8,82.2,0.4,9.1,31.0,0.293,14.1,20.8,0.676,12.8,32.5,45.3,21.6,7.8,3.4,16.3,22.6,2023,PBA---Philippine-Cup,0
12,Terrafirma DYIP,11,48.5,86.0,30.8,81.9,0.376,8.1,29.6,0.273,16.3,22.9,0.71,14.3,30.5,44.7,16.5,5.5,4.1,15.7,21.8,2023,PBA---Philippine-Cup,0
