#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,San Miguel Beermen,20,48.2,96.8,35.7,81.1,0.44,8.9,28.0,0.316,16.6,22.8,0.727,12.5,33.8,46.3,18.9,6.7,4.3,16.7,20.0,2021,PBA---Philippine-Cup,0
2,Northport Batang Pier,13,48.4,94.1,33.5,80.1,0.418,9.3,33.5,0.278,17.8,26.5,0.672,13.8,35.3,49.1,18.4,5.7,5.3,16.3,22.3,2021,PBA---Philippine-Cup,1
3,Talk N Text Tropang Texters,24,48.0,93.4,34.2,81.7,0.418,11.0,34.5,0.317,14.1,19.8,0.713,12.1,31.9,44.0,17.5,8.7,4.0,15.0,25.3,2021,PBA---Philippine-Cup,0
4,NLEX Road Warriors,13,48.8,92.1,33.3,83.5,0.399,9.3,32.7,0.285,16.2,21.8,0.739,13.1,31.4,44.5,19.8,6.5,4.5,15.5,22.9,2021,PBA---Philippine-Cup,0
5,Terrafirma DYIP,11,48.5,90.0,32.8,81.7,0.402,9.6,29.3,0.329,14.7,21.1,0.698,12.5,31.5,43.9,19.5,6.1,3.7,14.6,24.1,2021,PBA---Philippine-Cup,0
6,Magnolia Hotshots,24,48.4,89.5,31.6,78.3,0.403,7.2,22.9,0.315,19.1,26.1,0.732,13.3,31.9,45.3,18.6,6.2,2.8,15.8,25.4,2021,PBA---Philippine-Cup,0
7,Meralco Bolts,19,48.0,87.6,31.8,76.1,0.419,8.4,27.3,0.309,15.5,22.1,0.7,12.9,31.4,44.4,19.2,5.2,4.1,17.2,24.6,2021,PBA---Philippine-Cup,0
8,Alaska Aces,11,48.0,87.5,32.5,81.6,0.399,9.1,27.5,0.33,13.4,21.6,0.618,13.3,34.2,47.5,18.9,6.5,2.8,14.5,21.3,2021,PBA---Philippine-Cup,0
9,Phoenix Fuel Masters,12,48.0,85.8,32.3,82.1,0.394,9.8,31.8,0.309,11.3,15.3,0.738,10.8,32.8,43.6,19.9,5.4,3.3,15.5,25.0,2021,PBA---Philippine-Cup,0
10,Barangay Ginebra Kings,13,48.0,83.1,31.9,77.8,0.41,7.2,24.9,0.287,12.1,18.3,0.66,11.9,33.8,45.7,18.5,4.8,2.9,17.0,17.8,2021,PBA---Philippine-Cup,0
11,Blackwater Bossings,11,48.0,79.4,28.8,80.5,0.358,10.0,39.9,0.251,11.7,18.3,0.642,11.2,27.4,38.5,15.6,6.4,4.1,14.1,23.4,2021,PBA---Philippine-Cup,0
12,Rain or Shine Elasto Painters,13,48.4,77.5,27.8,76.2,0.364,9.1,33.2,0.273,12.8,19.6,0.655,11.9,30.5,42.4,17.2,6.8,3.1,15.8,22.3,2021,PBA---Philippine-Cup,0
