#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Northport Batang Pier,12,48.8,101.3,37.3,83.1,0.448,9.3,29.6,0.313,17.6,24.5,0.718,12.8,32.4,45.3,21.6,10.8,2.3,18.2,24.9,2019,PBA---Philippine-Cup,0
2,San Miguel Beermen,26,48.0,99.2,35.7,84.6,0.421,11.7,36.2,0.323,16.2,23.9,0.677,14.0,34.8,48.8,21.6,7.9,5.4,15.8,23.4,2019,PBA---Philippine-Cup,1
3,Terrafirma DYIP,11,48.0,94.4,34.5,83.6,0.412,9.1,28.6,0.317,16.4,25.2,0.65,13.6,31.5,45.2,18.1,9.3,3.5,16.5,25.3,2019,PBA---Philippine-Cup,0
4,Phoenix Fuel Masters,17,48.9,93.9,33.6,84.9,0.396,6.5,23.4,0.28,20.2,28.9,0.699,18.3,36.7,55.0,21.3,8.3,3.4,19.6,29.0,2019,PBA---Philippine-Cup,0
5,Blackwater Bossings,11,48.0,92.8,34.5,85.7,0.403,7.8,25.6,0.305,15.9,24.0,0.663,14.8,30.8,45.6,19.6,9.3,2.1,16.4,22.8,2019,PBA---Philippine-Cup,0
6,NLEX Road Warriors,12,48.0,92.3,33.8,81.3,0.416,12.3,36.2,0.339,12.3,17.3,0.715,12.9,35.8,48.7,24.7,7.5,5.9,19.6,22.0,2019,PBA---Philippine-Cup,0
7,Talk N Text Tropang Texters,14,48.7,90.6,33.1,84.9,0.39,10.5,37.1,0.283,14.0,22.6,0.62,15.2,33.9,49.1,20.0,11.0,3.6,16.4,26.7,2019,PBA---Philippine-Cup,0
8,Meralco Bolts,11,49.4,90.0,33.6,84.7,0.397,8.5,29.7,0.287,14.2,19.2,0.739,12.6,35.3,47.9,21.2,6.2,2.5,13.4,23.3,2019,PBA---Philippine-Cup,0
9,Magnolia Hotshots,28,48.5,88.7,34.3,83.5,0.41,7.6,25.8,0.296,12.6,18.1,0.693,15.4,35.4,50.8,18.6,8.0,3.6,15.9,24.5,2019,PBA---Philippine-Cup,0
10,Barangay Ginebra Kings,14,48.4,88.6,34.4,78.6,0.437,5.9,21.1,0.281,14.0,21.9,0.638,14.6,36.0,50.6,24.2,7.8,3.6,19.5,18.0,2019,PBA---Philippine-Cup,0
11,Rain or Shine Elasto Painters,19,48.5,87.9,30.2,78.2,0.387,10.9,34.6,0.317,16.6,24.6,0.675,12.2,33.4,45.6,18.8,6.8,3.6,14.0,23.3,2019,PBA---Philippine-Cup,0
12,Alaska Aces,13,48.0,86.4,32.5,82.1,0.396,8.6,27.4,0.315,12.8,21.4,0.601,13.4,33.3,46.7,18.2,6.6,3.5,14.5,24.8,2019,PBA---Philippine-Cup,0
