#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Anadolu Efes,38,40.0,91.4,33.0,64.8,0.509,11.0,27.6,0.398,13.4,17.5,0.767,8.7,24.2,32.8,23.2,7.3,2.9,10.4,16.4,2021,Turkish-BSL,1
2,Tofas SC,32,40.0,86.4,32.7,64.9,0.504,7.8,20.1,0.389,13.2,17.2,0.767,8.8,21.6,30.4,21.9,8.3,2.6,12.5,21.0,2021,Turkish-BSL,0
3,Fenerbahce Beko,39,40.4,85.6,30.9,60.6,0.51,9.5,24.8,0.384,14.2,18.0,0.79,6.9,23.4,30.3,20.9,6.3,2.0,12.8,17.5,2021,Turkish-BSL,0
4,Besiktas Icrypex,35,40.1,84.9,30.8,63.1,0.488,7.9,22.9,0.345,15.4,20.0,0.771,9.8,21.7,31.6,20.5,6.9,2.9,13.8,20.6,2021,Turkish-BSL,0
5,Galatasaray,30,40.5,83.5,30.2,62.8,0.481,9.3,23.5,0.396,13.8,18.4,0.751,8.0,21.8,29.9,19.8,6.1,2.4,13.0,18.1,2021,Turkish-BSL,0
6,Pinar Karsiyaka,37,40.0,83.0,29.5,61.4,0.48,8.7,24.2,0.36,15.4,21.6,0.714,9.4,24.0,33.4,18.8,6.0,1.9,11.8,18.9,2021,Turkish-BSL,0
7,Darussafaka Basketbol Istanbul,32,40.2,82.8,28.3,65.0,0.435,10.0,28.8,0.346,16.3,20.9,0.778,11.5,21.3,32.8,18.9,8.3,2.7,12.9,23.9,2021,Turkish-BSL,0
8,Turk Telekom,33,40.2,82.4,29.7,63.5,0.468,9.0,24.3,0.371,14.0,18.9,0.739,8.7,23.7,32.4,17.7,5.5,1.8,11.3,19.6,2021,Turkish-BSL,0
9,Afyonkarahisar Belediye,30,40.2,81.8,31.0,65.7,0.471,8.6,23.2,0.372,11.3,15.0,0.749,10.1,22.1,32.2,20.2,7.2,2.6,14.7,19.0,2021,Turkish-BSL,0
10,Bahcesehir Koleji,30,40.0,81.0,28.8,62.9,0.458,9.2,25.5,0.359,14.3,19.3,0.744,9.4,23.9,33.4,17.8,5.5,2.3,12.6,20.4,2021,Turkish-BSL,0
11,Demir Insaat Buyukcekmece,30,40.7,80.3,28.1,65.3,0.431,10.3,28.8,0.357,13.7,17.5,0.783,8.4,23.1,31.5,18.3,6.2,1.8,12.7,20.4,2021,Turkish-BSL,0
12,Bursaspor,30,40.0,80.1,28.9,62.6,0.462,9.8,29.1,0.338,12.4,16.6,0.747,7.7,21.2,28.8,19.6,6.3,2.3,12.3,21.7,2021,Turkish-BSL,0
13,Socar Petkimspor,30,40.0,79.4,29.4,62.4,0.47,8.2,23.0,0.358,12.5,17.2,0.725,9.7,21.8,31.6,19.8,5.6,2.0,12.4,21.0,2021,Turkish-BSL,0
14,Ormanspor Genc Ankara,30,40.2,78.4,28.6,62.2,0.46,7.0,22.7,0.309,14.1,19.4,0.729,7.9,21.8,29.7,19.4,4.8,2.7,12.7,17.6,2021,Turkish-BSL,0
15,Lokman Hekim Fethiye Belediye Spor,30,40.2,76.8,28.6,63.4,0.45,7.9,23.9,0.332,11.8,16.2,0.726,8.7,23.2,31.9,19.2,5.5,2.7,13.6,19.0,2021,Turkish-BSL,0
16,Royal Hali Gaziantep,32,40.5,75.4,27.6,61.6,0.448,8.3,25.2,0.327,11.9,17.5,0.679,9.6,23.9,33.4,20.3,6.8,2.6,12.3,20.4,2021,Turkish-BSL,0
