#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Anadolu Efes,23,40.4,88.9,33.0,68.5,0.482,11.0,30.3,0.362,11.9,15.2,0.783,10.3,25.4,35.8,22.8,7.7,3.1,11.6,16.7,2020,Turkish-BSL
2,Tofas SC,23,39.9,87.1,31.8,61.1,0.52,8.1,20.6,0.393,15.4,19.5,0.791,7.6,22.4,30.0,24.9,6.8,2.0,12.7,17.3,2020,Turkish-BSL
3,Pinar Karsiyaka,23,40.1,83.7,31.2,64.8,0.481,8.8,24.5,0.361,12.5,17.7,0.705,11.0,26.0,37.0,20.5,6.0,2.2,11.3,19.4,2020,Turkish-BSL
4,Darussafaka Basketbol Istanbul,23,40.1,81.9,30.6,68.5,0.446,9.1,27.3,0.334,11.7,16.1,0.722,12.1,21.9,34.0,18.1,8.5,3.2,11.6,20.1,2020,Turkish-BSL
5,Royal Hali Gaziantep,23,40.4,81.4,27.8,58.8,0.473,9.5,25.3,0.377,16.3,22.0,0.743,7.6,22.0,29.6,22.0,5.2,1.3,11.6,21.3,2020,Turkish-BSL
6,Bahcesehir Koleji,23,41.5,81.3,31.1,68.3,0.456,5.9,18.4,0.318,13.2,18.3,0.722,9.7,24.5,34.2,17.7,6.2,2.5,12.8,19.8,2020,Turkish-BSL
7,Galatasaray,23,39.8,81.2,30.5,63.0,0.483,8.3,23.8,0.349,12.0,18.5,0.647,9.3,22.9,32.2,18.6,7.8,2.6,13.2,19.9,2020,Turkish-BSL
8,Teksut Bandirma,23,39.9,81.0,30.7,62.0,0.494,7.5,21.0,0.356,12.2,17.4,0.703,9.0,24.0,33.0,18.0,6.6,2.7,13.3,19.3,2020,Turkish-BSL
9,Fenerbahce Beko,23,39.9,80.4,29.3,58.9,0.498,9.9,26.3,0.377,11.8,15.5,0.761,6.8,21.7,28.5,20.1,7.1,1.5,12.1,18.6,2020,Turkish-BSL
10,Besiktas Icrypex,23,40.5,79.3,29.3,63.7,0.46,7.5,22.5,0.332,13.2,18.0,0.734,9.3,22.4,31.7,17.2,7.0,1.8,12.1,19.1,2020,Turkish-BSL
11,Afyonkarahisar Belediye,23,40.3,79.1,28.6,62.6,0.456,9.0,24.7,0.364,13.0,18.4,0.704,8.4,22.6,31.0,19.2,8.1,1.1,14.4,21.2,2020,Turkish-BSL
12,Ormanspor Genc Ankara,23,40.2,78.7,29.2,63.8,0.458,8.7,24.2,0.36,11.6,16.2,0.716,8.1,23.5,31.6,18.5,4.4,1.4,11.4,19.5,2020,Turkish-BSL
13,Bursaspor,23,40.0,78.6,29.5,61.8,0.477,8.6,23.2,0.369,11.0,14.7,0.751,7.3,22.0,29.3,18.6,6.9,2.2,13.3,19.3,2020,Turkish-BSL
14,Turk Telekom,23,40.3,77.5,27.8,59.2,0.469,9.2,25.9,0.354,12.8,17.6,0.728,7.5,24.6,32.1,20.1,4.7,3.1,13.6,19.2,2020,Turkish-BSL
15,Sigortam.net ITU Bakiroy,23,40.1,74.8,27.0,61.5,0.438,8.6,24.0,0.358,12.3,17.1,0.716,7.9,20.5,28.3,16.0,7.1,2.7,14.6,19.0,2020,Turkish-BSL
16,Demir Insaat Buyukcekmece,23,40.0,73.6,26.4,64.6,0.409,6.5,23.1,0.282,14.3,19.0,0.753,8.6,23.7,32.3,16.2,4.8,1.8,14.3,16.8,2020,Turkish-BSL
