#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Fenerbahce Beko,37,39.9,81.6,29.8,59.8,0.499,7.3,20.1,0.361,14.6,20.3,0.719,8.9,23.1,31.9,16.9,6.0,3.1,11.5,21.6,2015,Turkish-BSL,0
2,Pinar Karsiyaka,42,40.2,81.5,28.8,63.9,0.45,9.0,25.2,0.359,14.9,20.5,0.727,9.0,22.7,31.7,16.1,8.1,2.3,11.1,20.9,2015,Turkish-BSL,1
3,Anadolu Efes,41,39.8,81.0,29.0,62.1,0.467,8.3,22.0,0.375,14.8,20.6,0.718,9.2,24.8,34.0,17.2,7.0,3.2,12.1,22.1,2015,Turkish-BSL,0
4,Aykon TED Kolejliler Ankara,30,39.5,79.4,27.4,61.4,0.447,10.1,26.8,0.375,14.5,20.7,0.702,8.4,21.2,29.7,18.1,6.5,1.7,12.2,21.7,2015,Turkish-BSL,0
5,Turk Telekom,33,39.4,79.2,27.9,60.7,0.459,9.8,26.2,0.373,13.4,17.7,0.759,7.5,20.9,28.4,17.4,5.2,1.8,10.3,22.2,2015,Turkish-BSL,0
6,Torku Konyaspor,30,39.7,79.1,28.6,58.6,0.489,8.7,21.2,0.41,13.2,17.2,0.771,6.9,20.8,27.7,16.4,4.8,2.2,12.1,23.0,2015,Turkish-BSL,0
7,Darussafaka Basketbol Istanbul,32,39.3,79.1,29.0,60.9,0.477,7.3,19.2,0.38,13.7,19.1,0.717,9.5,24.2,33.7,16.0,6.9,2.2,12.9,20.5,2015,Turkish-BSL,0
8,Trabzonspor,35,39.9,79.0,29.4,62.0,0.474,7.7,21.7,0.353,12.4,19.6,0.635,9.3,23.1,32.4,16.6,5.8,1.5,12.5,21.6,2015,Turkish-BSL,0
9,Eskishehir Basket,30,39.0,79.0,28.4,63.6,0.447,8.8,23.9,0.37,13.1,18.3,0.713,8.0,22.7,30.7,15.0,5.8,1.8,10.9,18.6,2015,Turkish-BSL,0
10,Besiktas Icrypex,30,39.8,78.6,26.9,57.9,0.464,8.5,23.8,0.358,16.2,21.3,0.759,7.6,22.3,29.8,15.7,6.3,3.5,12.5,20.0,2015,Turkish-BSL,0
11,Galatasaray,33,39.6,78.4,27.2,58.6,0.464,8.0,22.2,0.36,16.0,21.2,0.753,8.7,21.8,30.5,15.0,5.6,2.1,11.4,17.4,2015,Turkish-BSL,0
12,Teksut Bandirma,33,39.6,78.2,29.2,61.6,0.473,7.2,20.4,0.35,12.6,16.7,0.753,9.1,23.0,32.1,18.0,6.0,2.3,12.5,22.7,2015,Turkish-BSL,0
13,Usak Sportlif,30,39.3,78.0,27.5,60.8,0.452,8.0,23.6,0.34,15.0,20.8,0.718,8.6,23.4,32.1,13.0,6.1,3.0,12.4,21.8,2015,Turkish-BSL,0
14,Istanbul Buyuksehir Belediyesi,30,40.1,75.3,27.5,62.4,0.441,7.2,21.0,0.344,12.8,18.6,0.691,10.5,23.4,33.9,15.4,5.7,2.0,13.1,21.6,2015,Turkish-BSL,0
15,Tofas SC,30,39.6,75.2,27.4,60.6,0.452,6.9,22.2,0.312,13.4,18.9,0.706,10.8,21.7,32.5,14.5,5.4,2.5,12.8,22.8,2015,Turkish-BSL,0
16,Royal Hali Gaziantep,30,38.6,75.0,26.3,60.4,0.436,10.0,27.3,0.366,12.4,16.1,0.768,7.9,22.1,30.0,13.7,5.9,1.7,9.9,24.8,2015,Turkish-BSL,0
