#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Besiktas Icrypex,41,40.4,84.0,29.8,60.7,0.491,8.1,20.4,0.399,16.2,21.9,0.743,9.7,21.9,31.5,16.6,6.2,2.2,11.2,18.9,2012,Turkish-BSL,1
2,Pinar Karsiyaka,32,40.1,83.8,30.7,62.2,0.494,7.9,22.3,0.353,14.5,22.1,0.656,9.2,23.2,32.4,17.0,7.4,2.6,12.7,20.3,2012,Turkish-BSL,0
3,Antalya BSB,30,39.2,82.4,29.1,62.2,0.468,9.5,25.0,0.378,14.8,20.1,0.738,8.6,21.2,29.8,14.9,5.7,2.1,12.6,21.1,2012,Turkish-BSL,0
4,Galatasaray,36,40.8,81.9,29.6,61.0,0.486,8.4,21.7,0.388,14.2,19.3,0.735,8.6,22.4,31.0,18.3,6.9,2.3,11.4,20.7,2012,Turkish-BSL,0
5,Mersin BSB,30,40.3,80.8,30.1,64.3,0.468,7.3,21.7,0.337,13.4,19.1,0.701,8.8,23.0,31.9,15.2,7.1,1.7,13.8,21.0,2012,Turkish-BSL,0
6,Turk Telekom,30,40.2,80.7,28.7,62.3,0.461,5.7,17.1,0.333,17.5,23.8,0.738,12.6,23.2,35.8,13.7,5.9,2.3,14.8,21.0,2012,Turkish-BSL,0
7,Fenerbahce Beko,32,40.4,80.4,29.1,61.7,0.471,6.9,20.4,0.338,15.4,21.7,0.71,9.1,22.6,31.7,16.2,6.7,2.7,11.0,22.9,2012,Turkish-BSL,0
8,Anadolu Efes,42,40.8,80.2,29.2,61.6,0.473,8.3,22.6,0.369,13.6,18.0,0.755,9.8,21.0,30.8,16.5,8.8,2.2,12.4,20.7,2012,Turkish-BSL,0
9,Teksut Bandirma,37,39.8,79.4,29.6,58.2,0.509,6.4,18.3,0.348,13.7,19.5,0.706,7.5,21.5,28.9,16.4,7.7,3.6,11.6,19.0,2012,Turkish-BSL,0
10,Tofas SC,32,40.6,76.9,28.5,61.8,0.461,6.2,17.9,0.344,13.7,18.7,0.735,9.8,22.0,31.8,17.6,5.4,2.1,12.4,25.4,2012,Turkish-BSL,0
11,Aliaga Petkim,32,40.3,76.3,28.8,61.2,0.472,7.2,20.8,0.346,11.4,16.5,0.692,9.5,22.2,31.7,16.1,5.5,2.1,13.5,20.7,2012,Turkish-BSL,0
12,Trabzonspor,30,40.6,73.9,25.0,59.6,0.42,8.1,24.7,0.329,15.8,22.2,0.714,9.8,21.6,31.4,12.2,5.7,1.4,14.1,22.9,2012,Turkish-BSL,0
13,Erdemirspor,30,39.3,72.1,26.9,58.3,0.462,6.5,19.9,0.328,11.7,16.7,0.699,8.9,21.5,30.5,15.3,5.7,2.2,12.3,21.5,2012,Turkish-BSL,0
14,Hacettepe Universitesi,30,40.3,71.5,25.8,61.9,0.417,6.9,22.4,0.308,13.0,19.3,0.674,8.3,21.5,29.7,13.8,8.0,2.8,12.1,20.8,2012,Turkish-BSL,0
15,Eskishehir Basket,30,39.5,70.5,26.1,58.4,0.447,8.4,24.1,0.349,9.8,16.8,0.585,8.4,20.8,29.2,12.7,4.2,2.3,12.0,21.0,2012,Turkish-BSL,0
16,Bandirma Kirmizi,30,40.1,67.2,24.4,58.6,0.416,5.5,18.4,0.297,12.9,20.7,0.624,9.7,21.2,30.9,11.6,5.9,2.4,15.2,20.2,2012,Turkish-BSL,0
