#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Sagesse Al Hekmeh Beirut,37,40.3,90.2,32.6,74.1,0.44,10.3,30.2,0.341,14.5,19.6,0.741,15.5,27.8,43.2,20.2,7.1,3.4,11.6,17.0,2013,Lebanese-Division-A,0
2,Sporting Al Riyadi Beirut,37,40.0,89.4,33.7,72.0,0.468,9.4,26.7,0.351,12.6,17.9,0.704,13.5,27.5,41.0,21.0,8.8,4.3,13.3,17.3,2013,Lebanese-Division-A,0
3,Al Moutahed Tripoli,39,39.9,86.6,31.8,69.8,0.456,8.6,24.5,0.349,14.3,20.3,0.703,13.0,25.1,38.1,20.0,7.2,2.8,12.2,17.8,2013,Lebanese-Division-A,0
4,Champville,38,40.0,86.2,31.3,67.3,0.465,8.6,25.1,0.344,14.6,20.1,0.728,11.6,25.7,37.3,17.0,6.9,3.1,12.6,15.9,2013,Lebanese-Division-A,1
5,Hoops Club,33,40.1,82.6,32.5,73.8,0.44,6.2,21.2,0.294,11.3,15.9,0.709,12.3,22.7,34.9,15.6,8.3,2.6,14.0,19.5,2013,Lebanese-Division-A,0
6,Byblos,35,40.7,82.5,29.8,67.9,0.439,7.9,25.3,0.31,15.1,24.1,0.625,13.1,25.7,38.9,16.9,7.4,2.9,13.7,17.8,2013,Lebanese-Division-A,0
7,Amchit Club,34,40.1,81.6,31.3,69.0,0.454,6.9,22.0,0.315,11.9,18.4,0.646,12.2,25.3,37.5,15.2,7.8,4.2,13.6,19.7,2013,Lebanese-Division-A,0
8,Antranik Beirut,18,40.2,81.4,30.3,71.7,0.423,3.7,14.0,0.262,17.1,23.3,0.733,13.4,21.4,34.8,12.6,6.6,2.8,14.5,19.6,2013,Lebanese-Division-A,0
9,Anibal Zahle,18,40.3,78.8,31.0,75.2,0.412,6.2,20.6,0.303,10.6,16.2,0.654,10.8,23.8,34.7,13.3,6.1,3.1,11.9,15.8,2013,Lebanese-Division-A,0
10,Bejjeh,33,40.4,72.5,28.1,66.3,0.423,4.9,18.2,0.27,11.4,21.2,0.538,10.8,23.1,33.8,13.9,8.1,1.3,15.5,19.2,2013,Lebanese-Division-A,0
