#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Sagesse Al Hekmeh Beirut,4,43.8,95.5,35.5,75.5,0.47,9.5,23.3,0.409,15.0,21.8,0.69,10.3,28.5,38.8,21.3,10.0,3.0,13.0,17.5,2020,Lebanese-Division-A,0
2,Champville,4,40.0,90.0,32.3,70.5,0.457,12.3,30.3,0.405,13.3,17.3,0.768,11.5,27.3,38.8,19.5,6.3,3.8,11.8,18.0,2020,Lebanese-Division-A,1
3,Hoops Club,3,43.3,90.0,33.0,76.0,0.434,8.7,25.0,0.347,15.3,21.3,0.719,13.7,30.3,44.0,17.3,7.3,5.0,15.3,18.7,2020,Lebanese-Division-A,0
4,Sporting Al Riyadi Beirut,3,41.6,86.7,33.3,69.3,0.481,6.0,19.3,0.31,14.0,19.3,0.724,8.7,33.7,42.3,19.7,7.3,3.0,18.3,17.7,2020,Lebanese-Division-A,0
5,Anibal Zahle,3,40.0,81.3,28.7,67.7,0.424,9.7,26.3,0.367,14.3,19.3,0.741,9.3,24.0,33.3,18.3,6.3,3.7,12.7,19.0,2020,Lebanese-Division-A,0
6,Beirut Club,4,40.0,80.8,29.0,69.8,0.416,8.8,23.0,0.38,14.0,21.5,0.651,12.3,23.5,35.8,15.8,8.0,2.8,10.0,17.0,2020,Lebanese-Division-A,0
7,Atlas Ferzol,3,40.0,77.0,29.0,76.7,0.378,7.3,26.7,0.275,11.7,19.3,0.603,13.7,26.3,40.0,17.0,8.7,4.0,12.7,15.0,2020,Lebanese-Division-A,0
8,Byblos,5,40.0,76.4,26.6,68.8,0.387,6.8,25.8,0.264,16.4,22.0,0.745,11.2,29.0,40.2,16.2,8.4,4.4,14.6,20.8,2020,Lebanese-Division-A,0
9,Homenetmen Beirut,5,40.0,74.6,26.4,67.0,0.394,6.2,23.8,0.261,15.6,21.4,0.729,9.8,27.6,37.4,16.2,7.6,5.6,12.6,20.0,2020,Lebanese-Division-A,0
10,Al Moutahed Tripoli,4,40.0,71.0,25.8,66.3,0.389,10.0,29.3,0.342,9.5,16.8,0.567,9.5,28.0,37.5,14.8,9.3,3.3,18.3,18.0,2020,Lebanese-Division-A,0
