#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,CSS Bega Timisoara,7,39.9,91.1,31.4,58.1,0.541,12.7,29.9,0.426,15.6,19.0,0.82,7.0,23.3,30.3,21.6,6.0,2.0,14.9,21.0,2023,Alpe-Adria-Cup,0
2,BK JIP Pardubice,8,40.0,83.1,29.8,64.1,0.464,9.8,27.6,0.353,13.9,18.3,0.76,11.6,25.6,37.3,19.3,5.8,2.1,15.6,22.3,2023,Alpe-Adria-Cup,0
3,BC Hallmann Vienna,10,39.9,82.9,29.8,62.5,0.477,9.2,26.4,0.348,14.1,19.0,0.742,10.0,22.7,32.7,21.1,8.5,1.6,14.1,18.9,2023,Alpe-Adria-Cup,0
4,BK Spisska Rytieri,8,40.0,82.4,29.4,60.5,0.486,10.1,25.6,0.395,13.5,18.3,0.74,8.1,24.1,32.3,17.9,6.9,3.5,14.8,18.9,2023,Alpe-Adria-Cup,0
5,Rogaska Crystal,5,40.0,80.2,27.0,65.4,0.413,8.0,29.2,0.274,18.2,23.4,0.778,10.8,19.6,30.4,18.2,9.8,2.2,13.0,22.2,2023,Alpe-Adria-Cup,0
6,MKS Dabrowa Gornicza,10,40.0,80.0,28.5,58.6,0.486,9.7,26.0,0.373,13.3,17.9,0.743,6.7,24.6,31.3,16.7,8.1,2.9,14.8,19.8,2023,Alpe-Adria-Cup,1
7,BC Kolin,8,40.0,78.4,27.9,59.5,0.468,10.6,28.4,0.374,12.0,17.4,0.691,9.4,23.6,33.0,18.4,6.1,1.0,14.9,18.3,2023,Alpe-Adria-Cup,0
8,BC Komarno,9,40.0,78.1,27.7,63.6,0.435,10.9,30.8,0.354,11.9,17.3,0.686,8.8,22.3,31.1,11.9,8.6,1.8,11.6,20.4,2023,Alpe-Adria-Cup,0
9,Ilirija,6,40.8,76.8,27.0,63.3,0.426,9.5,26.5,0.358,13.3,17.8,0.748,8.3,24.0,32.3,17.7,9.7,3.2,19.2,20.7,2023,Alpe-Adria-Cup,0
10,KK Skrljevo,6,40.0,75.7,27.5,58.7,0.469,7.8,22.7,0.346,12.8,17.8,0.72,7.3,22.5,29.8,15.5,5.2,1.2,14.3,19.2,2023,Alpe-Adria-Cup,0
11,Olomoucko Prostejov,6,40.8,75.7,28.3,65.8,0.43,6.3,23.0,0.275,12.7,17.0,0.745,9.0,22.8,31.8,16.7,9.0,3.0,16.2,19.0,2023,Alpe-Adria-Cup,0
12,KK Zabok,5,40.0,75.0,28.4,65.0,0.437,8.2,25.6,0.32,10.0,13.6,0.735,8.6,19.2,27.8,18.0,9.4,0.8,11.6,21.0,2023,Alpe-Adria-Cup,0
13,GKK Sibenk,8,40.0,74.9,29.8,64.1,0.464,7.0,22.1,0.316,8.4,13.6,0.615,8.6,24.5,33.1,17.5,7.8,2.1,15.4,16.6,2023,Alpe-Adria-Cup,0
14,Redwell Gunners Oberwart,6,39.8,73.2,25.5,64.7,0.394,10.0,29.2,0.343,12.2,15.5,0.785,8.7,24.3,33.0,16.5,6.7,1.5,11.8,22.5,2023,Alpe-Adria-Cup,0
15,KK Dubrava Zagreb,6,40.0,72.7,24.3,61.0,0.399,5.5,23.7,0.232,18.5,23.8,0.776,8.2,21.2,29.3,14.3,8.5,2.7,15.7,21.7,2023,Alpe-Adria-Cup,0
16,ece bulls Kapfenberg,6,40.0,71.5,28.5,60.8,0.468,5.7,19.7,0.288,8.8,14.2,0.624,10.3,19.5,29.8,14.8,7.5,2.7,13.8,21.2,2023,Alpe-Adria-Cup,0
