#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BK Opava,8,40.7,94.5,34.0,74.9,0.454,13.0,35.8,0.364,13.5,18.5,0.73,11.6,22.0,33.6,22.6,13.8,1.4,10.6,18.5,2020,Alpe-Adria-Cup,0
2,BC Hallmann Vienna,9,40.6,91.7,32.1,62.6,0.513,11.4,25.9,0.442,16.0,21.7,0.738,6.2,24.4,30.7,22.3,5.8,2.0,12.1,17.3,2020,Alpe-Adria-Cup,0
3,SLUNETA Usti nad Labem,7,40.7,87.4,32.0,70.0,0.457,8.1,25.1,0.324,15.3,19.1,0.799,12.7,28.3,41.0,19.6,6.1,1.7,13.3,15.1,2020,Alpe-Adria-Cup,0
4,BK Decin,11,40.5,87.3,31.3,67.2,0.465,9.5,26.6,0.355,15.3,19.9,0.767,11.0,24.5,35.5,20.3,6.7,1.6,13.6,19.8,2020,Alpe-Adria-Cup,0
5,Allianz Swans Gmunden,10,40.0,87.0,30.6,60.8,0.503,8.9,24.0,0.371,16.9,22.4,0.754,7.2,22.2,29.4,18.7,7.4,1.5,13.6,18.1,2020,Alpe-Adria-Cup,0
6,Sencur Gorenjska Gradbena Druzba Kranj,4,41.3,84.0,32.0,65.8,0.487,8.0,24.0,0.333,12.0,16.3,0.738,10.5,22.0,32.5,18.5,6.5,4.0,19.3,21.8,2020,Alpe-Adria-Cup,0
7,BK JIP Pardubice,10,40.5,84.0,30.8,67.7,0.455,9.7,27.7,0.35,12.7,17.1,0.743,10.6,25.7,36.3,18.9,7.2,2.9,13.7,21.5,2020,Alpe-Adria-Cup,1
8,GTK Gliwice,3,40.0,83.0,29.0,64.3,0.451,8.0,24.7,0.324,17.0,21.0,0.81,9.3,22.3,31.7,19.3,13.0,2.3,16.0,20.7,2020,Alpe-Adria-Cup,0
9,KK Vrijednosnice Osijek,4,40.0,82.5,30.8,64.5,0.477,10.3,27.0,0.38,10.8,15.0,0.717,9.8,23.3,33.0,21.5,5.0,1.3,16.5,14.8,2020,Alpe-Adria-Cup,0
10,Hopsi Polzela,5,40.0,82.0,31.4,65.8,0.477,9.8,27.4,0.358,9.4,12.0,0.783,9.0,21.0,30.0,20.8,9.0,1.0,15.6,24.0,2020,Alpe-Adria-Cup,0
11,BK Levicki Patrioti Levice,8,40.0,81.1,28.4,64.8,0.438,7.9,22.9,0.344,16.5,19.9,0.83,8.5,24.5,33.0,18.3,8.3,2.9,12.9,19.4,2020,Alpe-Adria-Cup,0
12,KK Skrljevo,7,40.7,77.6,28.9,61.7,0.468,8.1,21.4,0.38,11.7,18.4,0.636,9.6,21.9,31.4,17.3,8.7,1.9,20.4,21.3,2020,Alpe-Adria-Cup,0
13,UBSC Raiffeisen Graz,4,40.0,75.3,25.3,64.8,0.39,6.3,23.3,0.269,18.5,24.8,0.747,10.8,18.5,29.3,11.8,10.5,0.5,13.8,13.5,2020,Alpe-Adria-Cup,0
14,BK Klosterneuburg Dukes,4,41.3,74.8,26.5,63.8,0.416,7.3,24.5,0.296,14.5,23.0,0.63,11.8,25.5,37.3,18.0,6.5,1.5,16.3,19.8,2020,Alpe-Adria-Cup,0
15,Egis Kormend,5,40.0,74.0,27.4,62.6,0.438,8.8,29.0,0.303,10.4,16.4,0.634,10.2,18.4,28.6,15.4,8.0,1.6,17.4,17.2,2020,Alpe-Adria-Cup,0
16,JBC MMCITE Brno,5,40.0,70.0,24.8,62.4,0.397,8.4,26.4,0.318,12.0,18.0,0.667,7.8,23.0,30.8,17.8,8.0,2.4,17.4,22.6,2020,Alpe-Adria-Cup,0
