#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Kutaisi,31,40.6,88.5,32.3,69.3,0.465,8.6,24.9,0.347,15.3,19.7,0.776,9.5,26.8,36.3,20.0,9.1,3.3,13.2,20.3,2022,Georgian-Super-Liga,1
2,Tbilisi State University,28,40.2,83.4,30.8,68.5,0.449,8.6,24.9,0.344,13.3,20.7,0.644,9.1,29.5,38.7,19.8,9.3,2.3,13.8,21.3,2022,Georgian-Super-Liga,0
3,Batumi-RSU,29,41.0,83.3,30.2,65.4,0.462,9.4,25.2,0.373,13.5,20.5,0.657,10.2,30.4,40.7,18.9,7.1,3.2,16.8,19.1,2022,Georgian-Super-Liga,0
4,BC Vera,23,40.0,82.0,29.8,69.6,0.428,9.6,27.7,0.346,12.9,20.0,0.644,8.0,26.4,34.4,16.3,7.7,2.3,12.2,17.0,2022,Georgian-Super-Liga,0
5,Gurjanni Delta Tskhum-Abkhazeti,20,40.3,82.0,30.5,67.1,0.455,8.3,25.7,0.322,12.7,18.0,0.706,10.6,25.0,35.5,17.4,10.1,3.0,16.5,20.4,2022,Georgian-Super-Liga,0
6,Olimpi,30,40.3,81.9,31.1,68.8,0.452,7.8,22.5,0.347,11.9,17.1,0.696,9.9,26.8,36.7,18.6,8.9,2.5,14.0,19.2,2022,Georgian-Super-Liga,0
7,Mega Tbilisi,23,40.8,81.6,29.9,68.6,0.436,9.5,25.7,0.371,12.2,17.0,0.717,9.3,25.0,34.3,18.1,7.5,3.7,11.7,16.6,2022,Georgian-Super-Liga,0
8,Rustavi,23,40.4,81.0,30.3,71.4,0.424,8.9,26.0,0.343,11.5,16.7,0.689,10.5,24.7,35.2,17.3,8.7,2.4,14.5,21.1,2022,Georgian-Super-Liga,0
9,BC MIA Academy Titebi,23,40.7,80.5,29.4,66.5,0.442,7.1,23.5,0.302,14.5,20.2,0.72,10.3,26.6,37.0,17.1,6.3,2.0,13.4,16.4,2022,Georgian-Super-Liga,0
10,BC Cactus Tbilisi,23,40.0,79.8,29.5,67.4,0.438,7.4,23.9,0.311,13.3,18.8,0.708,8.6,27.2,35.8,16.6,7.6,2.5,11.8,19.1,2022,Georgian-Super-Liga,0
11,Dinamo,20,40.3,78.8,29.3,68.0,0.43,8.7,24.1,0.36,11.7,17.0,0.687,9.3,24.3,33.6,16.7,7.4,3.1,16.4,19.2,2022,Georgian-Super-Liga,0
12,Astrali,3,40.0,78.3,28.0,68.7,0.408,9.7,30.0,0.322,12.7,19.3,0.655,10.0,30.3,40.3,14.3,5.0,1.7,14.3,18.3,2022,Georgian-Super-Liga,0
