#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Olympiacos,24,40.0,92.0,32.5,60.3,0.539,11.5,28.2,0.407,15.5,21.3,0.726,8.0,25.0,33.0,26.5,8.5,3.5,13.1,16.1,2023,Greek-HEBA-A1
2,Peristeri BC,24,40.3,85.5,30.0,62.8,0.478,8.5,25.3,0.338,16.9,21.8,0.774,8.7,25.0,33.8,18.8,8.4,1.4,13.5,22.0,2023,Greek-HEBA-A1
3,Panathinaikos,24,39.9,84.8,29.6,59.9,0.494,10.2,28.4,0.359,15.4,21.5,0.714,8.4,26.7,35.1,18.3,7.8,3.4,13.6,18.2,2023,Greek-HEBA-A1
4,PAOK BC,25,39.8,79.4,27.4,61.0,0.449,10.5,29.2,0.361,14.1,19.8,0.715,9.2,24.9,34.1,18.0,7.8,2.6,13.9,20.6,2023,Greek-HEBA-A1
5,Aris BC,24,40.3,77.8,29.2,65.8,0.444,8.8,26.4,0.331,10.6,16.1,0.656,11.7,21.4,33.1,17.3,10.5,2.3,15.5,23.8,2023,Greek-HEBA-A1
6,Kolossos Rodou BC,24,40.2,76.7,28.2,63.3,0.445,7.1,23.0,0.31,13.3,18.5,0.716,9.8,23.8,33.5,16.0,7.0,1.9,13.8,22.2,2023,Greek-HEBA-A1
7,ASP Promitheas Patras,25,40.0,76.7,27.0,61.8,0.438,7.8,24.4,0.32,14.8,19.9,0.744,8.0,24.8,32.9,16.9,6.4,2.0,12.9,19.9,2023,Greek-HEBA-A1
8,AEK Athens,24,40.4,76.7,28.1,62.3,0.452,7.8,25.0,0.311,12.6,17.5,0.72,8.3,23.9,32.2,20.3,6.5,2.0,13.6,22.8,2023,Greek-HEBA-A1
9,GS Lavrio,22,39.9,76.2,27.5,60.7,0.453,8.0,24.4,0.328,13.2,19.3,0.686,7.1,23.3,30.4,17.8,6.3,2.0,13.1,20.6,2023,Greek-HEBA-A1
10,Ionikos Nikaias BC,22,40.4,73.8,25.1,61.7,0.407,9.0,27.2,0.329,14.6,19.8,0.739,8.0,23.8,31.8,19.4,6.3,1.7,16.6,21.7,2023,Greek-HEBA-A1
11,AS Karditsas,22,40.4,71.9,26.5,61.8,0.429,7.1,25.4,0.28,11.8,17.5,0.674,8.0,22.9,30.8,16.0,7.6,2.1,15.3,20.5,2023,Greek-HEBA-A1
12,AS Apollon Patras,22,40.2,69.5,25.5,60.8,0.419,8.3,26.3,0.316,10.2,14.4,0.712,7.6,23.0,30.6,16.0,6.2,2.0,13.5,19.4,2023,Greek-HEBA-A1
