#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Panathinaikos,35,39.8,86.4,31.1,59.5,0.522,6.8,18.4,0.369,17.2,24.3,0.709,9.2,22.8,32.0,18.6,9.4,2.8,14.0,23.1,2012,Greek-HEBA-A1,0
2,Olympiacos,34,39.8,83.4,29.2,59.6,0.49,7.6,21.0,0.362,17.6,24.6,0.715,9.3,22.8,32.1,16.2,8.9,2.6,13.2,22.0,2012,Greek-HEBA-A1,1
3,Rethymno,26,39.8,77.7,27.6,62.5,0.442,9.1,28.0,0.325,13.5,19.7,0.684,9.1,19.9,29.0,13.2,8.7,2.6,11.1,24.1,2012,Greek-HEBA-A1,0
4,KAOD BC,24,39.8,74.5,25.8,56.3,0.459,5.9,17.7,0.334,17.0,23.2,0.736,8.2,22.9,31.0,15.3,5.2,2.3,15.3,22.1,2012,Greek-HEBA-A1,0
5,Aris BC,26,39.7,73.2,25.2,58.4,0.432,6.6,20.3,0.325,16.2,22.0,0.737,8.3,22.1,30.4,12.1,7.0,2.4,14.4,23.7,2012,Greek-HEBA-A1,0
6,Kolossos Rodou BC,35,40.4,73.1,25.7,56.5,0.455,5.0,16.9,0.296,16.7,22.4,0.747,8.7,23.7,32.5,12.4,6.8,1.6,15.4,23.1,2012,Greek-HEBA-A1,0
7,Panionios BC,34,39.8,72.8,25.4,56.1,0.453,8.7,23.4,0.372,13.3,19.8,0.67,8.7,21.4,30.1,13.9,6.6,1.9,15.3,25.9,2012,Greek-HEBA-A1,0
8,Ikaros Kallitheas BC,24,40.4,71.8,24.5,56.0,0.437,6.0,18.0,0.333,17.0,22.2,0.767,7.6,22.5,30.1,12.0,5.2,2.1,15.8,23.2,2012,Greek-HEBA-A1,0
9,Enosi Kalathosfairisis Kavalas,26,39.7,70.6,24.8,56.6,0.439,8.5,22.2,0.383,12.3,16.9,0.727,7.4,21.2,28.7,12.3,6.2,2.0,14.1,19.9,2012,Greek-HEBA-A1,0
10,Ilisiakos BC,24,39.7,68.3,23.8,58.9,0.404,5.3,18.8,0.282,15.3,21.8,0.702,8.5,21.1,29.6,11.3,7.6,1.0,14.2,22.0,2012,Greek-HEBA-A1,0
11,PAOK BC,26,39.7,68.2,23.8,53.6,0.445,5.3,15.7,0.337,15.1,21.3,0.706,7.5,21.4,28.9,9.5,5.6,1.8,15.0,23.2,2012,Greek-HEBA-A1,0
12,Maroussi BC,24,39.4,68.0,23.5,57.1,0.411,6.3,22.4,0.279,14.9,21.9,0.68,8.1,17.9,26.0,13.3,7.3,1.9,13.4,19.7,2012,Greek-HEBA-A1,0
13,Peristeri BC,24,39.7,63.7,22.0,50.2,0.438,5.9,20.1,0.292,13.7,19.5,0.704,5.5,23.4,28.9,13.2,5.3,1.6,17.1,19.2,2012,Greek-HEBA-A1,0
