#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Panathinaikos,20,40.0,103.8,37.4,67.4,0.554,12.3,26.5,0.465,16.8,22.0,0.763,10.6,28.8,39.4,26.1,7.7,3.9,13.4,19.6,2020,Greek-HEBA-A1
2,AEK Athens,20,40.5,82.7,27.5,61.6,0.446,9.9,26.6,0.371,17.9,23.4,0.767,9.0,23.5,32.5,15.4,7.2,1.8,10.9,24.5,2020,Greek-HEBA-A1
3,PAOK BC,20,40.5,81.8,28.3,65.1,0.435,8.8,25.8,0.342,16.4,22.6,0.725,12.1,25.1,37.2,15.2,5.7,2.0,13.3,22.8,2020,Greek-HEBA-A1
4,Kolossos Rodou BC,20,40.5,78.9,27.4,58.5,0.468,7.3,21.0,0.348,16.9,23.2,0.728,6.8,23.7,30.5,15.7,6.8,2.6,13.9,25.3,2020,Greek-HEBA-A1
5,Ionikos Nikaias BC,20,40.5,78.5,25.9,62.6,0.413,9.0,27.3,0.33,17.8,23.5,0.759,8.3,23.6,31.9,15.9,5.9,2.7,12.3,20.5,2020,Greek-HEBA-A1
6,Peristeri BC,20,40.8,78.0,26.9,60.4,0.445,8.4,23.8,0.351,15.9,23.2,0.685,8.9,26.5,35.4,18.7,7.8,3.1,14.2,22.5,2020,Greek-HEBA-A1
7,Iraklis BC,20,40.0,77.9,26.9,58.5,0.459,8.8,24.4,0.361,15.4,21.4,0.719,7.5,26.4,33.9,16.7,5.9,3.4,13.9,23.6,2020,Greek-HEBA-A1
8,Aris BC,20,40.8,77.4,28.5,62.0,0.46,7.2,21.3,0.336,13.3,20.1,0.661,9.0,24.4,33.4,17.6,5.5,2.3,14.1,20.8,2020,Greek-HEBA-A1
9,ASP Promitheas Patras,19,40.3,76.3,27.3,65.0,0.419,9.8,30.3,0.325,11.9,18.3,0.649,9.2,23.7,32.9,18.6,7.2,1.8,11.0,19.9,2020,Greek-HEBA-A1
10,Ermis Agias Larissa,20,40.0,76.2,27.7,63.4,0.436,8.6,26.8,0.319,12.4,17.7,0.7,8.7,22.3,31.0,16.4,6.9,3.4,12.8,21.1,2020,Greek-HEBA-A1
11,GS Lavrio,20,40.2,76.2,26.4,63.1,0.418,7.1,23.8,0.299,16.4,21.7,0.753,9.4,25.0,34.4,12.6,7.1,2.9,13.0,21.9,2020,Greek-HEBA-A1
12,Panionios BC,20,40.2,73.5,24.9,59.0,0.422,7.8,23.3,0.335,15.9,23.7,0.669,6.7,23.4,30.1,16.0,6.4,2.1,14.6,21.5,2020,Greek-HEBA-A1
13,Ifestos Limnou,20,40.0,71.8,24.8,59.6,0.416,8.3,26.2,0.317,13.9,20.9,0.665,7.3,24.6,31.8,12.4,6.2,1.5,12.9,23.8,2020,Greek-HEBA-A1
14,Rethymno,19,40.3,69.4,23.8,59.5,0.401,8.5,26.7,0.319,13.2,20.1,0.657,9.5,23.5,33.1,13.7,5.1,2.7,13.7,20.1,2020,Greek-HEBA-A1
