#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Olympiacos,34,40.0,84.0,30.2,60.6,0.499,7.4,22.1,0.336,16.2,22.4,0.725,9.1,25.4,34.6,19.3,8.4,2.8,13.1,20.7,2013,Greek-HEBA-A1,0
2,Panathinaikos,34,40.0,79.0,27.8,56.8,0.49,9.1,23.3,0.391,14.2,20.6,0.69,9.6,25.3,34.9,18.7,7.1,2.7,14.7,22.0,2013,Greek-HEBA-A1,1
3,KAOD BC,26,40.6,77.0,26.4,61.9,0.427,6.0,18.6,0.322,18.1,26.4,0.686,10.7,24.2,34.8,13.8,7.3,2.7,15.6,24.1,2013,Greek-HEBA-A1,0
4,Panionios BC,36,40.4,74.8,25.4,57.6,0.441,7.1,20.6,0.346,16.8,22.7,0.742,9.7,21.8,31.4,13.9,7.6,2.3,14.1,25.0,2013,Greek-HEBA-A1,0
5,Rethymno,35,40.4,74.6,25.5,60.5,0.422,9.4,29.4,0.32,14.1,20.2,0.7,9.0,20.6,29.6,12.4,7.3,3.4,13.2,23.4,2013,Greek-HEBA-A1,0
6,AS Apollon Patras,28,41.1,74.5,25.5,59.8,0.427,7.0,22.1,0.315,16.5,23.1,0.715,8.0,21.3,29.3,10.3,8.4,2.1,13.1,23.6,2013,Greek-HEBA-A1,0
7,Enosi Kalathosfairisis Kavalas,26,40.2,74.5,25.6,57.2,0.448,7.0,20.3,0.346,16.2,22.7,0.715,6.9,19.7,26.6,13.4,5.2,2.4,14.2,22.2,2013,Greek-HEBA-A1,0
8,PAOK BC,28,40.6,72.9,25.8,55.8,0.462,5.8,17.0,0.343,15.6,21.7,0.717,7.6,24.9,32.5,12.9,5.3,2.4,14.4,19.3,2013,Greek-HEBA-A1,0
9,Panelefsiniakos AOK Eleusina,26,40.0,72.3,26.3,57.9,0.455,6.2,19.8,0.313,13.4,18.5,0.726,8.2,21.0,29.2,13.8,5.9,2.1,14.9,23.8,2013,Greek-HEBA-A1,0
10,Kolossos Rodou BC,26,40.6,70.7,24.7,55.5,0.446,5.0,17.2,0.292,16.2,22.6,0.717,7.2,22.6,29.8,13.2,7.2,2.0,15.9,21.9,2013,Greek-HEBA-A1,0
11,Aris BC,29,40.2,70.5,24.4,56.2,0.434,7.4,21.5,0.345,14.3,19.8,0.72,8.0,22.9,30.9,12.3,6.8,2.3,15.3,23.7,2013,Greek-HEBA-A1,0
12,Ikaros Kallitheas BC,28,40.0,70.5,23.7,56.2,0.422,7.8,22.7,0.341,15.3,21.3,0.717,8.5,21.9,30.4,12.6,5.6,2.5,15.1,20.6,2013,Greek-HEBA-A1,0
13,Ilisiakos BC,26,40.4,68.8,24.0,59.7,0.403,5.7,19.1,0.3,15.0,21.0,0.712,8.0,22.5,30.5,10.8,5.3,2.2,13.1,21.4,2013,Greek-HEBA-A1,0
14,Peristeri BC,26,40.4,68.7,24.5,58.7,0.418,6.3,21.1,0.301,13.2,19.4,0.681,9.0,20.6,29.5,12.5,5.8,0.8,15.3,23.3,2013,Greek-HEBA-A1,0
