#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Boulazac Basket Dordogne,9,40.4,89.9,30.3,62.1,0.488,10.0,25.7,0.39,19.2,25.8,0.746,9.2,23.6,32.8,22.0,8.7,1.8,14.7,24.9,2023,French-Leaders-Cup-LNB-B
2,Etoile Angers Basket,9,40.0,87.2,31.1,63.0,0.494,10.4,27.7,0.378,14.6,21.0,0.693,11.0,21.9,32.9,20.1,9.0,2.0,15.8,21.9,2023,French-Leaders-Cup-LNB-B
3,Alliance Sport Alsace,4,41.3,82.8,29.5,62.5,0.472,9.5,29.0,0.328,14.3,19.0,0.75,6.3,22.8,29.0,22.5,9.3,4.0,18.5,24.5,2023,French-Leaders-Cup-LNB-B
4,Saint Chamond Basket,4,39.8,82.3,28.3,59.8,0.473,7.8,24.3,0.32,18.0,25.5,0.706,7.8,26.8,34.5,21.5,5.3,2.3,14.3,21.0,2023,French-Leaders-Cup-LNB-B
5,JA Vichy,4,41.3,79.8,29.0,64.8,0.448,9.8,27.5,0.355,12.0,17.5,0.686,6.5,21.8,28.3,17.5,7.3,3.8,14.0,23.8,2023,French-Leaders-Cup-LNB-B
6,Saint-Vallier,8,39.9,79.5,27.0,59.1,0.457,8.0,24.6,0.325,17.5,22.1,0.791,7.3,22.4,29.6,17.4,7.0,3.0,15.4,21.6,2023,French-Leaders-Cup-LNB-B
7,Chalon-Sur-Saone,6,40.5,78.7,27.2,54.8,0.495,7.8,22.0,0.356,16.5,24.0,0.688,6.0,22.8,28.8,20.5,5.7,1.7,17.3,20.0,2023,French-Leaders-Cup-LNB-B
8,Chalons-Reims CB,6,39.7,78.3,27.0,63.0,0.429,6.7,24.3,0.274,17.7,23.3,0.757,7.7,21.2,28.8,18.5,7.3,2.2,11.2,21.3,2023,French-Leaders-Cup-LNB-B
9,Denain ASC Voltaire,4,39.8,78.3,27.8,57.8,0.481,9.0,24.0,0.375,13.8,23.8,0.579,9.8,19.3,29.0,16.3,7.5,2.8,14.5,20.0,2023,French-Leaders-Cup-LNB-B
10,Saint-Quentin Basketball,4,39.8,78.3,26.0,60.5,0.43,10.3,27.8,0.369,16.0,22.3,0.719,8.0,18.3,26.3,20.3,6.3,2.3,12.0,24.0,2023,French-Leaders-Cup-LNB-B
11,Lille Metropole Basket Clubs,8,39.6,77.8,26.9,58.3,0.461,6.6,19.3,0.344,17.4,25.6,0.678,10.0,25.3,35.3,19.5,5.9,2.0,17.5,25.0,2023,French-Leaders-Cup-LNB-B
12,Hermine Nantes Atlantique,6,40.0,77.2,28.2,61.0,0.462,8.8,26.0,0.34,12.0,16.0,0.75,10.5,23.3,33.8,19.8,6.3,1.8,16.8,20.0,2023,French-Leaders-Cup-LNB-B
13,Quimper,4,39.8,72.8,26.5,61.5,0.431,7.5,24.0,0.313,12.3,17.5,0.7,7.5,23.0,30.5,18.0,6.8,1.8,13.8,17.5,2023,French-Leaders-Cup-LNB-B
14,Aix Maurienne Savoie Basket,6,39.8,72.7,26.2,58.0,0.451,4.8,18.5,0.261,15.5,21.8,0.71,7.8,20.0,27.8,13.2,7.5,1.8,16.5,21.5,2023,French-Leaders-Cup-LNB-B
15,Union La Rochelle,4,40.0,72.3,24.0,54.8,0.438,6.0,20.5,0.293,18.3,23.3,0.785,7.0,22.8,29.8,16.0,6.0,1.0,15.3,19.0,2023,French-Leaders-Cup-LNB-B
16,ALM Evreux Basket,4,39.8,72.0,26.5,53.5,0.495,9.0,24.0,0.375,10.0,17.0,0.588,7.3,23.0,30.3,17.0,7.8,1.8,18.0,20.5,2023,French-Leaders-Cup-LNB-B
17,Antibes,4,40.0,71.3,25.8,59.0,0.436,5.5,17.0,0.324,14.3,21.0,0.679,8.0,25.5,33.5,18.0,5.5,3.0,15.3,25.3,2023,French-Leaders-Cup-LNB-B
18,Orleans Loiret Basket,4,39.8,71.3,25.5,54.3,0.47,9.0,26.0,0.346,11.3,15.5,0.726,6.0,18.5,24.5,20.5,6.0,2.3,16.3,18.3,2023,French-Leaders-Cup-LNB-B
