#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Seoul SK,62,40.2,86.2,33.5,70.8,0.473,7.2,21.2,0.341,12.0,16.7,0.72,11.9,27.0,38.9,18.9,7.5,3.1,10.5,17.8,2022,South-Korean-KBL,1
2,Suwon KT Sonicboom,58,40.0,83.5,32.0,67.4,0.474,8.3,24.0,0.346,11.2,16.0,0.704,12.2,24.9,37.1,18.8,6.7,3.0,12.0,18.0,2022,South-Korean-KBL,0
3,Anyang KGC,66,40.2,82.8,31.0,69.0,0.449,11.0,32.6,0.339,9.9,14.3,0.691,10.1,24.0,34.0,19.9,7.2,2.5,9.8,18.3,2022,South-Korean-KBL,0
4,Korea Gas Corporation,57,40.0,81.7,30.8,65.9,0.467,9.4,27.0,0.349,10.7,14.3,0.751,8.5,23.9,32.4,17.9,5.7,1.2,10.1,19.2,2022,South-Korean-KBL,0
5,Jeonju KCC Egis,54,40.6,81.1,30.3,64.7,0.468,8.0,24.6,0.325,12.5,16.8,0.743,9.3,23.6,32.9,17.7,5.5,2.0,10.5,17.1,2022,South-Korean-KBL,0
6,Ulsan Mobis Phoebus,57,40.4,80.7,31.1,66.9,0.466,6.8,20.8,0.327,11.6,16.6,0.699,11.3,24.3,35.6,20.6,7.1,3.5,12.0,18.2,2022,South-Korean-KBL,0
7,Goyang Orions,60,40.4,79.5,30.5,66.6,0.457,7.3,21.5,0.341,11.3,15.1,0.747,10.2,22.9,33.1,17.3,7.9,2.4,10.5,16.8,2022,South-Korean-KBL,0
8,Wonju Dongbu Promy,54,40.2,79.4,30.9,69.2,0.446,7.7,24.6,0.312,9.9,13.7,0.727,10.0,26.2,36.2,18.4,6.4,3.0,11.3,18.4,2022,South-Korean-KBL,0
9,Changwon LG Sakers,54,40.2,77.4,29.5,68.9,0.428,7.6,24.4,0.312,10.8,16.7,0.644,13.4,22.9,36.3,16.0,7.5,1.8,9.7,19.7,2022,South-Korean-KBL,0
10,Seoul Samsung Thunders,54,40.0,74.1,28.5,67.6,0.422,6.8,22.6,0.3,10.4,14.4,0.718,11.3,23.6,34.9,15.8,5.6,2.3,12.0,21.8,2022,South-Korean-KBL,0
