#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Jeonju KCC Egis,57,40.1,80.2,31.6,65.1,0.486,5.8,16.8,0.345,11.2,15.6,0.713,11.1,21.2,32.3,15.6,7.2,2.7,11.7,20.0,2012,South-Korean-KBL,0
2,Goyang Orions,54,40.4,79.0,30.4,62.1,0.489,5.3,16.8,0.316,12.9,16.8,0.769,8.2,19.4,27.6,18.0,8.9,3.0,11.9,21.9,2012,South-Korean-KBL,0
3,Changwon LG Sakers,54,40.3,78.1,30.2,62.1,0.487,3.8,12.4,0.304,13.9,18.0,0.775,9.1,21.2,30.3,15.9,7.0,2.8,11.5,18.0,2012,South-Korean-KBL,0
4,Seoul SK,54,40.5,76.7,28.7,61.6,0.467,6.7,20.4,0.328,12.6,17.0,0.743,8.9,21.3,30.2,15.2,6.1,2.7,11.5,18.9,2012,South-Korean-KBL,0
5,Seoul Samsung Thunders,54,40.5,76.6,29.3,60.7,0.482,5.6,17.4,0.322,12.4,16.6,0.75,8.4,22.7,31.1,16.7,5.9,2.9,15.4,19.9,2012,South-Korean-KBL,0
6,Anyang KGC,64,40.1,75.8,29.1,61.8,0.472,5.3,16.3,0.329,12.2,16.3,0.745,9.4,21.4,30.8,16.2,8.9,3.7,11.6,18.6,2012,South-Korean-KBL,1
7,Ulsan Mobis Phoebus,61,40.0,75.0,28.6,61.8,0.463,7.0,19.8,0.356,10.6,14.0,0.761,8.5,20.5,29.0,15.6,6.9,2.8,10.9,18.4,2012,South-Korean-KBL,0
8,Korea Gas Corporation,59,40.3,74.6,29.1,60.1,0.485,5.5,16.1,0.341,10.9,15.3,0.71,8.6,20.4,29.0,15.6,7.1,3.1,12.2,19.7,2012,South-Korean-KBL,0
9,Wonju Dongbu Promy,64,40.1,74.6,28.2,58.4,0.483,5.9,16.1,0.37,12.2,17.5,0.698,9.3,22.4,31.8,16.2,7.1,4.0,11.9,17.0,2012,South-Korean-KBL,0
10,Suwon KT Sonicboom,63,40.3,73.9,28.7,59.3,0.483,5.9,18.1,0.326,10.7,14.2,0.752,8.6,20.2,28.8,15.9,7.0,3.5,11.4,19.2,2012,South-Korean-KBL,0
