#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Suwon KT Sonicboom,57,41.0,84.7,32.6,68.9,0.473,8.6,25.1,0.345,10.8,14.9,0.729,10.0,24.8,34.8,18.6,6.6,2.7,12.0,17.2,2021,South-Korean-KBL,0
2,Anyang KGC,64,40.4,82.4,31.9,69.2,0.461,8.9,27.2,0.328,9.7,13.2,0.732,10.2,23.3,33.5,16.7,8.7,3.7,9.5,16.7,2021,South-Korean-KBL,1
3,Jeonju KCC Egis,63,40.2,82.3,31.7,67.6,0.469,7.7,22.7,0.338,11.2,14.9,0.75,11.1,26.1,37.1,18.6,6.5,2.9,11.0,16.2,2021,South-Korean-KBL,0
4,Goyang Orions,58,40.6,81.4,31.4,70.0,0.449,8.3,23.6,0.352,10.3,13.6,0.759,11.4,24.9,36.3,18.7,7.5,4.0,10.7,15.2,2021,South-Korean-KBL,0
5,Ulsan Mobis Phoebus,57,40.2,81.4,32.0,68.7,0.466,6.7,20.5,0.327,10.7,15.3,0.698,12.1,25.2,37.3,19.2,6.4,3.2,11.8,17.8,2021,South-Korean-KBL,0
6,Wonju Dongbu Promy,54,40.2,80.6,30.9,69.6,0.444,9.6,25.9,0.369,9.2,12.8,0.72,11.1,25.1,36.1,16.8,6.8,2.9,12.7,17.4,2021,South-Korean-KBL,0
7,Korea Gas Corporation,63,40.1,80.4,30.0,65.6,0.458,8.3,23.4,0.355,12.0,16.1,0.745,10.0,25.1,35.1,16.9,6.9,3.1,11.0,18.5,2021,South-Korean-KBL,0
8,Seoul SK,54,40.2,79.3,30.2,68.7,0.44,7.5,23.4,0.323,11.4,15.2,0.746,10.6,25.3,36.0,15.0,7.1,2.2,11.6,16.6,2021,South-Korean-KBL,0
9,Seoul Samsung Thunders,54,40.2,79.0,30.5,66.8,0.457,8.0,23.4,0.344,9.9,13.8,0.721,9.6,22.6,32.2,16.8,7.3,3.3,10.9,19.2,2021,South-Korean-KBL,0
10,Changwon LG Sakers,54,40.3,78.4,28.0,67.1,0.417,9.0,26.4,0.341,13.4,17.0,0.789,10.9,22.7,33.6,16.6,7.1,1.8,10.9,18.5,2021,South-Korean-KBL,0
