#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Real Madrid,43,40.1,88.1,31.0,62.9,0.493,10.8,27.9,0.388,15.3,19.6,0.782,8.7,24.8,33.5,17.3,6.7,3.4,11.7,18.0,2019,Spanish-ACB,1
2,Barca,43,40.1,86.2,30.6,61.5,0.497,10.3,25.2,0.41,14.8,19.6,0.754,9.2,24.5,33.7,17.6,6.6,2.7,12.0,20.0,2019,Spanish-ACB,0
3,Baskonia,36,40.0,85.5,31.8,63.3,0.502,8.9,24.2,0.367,13.1,18.0,0.724,8.1,24.5,32.6,19.2,8.2,2.8,12.5,19.4,2019,Spanish-ACB,0
4,Gran Canaria,34,40.1,83.2,30.2,65.7,0.46,9.7,27.4,0.354,13.0,17.2,0.757,9.6,20.5,30.1,15.8,7.1,2.1,12.0,22.1,2019,Spanish-ACB,0
5,Unicaja,37,40.3,83.1,29.1,62.0,0.469,10.8,28.9,0.374,14.0,17.7,0.792,8.8,21.6,30.4,16.8,6.5,1.4,12.5,18.3,2019,Spanish-ACB,0
6,Hereda San Pablo Burgos,34,40.0,82.8,29.9,62.6,0.478,8.7,24.3,0.358,14.3,19.9,0.719,9.2,22.1,31.4,17.9,6.2,1.9,12.3,20.6,2019,Spanish-ACB,0
7,MoraBanc Andorra,34,40.0,82.8,28.7,64.5,0.446,9.6,27.6,0.348,15.7,21.6,0.729,10.0,21.7,31.7,16.4,7.2,2.4,11.6,21.7,2019,Spanish-ACB,0
8,Movistar Estudiantes,34,40.1,82.7,29.6,64.6,0.458,9.2,25.9,0.354,14.4,19.4,0.74,8.5,22.3,30.9,15.5,6.3,2.2,11.6,20.6,2019,Spanish-ACB,0
9,Casademont Zaragoza,39,40.3,82.0,30.5,66.8,0.457,7.7,21.7,0.353,13.4,18.0,0.744,9.4,23.7,33.1,15.4,6.7,2.9,12.6,20.8,2019,Spanish-ACB,0
10,Urbas Fuenlabrada,34,40.7,82.0,28.9,64.0,0.452,8.6,25.0,0.345,15.6,21.1,0.737,8.7,20.6,29.3,14.6,6.4,3.1,12.6,22.0,2019,Spanish-ACB,0
11,Lenovo Tenerife,34,40.9,81.5,28.6,60.3,0.474,11.2,29.5,0.378,13.2,17.7,0.749,8.2,20.5,28.6,18.0,6.5,1.8,11.9,21.0,2019,Spanish-ACB,0
12,Valencia Basket,40,40.0,81.1,29.2,60.6,0.482,10.2,27.0,0.378,12.5,15.5,0.807,9.1,21.8,30.9,17.6,5.4,1.6,12.0,17.9,2019,Spanish-ACB,0
13,Joventut Badalona,36,40.1,80.6,28.8,60.3,0.478,9.6,25.5,0.375,13.4,17.2,0.782,8.2,21.9,30.1,16.7,6.4,2.8,14.3,21.0,2019,Spanish-ACB,0
14,BAXI Manresa,36,40.1,80.0,28.1,63.3,0.444,9.3,26.4,0.353,14.4,20.2,0.713,9.3,22.0,31.3,14.6,6.4,3.1,12.8,21.7,2019,Spanish-ACB,0
15,UCAM Murcia CB,34,40.3,78.3,28.0,63.1,0.444,9.2,25.5,0.359,13.1,18.8,0.698,10.4,22.3,32.6,13.7,6.2,2.4,14.2,23.3,2019,Spanish-ACB,0
16,Monbus Obradoiro,34,40.3,77.8,26.5,59.9,0.443,10.9,29.5,0.369,13.9,17.6,0.789,7.4,21.8,29.2,17.4,4.8,2.4,12.3,20.8,2019,Spanish-ACB,0
17,Rio Breogan,34,40.3,77.1,28.1,65.6,0.428,7.9,24.7,0.322,13.1,18.3,0.717,10.2,23.2,33.4,14.1,5.4,3.2,12.6,21.5,2019,Spanish-ACB,0
18,Acunsa GBC,34,40.4,75.2,27.2,62.1,0.438,8.3,24.7,0.335,12.6,17.6,0.717,8.7,21.3,30.1,16.3,7.0,1.8,13.5,21.3,2019,Spanish-ACB,0
