#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Barca,44,40.0,87.6,31.2,60.7,0.515,9.2,21.8,0.42,15.9,20.2,0.789,8.9,24.1,33.0,18.3,7.7,3.1,13.5,20.6,2021,Spanish-ACB,1
2,Casademont Zaragoza,36,40.6,86.9,31.1,64.1,0.485,8.5,24.0,0.354,16.3,21.4,0.761,7.1,23.9,31.0,16.6,6.6,2.5,14.5,21.2,2021,Spanish-ACB,0
3,Lenovo Tenerife,41,40.2,86.5,30.5,60.1,0.508,9.7,23.7,0.409,15.7,18.9,0.832,7.3,20.7,28.0,18.6,7.1,1.1,12.9,19.2,2021,Spanish-ACB,0
4,Hereda San Pablo Burgos,38,40.5,86.2,30.9,64.2,0.482,10.3,27.3,0.378,14.0,19.4,0.722,8.1,22.2,30.3,17.8,8.7,2.2,13.6,21.7,2021,Spanish-ACB,0
5,Real Madrid,43,40.0,85.9,29.9,63.6,0.471,11.0,28.6,0.384,15.0,18.9,0.797,9.4,25.6,35.0,16.4,6.6,3.6,12.3,18.0,2021,Spanish-ACB,0
6,Valencia Basket,42,40.0,85.0,30.7,60.8,0.505,10.0,25.2,0.394,13.7,16.9,0.809,6.9,22.0,28.9,19.3,6.4,1.8,13.0,16.7,2021,Spanish-ACB,0
7,Joventut Badalona,39,40.1,84.8,30.0,61.1,0.491,8.8,22.7,0.389,16.0,19.9,0.803,8.6,22.1,30.6,17.6,6.5,2.3,14.7,20.2,2021,Spanish-ACB,0
8,BAXI Manresa,36,40.1,83.8,30.7,66.1,0.465,8.7,26.3,0.331,13.6,18.5,0.738,10.4,21.6,32.0,19.9,6.7,1.6,15.0,22.8,2021,Spanish-ACB,0
9,Unicaja,36,40.4,83.7,31.0,64.9,0.478,10.0,26.1,0.384,11.8,14.9,0.788,8.1,19.4,27.5,16.1,7.3,2.4,11.4,20.1,2021,Spanish-ACB,0
10,Movistar Estudiantes,36,40.4,82.5,30.7,67.8,0.453,9.3,26.5,0.352,11.8,16.3,0.725,10.2,22.2,32.3,15.4,6.5,3.2,12.6,22.6,2021,Spanish-ACB,0
11,Baskonia,39,40.1,81.7,29.3,61.7,0.475,8.2,23.7,0.344,14.9,19.2,0.775,8.6,22.4,31.1,17.2,8.5,2.7,13.4,16.4,2021,Spanish-ACB,0
12,UCAM Murcia CB,36,40.4,81.2,30.2,67.8,0.446,8.3,24.8,0.334,12.6,18.3,0.686,11.3,22.7,34.0,14.9,7.9,2.7,13.9,23.4,2021,Spanish-ACB,0
13,Gran Canaria,38,40.4,81.2,29.4,64.3,0.457,9.5,26.1,0.365,12.9,17.1,0.751,8.7,20.9,29.6,15.8,7.1,3.1,12.3,19.9,2021,Spanish-ACB,0
14,Urbas Fuenlabrada,36,40.0,81.1,29.5,65.3,0.451,7.3,22.5,0.323,14.9,20.2,0.737,10.5,21.4,31.9,14.7,8.1,3.1,14.3,21.8,2021,Spanish-ACB,0
15,Monbus Obradoiro,36,40.1,80.2,27.6,60.3,0.459,9.8,27.4,0.358,15.1,19.2,0.788,8.1,21.9,30.0,15.1,5.8,2.5,13.4,19.4,2021,Spanish-ACB,0
16,Bilbao Basket,36,40.4,80.0,28.7,62.3,0.461,9.3,25.4,0.368,13.2,16.7,0.792,8.6,21.1,29.7,14.3,5.9,2.3,15.2,21.0,2021,Spanish-ACB,0
17,MoraBanc Andorra,36,40.7,79.2,27.8,62.0,0.449,9.6,26.7,0.361,13.9,18.2,0.766,9.6,23.3,32.9,15.5,6.2,3.1,13.8,20.4,2021,Spanish-ACB,0
18,Coosur Real Betis,36,40.3,77.4,27.6,63.0,0.438,7.4,23.2,0.319,14.8,19.5,0.76,10.3,20.5,30.8,13.6,7.8,2.5,13.8,19.6,2021,Spanish-ACB,0
19,Acunsa GBC,36,40.3,73.6,27.4,66.3,0.413,8.5,26.5,0.319,10.4,14.8,0.704,9.9,20.6,30.5,13.3,7.8,2.0,13.8,19.7,2021,Spanish-ACB,0
