#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Baskonia,31,40.5,93.0,32.7,65.2,0.501,12.7,30.4,0.419,14.9,19.7,0.757,8.7,24.1,32.8,20.4,7.4,2.8,12.3,20.1,2023,Spanish-ACB
2,Real Madrid,31,40.0,88.8,31.2,64.4,0.485,9.7,25.8,0.378,16.6,21.7,0.765,9.5,25.8,35.3,17.6,7.4,4.1,13.1,18.6,2023,Spanish-ACB
3,Unicaja,32,40.3,87.2,32.3,67.1,0.481,10.0,28.3,0.353,12.7,17.7,0.716,8.9,23.4,32.3,19.0,8.9,2.5,11.8,22.0,2023,Spanish-ACB
4,Barca,31,40.0,84.6,30.3,62.8,0.483,9.7,26.2,0.369,14.4,18.7,0.769,10.0,24.2,34.2,19.0,6.5,2.0,12.8,19.5,2023,Spanish-ACB
5,Valencia Basket,31,40.3,84.0,29.3,63.9,0.458,10.3,29.2,0.352,15.1,19.3,0.783,9.0,21.7,30.7,17.1,7.9,2.2,13.2,19.4,2023,Spanish-ACB
6,Gran Canaria,31,40.3,83.8,29.3,62.2,0.471,10.5,27.9,0.377,14.7,20.6,0.713,8.9,22.9,31.8,17.0,7.1,3.1,12.6,20.3,2023,Spanish-ACB
7,Lenovo Tenerife,32,40.5,83.5,29.2,60.3,0.484,9.3,25.9,0.358,15.9,20.1,0.79,8.2,22.8,31.0,18.2,6.7,1.8,12.4,19.4,2023,Spanish-ACB
8,BAXI Manresa,32,40.3,83.3,30.7,67.8,0.453,8.3,25.4,0.326,13.6,18.3,0.745,9.2,22.0,31.2,17.7,7.3,2.4,14.6,23.1,2023,Spanish-ACB
9,Joventut Badalona,31,40.3,81.6,29.6,63.5,0.465,7.7,22.8,0.337,14.8,18.9,0.783,9.5,25.5,34.9,17.0,5.6,2.3,12.2,20.1,2023,Spanish-ACB
10,UCAM Murcia CB,32,40.1,80.9,28.7,69.1,0.415,9.4,29.3,0.321,14.2,18.6,0.763,10.8,23.9,34.6,14.6,6.4,2.8,12.1,23.3,2023,Spanish-ACB
11,Casademont Zaragoza,32,40.5,78.7,28.7,62.5,0.459,7.0,21.4,0.328,14.3,20.9,0.682,8.9,24.6,33.5,16.1,7.3,4.3,14.7,19.2,2023,Spanish-ACB
12,Monbus Obradoiro,31,40.3,78.4,26.8,61.4,0.436,9.9,28.0,0.352,15.0,19.7,0.759,8.6,22.6,31.2,15.5,5.5,2.8,14.1,20.7,2023,Spanish-ACB
13,Coosur Real Betis,32,40.9,78.0,27.4,65.0,0.421,9.2,28.3,0.323,14.1,19.5,0.721,10.5,22.1,32.6,14.6,7.5,1.8,13.5,20.3,2023,Spanish-ACB
14,Bilbao Basket,32,40.0,76.9,27.2,63.1,0.431,8.7,25.7,0.338,13.8,18.6,0.742,9.4,21.9,31.4,15.1,7.1,3.3,13.0,19.9,2023,Spanish-ACB
15,Rio Breogan,32,40.4,76.8,29.0,65.4,0.443,7.7,24.1,0.319,11.2,16.9,0.665,10.2,21.9,32.0,15.3,7.8,1.9,11.9,19.9,2023,Spanish-ACB
16,CB Granada,32,40.1,76.3,27.5,64.1,0.43,7.6,25.1,0.304,13.6,19.6,0.692,10.0,22.6,32.6,14.9,7.1,2.6,15.5,19.3,2023,Spanish-ACB
17,CB Girona,32,40.1,76.2,28.3,64.4,0.44,7.1,23.5,0.3,12.5,17.7,0.708,8.8,24.6,33.3,16.8,8.1,3.0,14.2,18.6,2023,Spanish-ACB
18,Urbas Fuenlabrada,31,39.9,76.2,27.7,62.4,0.444,6.5,21.2,0.306,14.2,19.8,0.715,8.4,21.2,29.5,15.6,7.3,2.3,15.7,20.3,2023,Spanish-ACB
