#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Joventut Badalona,39,40.0,87.1,29.9,64.0,0.467,9.9,27.4,0.36,17.4,22.3,0.778,11.2,19.9,31.1,16.1,11.6,4.3,13.1,22.7,2008,Spanish-ACB,0
2,Real Madrid,36,40.0,83.9,28.8,60.8,0.474,8.5,23.8,0.357,17.8,23.3,0.766,11.5,19.2,30.7,14.1,9.1,2.6,13.4,20.9,2008,Spanish-ACB,0
3,Baskonia,42,40.2,83.9,29.3,58.6,0.501,8.9,22.4,0.396,16.4,22.0,0.745,8.2,22.2,30.4,13.3,6.9,2.9,12.1,21.8,2008,Spanish-ACB,0
4,Unicaja,38,40.4,80.2,27.1,55.6,0.488,7.7,20.9,0.368,18.3,23.6,0.774,8.4,20.9,29.2,14.4,7.2,2.4,15.3,22.8,2008,Spanish-ACB,0
5,CB Girona,37,40.1,80.1,27.9,56.4,0.495,7.7,20.5,0.374,16.6,22.4,0.743,8.6,21.2,29.8,13.8,7.1,3.6,13.7,20.2,2008,Spanish-ACB,0
6,BAXI Manresa,34,40.1,79.9,26.6,60.3,0.441,8.6,23.9,0.359,18.1,23.0,0.786,9.6,20.9,30.5,13.2,8.4,2.5,13.9,23.3,2008,Spanish-ACB,0
7,Valencia Basket,37,40.1,79.6,27.5,58.6,0.468,9.3,25.2,0.37,15.9,21.6,0.736,9.0,22.1,31.1,15.0,7.6,3.5,13.5,23.5,2008,Spanish-ACB,0
8,Coosur Real Betis,34,40.3,79.4,27.1,58.3,0.465,8.9,22.7,0.393,16.4,21.4,0.765,7.5,20.0,27.5,13.4,8.0,2.2,13.9,22.8,2008,Spanish-ACB,0
9,Real Valladolid CB,34,40.3,79.0,27.6,59.2,0.467,7.3,18.5,0.396,16.4,21.1,0.774,8.2,18.5,26.7,11.6,9.4,2.7,14.2,24.0,2008,Spanish-ACB,0
10,Gran Canaria,34,40.3,78.9,27.0,60.8,0.445,8.0,21.8,0.365,16.9,23.1,0.731,10.0,20.4,30.4,12.1,8.3,2.1,13.6,21.0,2008,Spanish-ACB,0
11,CB Granada,34,40.3,77.3,27.3,57.6,0.473,7.8,20.3,0.382,15.0,19.9,0.756,7.9,20.5,28.4,13.0,6.9,2.1,13.3,22.2,2008,Spanish-ACB,0
12,Barca,41,40.4,77.1,28.0,59.1,0.474,7.3,20.5,0.356,13.9,17.6,0.786,8.6,21.9,30.4,15.8,7.5,3.1,14.0,23.0,2008,Spanish-ACB,1
13,Bilbao Basket,36,40.1,76.2,26.9,59.5,0.452,7.0,20.1,0.348,15.5,19.8,0.78,10.2,19.9,30.1,12.5,7.6,2.7,13.4,20.5,2008,Spanish-ACB,0
14,Baloncesto Leon,34,40.3,75.6,26.6,59.2,0.449,6.7,19.1,0.351,15.7,20.8,0.753,9.6,19.6,29.2,12.2,7.8,1.9,15.1,19.9,2008,Spanish-ACB,0
15,CB Menorca,34,40.1,75.5,25.2,59.2,0.426,7.8,23.0,0.34,17.3,22.6,0.765,10.4,19.3,29.8,12.3,6.4,1.6,13.2,23.9,2008,Spanish-ACB,0
16,Movistar Estudiantes,34,40.0,75.3,25.4,58.7,0.433,8.6,23.9,0.358,16.0,20.1,0.795,8.9,18.4,27.4,12.3,7.1,2.0,13.2,23.1,2008,Spanish-ACB,0
17,Urbas Fuenlabrada,34,40.3,74.8,26.0,57.2,0.454,8.6,24.0,0.359,14.2,18.2,0.779,8.7,20.3,29.0,10.8,6.4,1.7,14.3,20.3,2008,Spanish-ACB,0
18,UCAM Murcia CB,34,40.1,73.3,25.4,57.6,0.44,6.2,19.2,0.325,16.3,21.4,0.762,9.2,20.7,29.9,11.0,7.9,2.3,13.2,20.9,2008,Spanish-ACB,0
