#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Real Madrid,43,40.2,86.7,30.6,62.9,0.487,9.5,23.8,0.398,16.0,20.4,0.783,8.5,23.1,31.6,17.0,7.6,3.1,12.5,22.1,2015,Spanish-ACB,1
2,Valencia Basket,41,40.1,83.0,29.3,60.6,0.483,9.2,23.9,0.383,15.3,19.3,0.791,8.9,20.3,29.2,16.7,7.2,2.1,12.8,23.3,2015,Spanish-ACB,0
3,Baskonia,37,40.1,82.6,29.7,63.2,0.47,9.1,24.0,0.381,14.2,18.4,0.768,8.3,23.9,32.2,14.3,7.8,3.1,13.7,21.7,2015,Spanish-ACB,0
4,Barca,44,40.2,82.0,30.6,62.0,0.494,8.8,22.9,0.385,12.0,15.0,0.796,8.5,22.9,31.5,18.0,6.8,2.2,12.1,20.0,2015,Spanish-ACB,0
5,Unicaja,42,40.5,79.7,28.5,62.5,0.456,8.0,22.5,0.358,14.7,18.8,0.779,11.6,21.0,32.6,15.8,6.8,2.2,12.2,19.8,2015,Spanish-ACB,0
6,Lenovo Tenerife,34,40.1,78.0,28.2,61.1,0.461,8.1,23.0,0.353,13.5,18.8,0.717,8.8,22.6,31.4,17.7,8.3,1.9,13.8,18.9,2015,Spanish-ACB,0
7,Bilbao Basket,37,40.4,77.8,27.7,61.2,0.453,8.4,25.3,0.331,13.9,18.1,0.768,9.2,20.0,29.2,15.1,7.2,1.8,12.7,21.6,2015,Spanish-ACB,0
8,Gran Canaria,36,40.1,77.7,28.8,64.5,0.447,8.0,23.4,0.342,12.1,16.4,0.736,10.4,21.3,31.7,14.2,7.4,3.3,12.1,20.6,2015,Spanish-ACB,0
9,Joventut Badalona,36,40.3,77.3,27.8,63.7,0.437,9.1,27.0,0.338,12.4,17.1,0.726,9.1,21.4,30.5,15.4,7.2,3.2,12.8,21.1,2015,Spanish-ACB,0
10,UCAM Murcia CB,34,40.1,77.1,27.2,60.7,0.448,7.9,22.7,0.346,14.8,20.0,0.741,10.0,20.4,30.4,12.9,7.6,2.9,13.9,22.6,2015,Spanish-ACB,0
11,Casademont Zaragoza,34,40.3,76.0,26.5,59.4,0.447,7.1,20.6,0.343,15.9,19.9,0.796,7.9,23.8,31.7,13.9,5.5,2.0,12.2,19.4,2015,Spanish-ACB,0
12,MoraBanc Andorra,34,40.3,75.0,27.8,62.6,0.443,8.3,24.1,0.343,11.1,15.3,0.73,8.3,23.1,31.4,15.5,6.5,2.1,12.8,21.2,2015,Spanish-ACB,0
13,Coosur Real Betis,34,40.3,74.7,27.0,61.5,0.439,6.8,20.7,0.328,13.9,18.0,0.771,9.6,22.8,32.4,14.0,6.7,2.6,13.9,21.0,2015,Spanish-ACB,0
14,Urbas Fuenlabrada,34,40.1,74.5,26.1,60.8,0.429,7.6,23.5,0.323,14.7,18.7,0.783,9.1,22.7,31.8,12.6,5.3,2.1,13.7,22.3,2015,Spanish-ACB,0
15,Movistar Estudiantes,34,40.0,73.8,26.3,58.5,0.449,7.3,21.5,0.34,13.9,19.0,0.734,8.4,20.8,29.2,14.0,7.2,3.0,12.1,20.2,2015,Spanish-ACB,0
16,Monbus Obradoiro,34,40.1,72.6,25.1,58.6,0.428,8.2,23.3,0.354,14.1,18.9,0.749,9.1,20.4,29.4,15.3,7.0,3.1,13.0,21.0,2015,Spanish-ACB,0
17,BAXI Manresa,34,40.0,72.2,25.2,59.9,0.421,7.9,23.1,0.342,13.9,18.4,0.754,8.6,19.8,28.4,12.0,6.4,2.2,12.5,22.0,2015,Spanish-ACB,0
18,Acunsa GBC,34,40.6,70.9,26.1,60.6,0.431,8.0,23.1,0.346,10.6,15.0,0.709,7.4,23.0,30.4,15.4,5.5,1.5,13.1,20.0,2015,Spanish-ACB,0
