#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Falco-Vulcano Energia KC Szombathely,6,40.8,91.0,33.0,71.0,0.465,8.2,25.8,0.316,16.8,20.8,0.808,12.7,26.0,38.7,21.0,9.0,2.2,11.0,18.8,2018,FIBA-Europe-Cup,0
2,Avtodor Saratov,6,40.0,87.7,34.0,67.2,0.506,7.0,22.8,0.307,12.7,17.2,0.738,9.2,21.7,30.8,20.8,6.7,2.5,9.3,17.5,2018,FIBA-Europe-Cup,0
3,Kedainiai Nevezis,12,40.4,83.6,30.9,65.9,0.469,10.9,27.7,0.395,10.8,15.0,0.722,11.3,25.9,37.3,18.1,5.2,1.8,13.4,19.1,2018,FIBA-Europe-Cup,0
4,Bakken Bears,18,40.8,83.3,31.1,70.0,0.444,7.1,20.0,0.353,14.1,19.6,0.717,12.8,22.3,35.1,18.7,8.2,2.9,11.4,17.8,2018,FIBA-Europe-Cup,0
5,Nizhny Novgorod,16,40.3,83.3,28.2,62.1,0.454,9.6,27.2,0.352,17.3,20.1,0.86,9.3,25.8,35.1,20.2,4.9,1.3,13.5,24.3,2018,FIBA-Europe-Cup,0
6,Szolnoki Olaj,12,40.0,83.3,30.8,63.8,0.482,7.1,21.3,0.332,14.7,21.1,0.696,9.6,24.1,33.7,17.6,7.2,3.2,13.0,23.0,2018,FIBA-Europe-Cup,0
7,Umana Venezia,8,40.0,83.1,29.6,61.5,0.482,9.4,24.0,0.391,14.5,19.4,0.748,4.3,23.0,27.3,17.1,7.8,3.4,9.3,22.4,2018,FIBA-Europe-Cup,1
8,Donar Groningen,18,40.3,81.4,29.6,63.5,0.465,10.5,28.1,0.374,11.8,16.2,0.729,9.1,25.7,34.8,19.0,7.1,2.3,12.4,18.6,2018,FIBA-Europe-Cup,0
9,SL Benfica,6,40.0,80.7,31.3,67.0,0.468,8.8,23.5,0.376,9.2,12.2,0.753,9.0,21.2,30.2,18.8,4.8,1.3,13.2,17.7,2018,FIBA-Europe-Cup,0
10,U-Banca Transilvania Cluj,14,40.0,80.5,29.6,62.1,0.476,6.5,21.5,0.302,14.9,20.8,0.715,8.4,22.7,31.1,17.4,8.1,0.9,12.4,19.6,2018,FIBA-Europe-Cup,0
11,Joensuun Kataja,12,40.0,80.3,27.8,63.0,0.44,8.5,23.8,0.357,16.3,23.1,0.708,8.7,21.8,30.4,15.8,7.7,3.3,10.9,18.9,2018,FIBA-Europe-Cup,0
