#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Converge Fiber Xers,14,47.9,106.1,39.6,92.9,0.426,12.6,41.4,0.304,14.4,19.4,0.745,14.6,35.5,50.1,21.4,7.5,5.4,14.2,25.8,2023,PBA---Commissioners-Cup,0
2,San Miguel Beermen,18,47.9,105.8,40.3,84.7,0.476,9.2,25.4,0.36,15.9,23.3,0.683,9.9,35.6,45.4,25.2,7.0,2.1,14.3,18.9,2023,PBA---Commissioners-Cup,1
3,Bay Area Dragons,24,48.0,104.5,38.8,82.0,0.472,13.4,36.7,0.366,13.6,19.4,0.703,10.3,36.8,47.1,21.8,7.1,4.0,15.2,21.0,2023,PBA---Commissioners-Cup,0
4,Talk N Text Tropang Texters,12,48.0,103.1,38.3,87.3,0.438,13.8,37.9,0.363,12.8,20.4,0.629,12.0,33.7,45.7,20.7,7.3,3.5,15.5,21.4,2023,PBA---Commissioners-Cup,0
5,NLEX Road Warriors,12,48.8,101.9,37.3,88.1,0.424,10.9,35.7,0.306,16.3,25.2,0.649,11.3,34.1,45.4,19.8,6.7,4.5,13.2,22.0,2023,PBA---Commissioners-Cup,0
6,Phoenix Fuel Masters,13,48.0,99.2,35.2,82.8,0.424,10.8,34.1,0.318,18.1,25.7,0.704,13.5,34.2,47.6,23.6,9.8,3.9,18.8,22.8,2023,PBA---Commissioners-Cup,0
7,Barangay Ginebra Kings,25,48.1,99.2,37.7,82.8,0.455,10.4,30.2,0.346,13.4,19.6,0.68,14.5,33.0,47.5,25.9,8.5,5.1,16.5,17.7,2023,PBA---Commissioners-Cup,0
8,Magnolia Hotshots,17,47.9,96.2,34.8,82.9,0.42,8.0,25.3,0.316,18.5,24.8,0.746,15.9,30.8,46.6,21.1,8.5,3.2,15.8,24.0,2023,PBA---Commissioners-Cup,0
9,Rain or Shine Elasto Painters,13,48.0,95.9,33.8,84.4,0.4,12.3,38.5,0.32,16.1,23.8,0.674,11.1,33.6,44.7,22.5,6.5,1.8,13.1,21.8,2023,PBA---Commissioners-Cup,0
10,Northport Batang Pier,14,48.2,95.6,35.6,81.1,0.439,10.0,33.7,0.297,14.4,20.0,0.718,10.8,31.8,42.6,21.5,7.1,5.9,15.2,18.1,2023,PBA---Commissioners-Cup,0
11,Meralco Bolts,12,48.8,95.3,36.5,87.2,0.419,9.8,31.6,0.311,12.5,18.8,0.664,14.7,32.8,47.5,18.8,6.3,3.2,14.8,22.8,2023,PBA---Commissioners-Cup,0
12,Terrafirma DYIP,12,48.4,93.8,35.2,89.1,0.395,9.1,32.4,0.28,14.4,20.2,0.715,11.8,32.7,44.4,19.6,6.8,2.8,15.3,23.8,2023,PBA---Commissioners-Cup,0
13,Blackwater Bossings,12,48.4,90.7,34.5,82.5,0.418,8.6,28.1,0.306,13.1,19.6,0.668,11.5,34.3,45.8,20.2,6.3,2.2,16.7,20.6,2023,PBA---Commissioners-Cup,0
