#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Alba Fehervar,45,40.2,89.3,33.7,67.0,0.503,8.4,24.1,0.351,13.5,19.2,0.7,10.4,25.4,35.8,17.4,10.2,2.5,10.8,19.8,2016,Hungarian-NBIA,0
2,Kaposvari KK,36,40.3,82.3,32.2,63.8,0.505,7.6,21.1,0.36,10.3,14.2,0.725,10.7,24.4,35.1,16.8,6.1,2.6,13.6,20.3,2016,Hungarian-NBIA,0
3,MAFC Budapest,32,40.6,82.1,28.8,66.0,0.436,8.4,24.6,0.342,16.2,22.8,0.707,9.6,21.5,31.1,13.4,7.8,2.3,12.8,19.3,2016,Hungarian-NBIA,0
4,Jaszberenyi KSE,32,40.2,82.1,31.2,64.5,0.483,8.2,24.0,0.341,11.6,15.8,0.733,9.3,21.9,31.2,15.1,7.4,1.8,11.9,19.6,2016,Hungarian-NBIA,0
5,Egis Kormend,42,40.1,82.0,30.3,65.6,0.462,8.9,26.5,0.334,12.5,17.0,0.737,10.2,24.1,34.3,14.5,9.0,1.2,11.3,21.7,2016,Hungarian-NBIA,0
6,Atomeromu SE,43,40.7,81.3,30.7,64.9,0.472,7.8,22.5,0.349,12.1,16.5,0.732,10.9,26.1,37.1,15.1,7.5,2.4,12.9,17.7,2016,Hungarian-NBIA,0
7,Sopron KC,39,40.3,79.8,29.8,62.4,0.478,8.8,25.1,0.351,11.5,17.4,0.659,9.4,22.7,32.1,16.0,8.3,2.0,12.2,18.4,2016,Hungarian-NBIA,0
8,Szolnoki Olaj,47,40.6,79.8,28.7,63.9,0.45,8.8,25.3,0.349,13.5,19.1,0.706,10.1,25.8,35.9,17.4,7.7,2.5,10.9,20.9,2016,Hungarian-NBIA,1
9,Naturtex-SZTE-Szedeak,32,40.3,78.8,29.6,62.7,0.472,8.5,23.4,0.364,11.1,14.8,0.754,8.2,21.6,29.8,15.3,7.6,1.9,13.4,20.9,2016,Hungarian-NBIA,0
10,Falco-Vulcano Energia KC Szombathely,33,40.0,78.6,29.1,63.8,0.456,8.7,24.9,0.349,11.6,17.3,0.671,10.2,22.5,32.6,15.7,6.6,1.3,10.9,19.7,2016,Hungarian-NBIA,0
11,Zalakeramia-ZTE KK,37,40.4,78.0,28.4,62.0,0.458,10.1,30.3,0.334,11.2,15.1,0.739,8.0,24.7,32.7,14.2,8.4,2.9,10.7,20.5,2016,Hungarian-NBIA,0
12,Hubner Nyiregyhaza,32,40.8,77.7,29.7,63.2,0.47,7.6,22.6,0.337,10.7,14.3,0.75,9.1,21.5,30.7,14.8,7.8,1.7,15.0,21.0,2016,Hungarian-NBIA,0
13,KTE-Duna Aszfalt,33,40.3,74.4,27.9,57.8,0.484,5.8,19.5,0.296,12.8,18.6,0.687,7.0,21.5,28.5,13.7,8.4,1.2,10.8,20.9,2016,Hungarian-NBIA,0
14,Pecsi VSK-Veolia,36,40.2,73.7,27.3,59.7,0.457,7.3,22.7,0.324,11.8,16.4,0.72,6.7,20.9,27.6,15.2,7.8,1.4,12.3,20.5,2016,Hungarian-NBIA,0
