#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Alba Fehervar,21,40.5,88.1,31.8,66.3,0.479,9.5,26.4,0.359,15.1,19.6,0.774,10.0,24.7,34.7,19.2,5.8,1.4,11.9,22.1,2020,Hungarian-NBIA
2,Zalakeramia-ZTE KK,21,40.5,87.4,31.4,64.0,0.491,8.8,23.8,0.371,15.9,20.2,0.785,7.7,23.5,31.1,14.5,6.4,2.9,11.7,22.9,2020,Hungarian-NBIA
3,Atomeromu SE,21,40.0,87.0,32.2,69.3,0.464,9.6,27.4,0.349,13.0,18.0,0.725,10.6,26.9,37.5,16.8,7.8,4.0,11.6,17.9,2020,Hungarian-NBIA
4,Falco-Vulcano Energia KC Szombathely,21,39.9,85.6,31.4,67.0,0.468,8.9,25.7,0.344,14.0,18.7,0.747,10.6,25.4,36.0,17.6,8.9,2.7,10.9,20.3,2020,Hungarian-NBIA
5,Egis Kormend,21,40.0,85.0,31.9,63.9,0.499,8.0,22.5,0.357,13.1,19.5,0.673,9.5,23.8,33.2,16.7,8.9,2.9,11.0,18.5,2020,Hungarian-NBIA
6,Pecsi VSK-Veolia,21,40.5,84.8,30.9,63.0,0.49,8.5,23.7,0.36,14.5,19.7,0.737,6.8,23.4,30.2,16.1,7.1,2.3,11.0,20.3,2020,Hungarian-NBIA
7,DEAC,21,40.2,83.3,30.3,66.8,0.454,9.2,26.8,0.343,13.4,18.2,0.738,10.0,26.7,36.7,17.7,8.1,2.9,14.0,20.6,2020,Hungarian-NBIA
8,Oroszlanyi Sporteglet E Lions,21,40.2,81.8,29.5,64.9,0.454,7.0,24.4,0.287,15.9,21.2,0.747,9.9,24.6,34.5,13.0,6.4,1.9,11.5,19.7,2020,Hungarian-NBIA
9,Kaposvari KK,22,40.5,81.5,29.0,64.7,0.448,8.4,25.1,0.335,15.1,20.8,0.726,9.4,24.1,33.5,15.6,6.7,2.2,12.0,20.3,2020,Hungarian-NBIA
10,Naturtex-SZTE-Szedeak,22,40.2,80.1,29.5,63.6,0.464,8.5,23.7,0.36,12.6,17.6,0.716,8.5,20.0,28.6,15.5,7.0,0.8,11.2,19.0,2020,Hungarian-NBIA
11,Sopron KC,21,40.7,79.7,28.7,63.7,0.45,6.0,20.8,0.291,16.3,21.5,0.761,8.7,24.2,33.0,14.7,7.6,1.4,12.0,20.0,2020,Hungarian-NBIA
12,Szolnoki Olaj,21,40.0,79.6,29.3,64.1,0.457,9.4,26.7,0.353,11.5,15.5,0.739,8.9,23.0,31.9,16.7,8.0,2.0,13.0,22.1,2020,Hungarian-NBIA
13,KTE-Duna Aszfalt,21,39.9,77.9,27.9,58.5,0.477,8.6,23.6,0.364,13.5,19.1,0.706,7.9,22.0,29.9,16.9,6.0,1.3,11.2,20.9,2020,Hungarian-NBIA
14,Jaszberenyi KSE,21,40.0,69.0,25.8,60.5,0.426,5.6,21.2,0.265,11.8,16.8,0.7,7.1,22.1,29.2,13.2,6.5,2.1,13.1,18.8,2020,Hungarian-NBIA
