#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Egis Kormend,45,40.2,86.4,31.6,64.3,0.492,9.0,23.6,0.383,14.1,18.8,0.75,8.0,24.1,32.0,15.7,8.0,2.0,10.2,19.5,2019,Hungarian-NBIA,0
2,DEAC,34,40.0,85.5,30.6,67.2,0.455,8.6,24.1,0.359,15.7,21.4,0.733,10.9,24.7,35.6,18.9,7.4,2.1,11.9,22.2,2019,Hungarian-NBIA,0
3,Atomeromu SE,37,40.4,85.4,31.1,68.1,0.457,9.6,27.5,0.351,13.5,18.3,0.739,9.6,25.2,34.8,18.6,7.3,2.6,11.6,20.6,2019,Hungarian-NBIA,0
4,Falco-Vulcano Energia KC Szombathely,43,40.3,84.3,31.8,68.5,0.465,9.2,27.0,0.342,11.4,16.3,0.7,10.0,24.4,34.3,19.4,8.0,2.6,9.1,19.9,2019,Hungarian-NBIA,1
5,Zalakeramia-ZTE KK,34,40.1,84.1,29.9,64.9,0.46,8.6,25.2,0.342,15.8,19.7,0.801,8.5,24.4,32.8,15.8,6.4,2.6,12.7,22.4,2019,Hungarian-NBIA,0
6,Szolnoki Olaj,42,40.0,83.0,30.7,64.9,0.473,7.9,24.8,0.32,13.7,18.8,0.729,8.0,27.4,35.4,18.0,6.3,2.3,11.7,21.5,2019,Hungarian-NBIA,0
7,Sopron KC,37,40.5,82.9,30.1,63.5,0.474,7.0,20.3,0.345,15.7,21.2,0.739,9.4,23.6,33.0,15.7,6.3,3.4,12.1,18.4,2019,Hungarian-NBIA,0
8,Kaposvari KK,32,40.5,81.1,30.4,64.1,0.474,8.1,23.2,0.349,12.3,16.3,0.753,8.0,24.8,32.8,16.9,6.2,2.3,12.6,19.8,2019,Hungarian-NBIA,0
9,Pecsi VSK-Veolia,44,40.1,80.6,29.6,62.4,0.475,8.9,24.8,0.357,12.5,17.0,0.733,6.9,24.6,31.5,16.9,7.0,1.8,11.3,19.5,2019,Hungarian-NBIA,0
10,Alba Fehervar,32,40.2,78.9,28.6,65.1,0.439,8.6,26.7,0.322,13.2,18.2,0.723,10.3,24.4,34.7,16.6,7.1,2.3,12.4,18.6,2019,Hungarian-NBIA,0
11,KTE-Duna Aszfalt,37,40.1,78.1,28.3,62.3,0.454,7.5,23.5,0.319,14.1,19.0,0.742,7.1,22.7,29.8,16.2,5.9,1.7,9.4,21.0,2019,Hungarian-NBIA,0
12,Jaszberenyi KSE,37,40.1,75.4,26.9,60.8,0.442,7.4,22.3,0.333,14.2,18.3,0.78,8.1,22.6,30.7,14.9,6.6,2.3,12.2,19.9,2019,Hungarian-NBIA,0
13,Naturtex-SZTE-Szedeak,32,40.5,74.3,27.4,62.2,0.441,6.2,21.7,0.286,13.3,19.5,0.679,9.3,22.7,32.0,17.4,7.2,1.5,12.6,21.7,2019,Hungarian-NBIA,0
14,Tehetseges Fiatalok BP,32,40.2,70.3,24.7,62.2,0.396,7.4,23.9,0.312,13.6,18.9,0.72,8.9,21.6,30.5,13.2,7.0,1.7,13.6,21.0,2019,Hungarian-NBIA,0
