#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,FC Barcelona II,30,40.2,77.7,27.6,61.4,0.449,9.1,25.2,0.362,13.5,18.3,0.736,9.1,20.5,29.6,12.2,7.7,2.4,14.2,19.9,2012,Spanish-LEB-Silver,0
2,CB Las Rozas,26,40.0,76.6,28.8,59.8,0.482,5.3,17.0,0.313,13.4,18.2,0.737,9.5,21.2,30.7,15.4,7.7,1.2,14.2,18.2,2012,Spanish-LEB-Silver,0
3,MoraBanc Andorra,24,40.0,76.0,28.0,61.3,0.457,7.2,20.4,0.352,12.8,17.9,0.716,9.8,24.0,33.8,13.6,8.6,2.6,13.8,19.9,2012,Spanish-LEB-Silver,1
4,CB Prat,34,40.1,74.2,26.6,61.5,0.433,6.4,21.9,0.292,14.1,19.6,0.72,10.7,21.4,32.0,11.2,7.4,4.0,12.6,19.4,2012,Spanish-LEB-Silver,0
5,CB Ourense,36,40.1,73.9,26.7,56.5,0.473,6.8,19.7,0.344,13.4,18.1,0.745,8.9,21.8,30.8,10.6,8.9,1.4,16.6,21.0,2012,Spanish-LEB-Silver,0
6,Tenerife Baloncesto,24,40.0,73.5,28.2,61.4,0.459,6.0,18.5,0.326,10.6,14.5,0.735,9.5,24.9,34.4,12.5,7.0,2.1,15.1,20.5,2012,Spanish-LEB-Silver,0
7,Saenz Horeca Araberri,31,40.3,73.2,25.5,58.4,0.437,7.4,20.8,0.353,14.5,19.6,0.741,11.0,22.6,33.6,12.3,8.3,2.6,16.3,18.5,2012,Spanish-LEB-Silver,0
8,Iraurgi SB,27,40.0,72.8,27.0,60.9,0.443,5.6,16.4,0.343,12.5,17.8,0.703,10.2,21.6,31.9,11.6,9.1,2.7,15.6,18.5,2012,Spanish-LEB-Silver,0
9,Oviedo CB,24,40.0,71.8,27.3,61.8,0.441,6.8,20.3,0.336,9.5,13.3,0.715,10.0,21.5,31.6,9.3,5.8,1.8,14.5,18.4,2012,Spanish-LEB-Silver,0
10,CB Coruna,26,40.2,70.7,25.5,56.0,0.456,6.4,19.3,0.333,12.7,17.2,0.742,8.1,20.6,28.7,11.2,8.8,2.0,16.0,20.0,2012,Spanish-LEB-Silver,0
11,Plasencia Extremadura,24,40.0,67.9,24.1,57.5,0.419,7.0,20.7,0.341,12.7,17.6,0.719,9.3,19.9,29.2,10.3,9.0,2.2,17.1,20.1,2012,Spanish-LEB-Silver,0
12,Carrefour El Bulevar,26,39.8,65.7,23.8,57.9,0.41,5.8,19.8,0.292,11.8,16.6,0.708,10.6,22.6,33.2,11.2,6.1,2.6,16.8,19.6,2012,Spanish-LEB-Silver,0
13,Gandia Basquet,24,40.0,65.2,23.3,58.4,0.399,6.1,19.2,0.319,11.9,17.2,0.692,9.3,19.3,28.6,9.0,6.0,2.0,13.6,17.3,2012,Spanish-LEB-Silver,0
