#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,AB Castello,40,40.1,82.0,30.2,63.5,0.475,7.5,21.6,0.348,14.1,19.2,0.735,8.8,23.9,32.7,17.0,8.9,2.9,14.5,19.6,2015,Spanish-LEB-Silver,0
2,Zornotza ST,33,40.2,77.2,28.2,61.5,0.459,7.1,21.0,0.336,13.6,19.1,0.715,9.0,22.1,31.1,12.1,5.8,1.8,12.3,18.7,2015,Spanish-LEB-Silver,0
3,Caceres CB,28,40.1,76.3,28.8,63.5,0.453,8.4,23.4,0.359,10.4,15.7,0.661,10.3,24.6,34.9,15.7,7.4,2.5,12.9,17.1,2015,Spanish-LEB-Silver,1
4,CEBA Guadalajara,38,40.4,72.9,25.5,57.2,0.446,7.5,21.0,0.357,14.4,20.0,0.72,9.6,25.1,34.8,11.9,5.5,3.0,15.3,17.4,2015,Spanish-LEB-Silver,0
5,Marin Peixegalego,31,40.3,70.7,26.4,58.6,0.45,7.5,21.6,0.349,10.4,15.8,0.656,7.4,22.1,29.5,11.2,7.8,1.5,13.8,17.1,2015,Spanish-LEB-Silver,0
6,CB Lucentum Alicante,36,40.1,70.4,24.4,56.4,0.434,7.9,23.5,0.335,13.6,20.1,0.677,8.8,21.8,30.6,13.3,8.7,1.6,14.6,17.4,2015,Spanish-LEB-Silver,0
7,Iraurgi SB,28,40.2,70.4,27.0,61.6,0.438,4.8,17.8,0.267,11.7,18.0,0.649,9.6,22.1,31.8,12.3,8.4,1.7,15.5,19.6,2015,Spanish-LEB-Silver,0
8,CB Tarragona,28,40.4,70.2,27.2,63.5,0.429,6.5,20.7,0.313,9.3,15.0,0.618,10.7,24.3,35.0,13.0,8.3,3.4,17.4,21.9,2015,Spanish-LEB-Silver,0
9,FC Barcelona II,28,40.5,69.4,26.4,64.1,0.412,7.4,23.3,0.316,9.2,14.6,0.629,11.5,20.9,32.5,10.8,8.3,2.3,16.7,21.9,2015,Spanish-LEB-Silver,0
10,Cambados Xuven,30,40.0,68.8,26.6,62.3,0.428,5.3,17.2,0.311,10.2,14.4,0.706,9.5,22.2,31.6,12.1,8.9,2.9,16.0,20.0,2015,Spanish-LEB-Silver,0
11,Saenz Horeca Araberri,28,40.0,68.3,25.4,59.8,0.425,5.6,18.9,0.299,11.8,18.8,0.626,8.6,22.9,31.5,11.0,6.3,1.1,15.6,17.8,2015,Spanish-LEB-Silver,0
12,Opentach Basquet Pla,28,40.4,67.8,24.4,62.1,0.393,6.0,22.1,0.27,13.0,17.9,0.73,10.3,22.4,32.6,10.8,7.6,1.8,15.8,16.9,2015,Spanish-LEB-Silver,0
13,Viten Getafe,30,40.0,66.2,24.1,60.4,0.399,7.3,24.1,0.302,10.7,16.2,0.658,9.8,23.1,33.0,11.7,7.9,2.9,16.2,22.7,2015,Spanish-LEB-Silver,0
14,Carrefour El Bulevar,30,40.7,66.2,25.0,60.0,0.416,6.6,22.5,0.295,9.6,14.7,0.652,10.0,24.6,34.6,12.6,7.5,3.4,17.0,20.1,2015,Spanish-LEB-Silver,0
15,Canarias Basketball Academy,28,40.2,63.7,25.7,62.6,0.41,4.6,17.4,0.264,7.8,12.3,0.633,9.5,24.3,33.8,11.7,7.0,1.9,14.9,18.0,2015,Spanish-LEB-Silver,0
