#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CSKA Moscow,2,40.0,86.0,29.0,64.0,0.453,10.0,23.0,0.435,18.0,24.0,0.75,16.0,22.0,38.0,18.5,6.0,2.5,15.0,24.0,2022,VTB-SuperCup
2,UNICS Kazan,2,40.0,80.0,30.0,66.5,0.451,10.5,28.0,0.375,9.5,13.5,0.704,13.5,10.5,24.0,19.0,14.5,1.5,17.0,24.0,2022,VTB-SuperCup
3,Zenit Saint Petersburg,2,40.0,78.0,25.0,51.5,0.485,10.5,22.0,0.477,17.5,22.0,0.795,10.0,17.5,27.5,14.5,8.0,2.5,21.0,20.5,2022,VTB-SuperCup
4,Lokomotiv Kuban,2,40.0,74.0,23.5,44.0,0.534,5.0,12.5,0.4,22.0,26.5,0.83,2.5,18.0,20.5,12.5,6.5,4.5,21.0,23.0,2022,VTB-SuperCup
