#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,MLP Academics Heidelberg,33,40.6,90.4,32.1,65.0,0.494,8.5,22.4,0.379,17.7,23.8,0.745,9.1,23.3,32.5,17.7,7.6,1.7,12.4,22.2,2021,German-Pro-A
2,Eisbaren Bremerhaven,32,40.6,90.3,31.4,64.2,0.489,10.3,26.8,0.384,17.2,22.9,0.751,8.3,24.1,32.4,18.0,6.8,2.4,13.5,20.2,2021,German-Pro-A
3,Bayer Giants Leverkusen,36,40.3,88.5,31.4,63.1,0.497,9.5,24.7,0.384,16.3,21.7,0.752,8.2,23.9,32.1,17.3,7.4,3.6,14.3,20.1,2021,German-Pro-A
4,Rostock Seawolves,34,40.2,87.4,28.7,59.5,0.483,10.5,27.1,0.386,19.5,23.7,0.824,6.4,22.3,28.7,18.6,5.7,1.8,11.7,20.9,2021,German-Pro-A
5,Science City Jena,31,40.1,87.4,31.6,64.9,0.487,8.5,24.7,0.346,15.6,20.9,0.748,8.5,24.0,32.5,17.5,7.1,2.0,12.3,20.6,2021,German-Pro-A
6,Walter Tigers Tubingen,27,40.4,86.4,30.0,60.9,0.492,8.5,23.3,0.366,18.0,22.5,0.801,6.6,21.5,28.0,19.6,9.1,3.6,15.8,21.5,2021,German-Pro-A
7,Uni Baskets Paderborn,28,40.5,86.0,31.0,62.3,0.498,9.6,24.9,0.385,14.5,19.4,0.747,6.6,23.2,29.8,21.4,6.0,1.5,15.8,20.1,2021,German-Pro-A
8,VfL Kirchheim Knights,33,40.6,85.9,30.6,64.7,0.473,8.9,24.8,0.359,15.8,20.5,0.77,9.3,22.3,31.7,18.8,8.5,1.5,14.9,22.7,2021,German-Pro-A
9,Artland Dragons,34,40.4,84.5,29.3,62.4,0.469,9.1,23.6,0.384,16.8,22.1,0.758,9.6,26.1,35.7,18.1,5.8,3.3,15.1,19.2,2021,German-Pro-A
10,Gladiators Trier,28,40.1,81.3,28.5,66.9,0.426,10.1,27.9,0.361,14.3,20.3,0.702,12.5,24.0,36.4,17.4,6.9,1.8,14.3,23.0,2021,German-Pro-A
11,Phoenix Hagen,26,40.0,81.2,29.0,63.5,0.456,10.0,28.5,0.352,13.2,18.0,0.731,8.1,22.2,30.3,18.8,7.3,1.7,14.8,20.2,2021,German-Pro-A
12,Erdgas Ehingen,28,40.0,80.8,29.6,65.0,0.455,8.7,24.3,0.359,12.9,18.5,0.698,7.6,21.2,28.8,15.0,6.8,2.2,15.1,20.7,2021,German-Pro-A
13,PS Karlsruhe,24,40.4,80.3,28.4,62.8,0.452,7.9,25.1,0.313,15.7,21.5,0.727,8.3,23.2,31.5,16.7,6.6,2.1,15.5,20.2,2021,German-Pro-A
14,Nurnberg Falcons BC,27,40.2,79.6,28.6,60.9,0.469,8.0,22.4,0.358,14.5,19.1,0.758,7.1,21.1,28.2,16.7,5.4,2.3,14.1,21.5,2021,German-Pro-A
15,Wiha Panthers Schwenningen,31,40.5,79.4,27.4,59.8,0.459,8.8,23.8,0.371,15.7,21.4,0.732,6.7,20.6,27.3,17.7,8.8,2.3,13.2,21.4,2021,German-Pro-A
