#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Science City Jena,35,40.3,93.0,33.0,69.9,0.472,8.9,24.4,0.367,18.1,24.9,0.724,12.5,24.5,37.0,16.5,8.4,2.2,17.5,25.0,2014,German-Pro-A
2,BG Goettingen,39,40.1,87.5,30.8,63.3,0.487,8.8,23.6,0.372,17.1,21.7,0.787,10.2,25.3,35.5,17.1,5.2,2.3,15.3,20.9,2014,German-Pro-A
3,HARKO Merlins Crailsheim,40,40.7,84.8,30.2,63.9,0.473,7.1,20.1,0.354,17.3,24.4,0.711,10.0,23.8,33.8,15.3,8.5,2.4,13.9,17.5,2014,German-Pro-A
4,MLP Academics Heidelberg,30,40.0,83.8,29.5,61.3,0.48,9.0,22.5,0.399,15.9,21.0,0.756,8.5,21.8,30.4,16.2,7.6,3.1,13.0,19.6,2014,German-Pro-A
5,VfL Kirchheim Knights,30,40.7,83.4,28.9,62.6,0.461,7.9,21.1,0.377,17.7,22.5,0.788,6.8,21.5,28.3,15.6,6.2,2.1,13.0,21.1,2014,German-Pro-A
6,Nurnberg Falcons BC,39,40.4,82.2,29.5,62.3,0.473,9.9,26.6,0.373,13.3,18.9,0.702,8.5,23.6,32.1,15.9,7.1,2.5,14.5,19.6,2014,German-Pro-A
7,Uni Baskets Paderborn,30,40.6,80.3,28.6,62.8,0.455,8.4,24.6,0.341,14.7,20.3,0.724,9.2,21.5,30.7,14.6,5.8,2.6,15.2,19.9,2014,German-Pro-A
8,BiG Oettinger Rockets Gotha,34,40.3,78.6,28.4,60.0,0.473,6.8,19.0,0.358,15.1,20.0,0.756,7.6,23.3,30.8,15.2,5.0,2.2,15.7,20.4,2014,German-Pro-A
9,ETB Wohnbau Baskets Essen,34,40.1,78.5,27.4,59.9,0.457,7.0,19.2,0.365,16.8,22.9,0.733,9.1,23.8,32.9,12.4,5.8,3.3,14.7,21.4,2014,German-Pro-A
10,Erdgas Ehingen,35,40.3,77.8,28.7,62.0,0.464,7.3,21.7,0.339,13.0,18.4,0.704,9.7,22.1,31.8,17.1,7.4,2.1,13.9,20.5,2014,German-Pro-A
11,BV Chemnitz 99,30,39.6,77.8,26.3,61.1,0.431,6.8,20.3,0.334,18.3,25.4,0.721,10.2,24.7,34.9,13.5,7.8,2.1,16.1,20.1,2014,German-Pro-A
12,BG Karlsruhe,30,40.4,77.4,27.2,63.4,0.43,8.0,24.4,0.327,15.0,21.1,0.71,10.9,22.3,33.2,13.0,6.2,2.0,14.7,20.7,2014,German-Pro-A
13,Giessen 46ers,38,41.1,77.3,26.9,61.1,0.441,6.9,21.2,0.327,16.4,23.3,0.707,8.9,23.3,32.2,14.1,7.2,3.2,13.7,20.3,2014,German-Pro-A
14,Otto Baskets Magdeburg,30,39.6,75.6,27.0,61.5,0.439,7.0,22.4,0.314,14.6,22.7,0.643,9.8,20.1,29.9,13.3,6.7,2.5,14.2,24.0,2014,German-Pro-A
15,Bayer Giants Leverkusen,30,40.0,74.6,25.5,62.6,0.408,10.4,30.9,0.338,13.2,18.1,0.726,7.5,23.1,30.6,16.8,5.3,1.7,13.2,16.8,2014,German-Pro-A
16,Cuxhaven Bascats,30,40.3,73.6,26.4,61.4,0.43,7.0,22.9,0.304,13.9,19.4,0.715,10.3,21.1,31.5,12.7,6.7,4.0,17.3,22.6,2014,German-Pro-A
