#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Eisbaren Bremerhaven,36,40.1,94.6,33.7,68.6,0.492,9.4,25.8,0.362,17.8,24.4,0.728,10.0,24.4,34.4,18.9,7.9,1.9,13.5,17.2,2022,German-Pro-A
2,Rostock Seawolves,41,40.3,90.6,31.8,65.3,0.487,10.0,27.0,0.372,17.0,22.0,0.773,8.3,22.3,30.6,19.4,8.4,2.0,12.2,21.0,2022,German-Pro-A
3,PS Karlsruhe,35,40.7,88.8,31.3,66.4,0.472,9.3,24.6,0.378,16.9,22.2,0.761,8.5,25.7,34.2,17.7,6.7,2.4,13.9,21.1,2022,German-Pro-A
4,Bayer Giants Leverkusen,39,40.4,88.8,31.2,65.3,0.477,9.5,25.7,0.368,17.0,22.2,0.765,9.4,23.5,32.8,18.2,7.9,2.2,14.0,21.0,2022,German-Pro-A
5,Science City Jena,41,40.6,88.6,31.0,62.5,0.495,10.4,26.9,0.386,16.3,23.1,0.707,8.6,23.8,32.3,20.7,6.3,2.7,13.1,20.6,2022,German-Pro-A
6,Phoenix Hagen,32,40.5,88.0,30.8,65.9,0.468,11.1,29.9,0.37,15.3,20.9,0.732,8.4,24.1,32.5,17.1,7.2,3.1,13.3,19.4,2022,German-Pro-A
7,Walter Tigers Tubingen,41,40.3,87.7,30.9,66.2,0.467,10.5,29.4,0.357,15.3,20.1,0.761,8.3,23.7,32.0,21.9,8.3,2.7,14.7,23.1,2022,German-Pro-A
8,Uni Baskets Paderborn,37,40.5,87.2,31.8,65.6,0.486,9.3,24.9,0.373,14.3,19.6,0.73,8.9,22.5,31.4,22.2,7.4,2.2,14.1,20.7,2022,German-Pro-A
9,VFL Astrostars Bochum,32,40.4,86.9,30.3,69.1,0.439,10.0,31.1,0.323,16.2,21.8,0.741,9.6,22.6,32.2,18.0,8.0,2.2,14.2,23.8,2022,German-Pro-A
10,Gladiators Trier,36,40.1,86.9,31.3,67.5,0.463,8.6,25.2,0.342,15.8,22.3,0.708,12.6,27.3,39.9,21.5,6.4,3.5,17.1,22.1,2022,German-Pro-A
11,Artland Dragons,32,40.6,85.2,30.0,64.6,0.465,8.9,25.3,0.353,16.2,20.8,0.78,9.3,23.8,33.2,19.9,6.5,1.6,12.8,19.3,2022,German-Pro-A
12,SC Rasta Vechta,32,40.8,83.3,29.0,64.2,0.452,9.6,27.4,0.352,15.7,20.5,0.764,8.7,21.8,30.5,17.6,7.8,2.5,15.9,22.8,2022,German-Pro-A
13,Nurnberg Falcons BC,32,40.5,83.0,29.0,61.3,0.473,7.0,19.7,0.355,18.0,24.3,0.742,9.0,21.8,30.9,16.0,6.4,2.5,13.9,22.8,2022,German-Pro-A
14,VfL Kirchheim Knights,32,40.9,82.4,28.3,62.2,0.456,10.0,26.8,0.374,15.7,21.3,0.736,9.0,23.5,32.5,17.1,6.0,1.7,15.3,21.9,2022,German-Pro-A
15,Wiha Panthers Schwenningen,32,40.7,80.9,28.9,60.0,0.482,7.9,22.4,0.351,15.3,21.4,0.711,8.2,21.6,29.8,19.6,7.9,2.4,17.6,19.5,2022,German-Pro-A
16,SC Itzehoe Eagles,32,40.1,78.5,27.7,62.3,0.444,8.2,24.6,0.332,15.0,21.4,0.703,10.1,23.0,33.1,17.1,5.3,1.4,15.3,18.4,2022,German-Pro-A
17,Erdgas Ehingen,32,40.0,76.0,27.1,64.4,0.42,9.0,28.0,0.321,12.9,17.6,0.737,6.7,19.5,26.2,15.9,7.7,2.7,17.3,20.5,2022,German-Pro-A
