#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,SC Rasta Vechta,40,39.9,88.8,31.7,68.5,0.463,8.4,24.1,0.35,16.9,23.4,0.723,12.0,23.6,35.6,15.2,7.9,2.6,13.4,21.0,2013,German-Pro-A
2,Science City Jena,37,39.9,85.4,30.0,63.6,0.472,6.9,19.4,0.357,18.5,24.6,0.751,9.2,22.9,32.2,14.8,5.5,1.9,14.4,23.9,2013,German-Pro-A
3,Cuxhaven Bascats,34,40.4,83.9,29.9,65.1,0.459,6.9,21.2,0.324,17.2,23.5,0.733,10.9,22.5,33.4,13.5,6.2,2.3,13.0,18.3,2013,German-Pro-A
4,VfL Kirchheim Knights,30,40.3,83.8,30.6,67.3,0.454,6.0,18.5,0.324,16.7,22.8,0.731,11.6,19.6,31.3,12.0,7.5,2.1,13.9,23.5,2013,German-Pro-A
5,MLP Academics Heidelberg,30,40.2,83.6,29.6,64.0,0.463,9.4,24.8,0.377,15.0,21.5,0.699,8.5,21.7,30.2,15.6,8.1,3.7,14.7,21.9,2013,German-Pro-A
6,Uni-Riesen Leipzig,30,40.5,81.6,28.4,64.4,0.441,6.6,20.6,0.322,18.2,25.1,0.726,9.6,23.3,32.9,12.2,4.0,2.9,14.7,18.8,2013,German-Pro-A
7,Uni Baskets Paderborn,29,40.3,81.0,28.8,63.8,0.451,7.8,23.9,0.324,15.8,21.6,0.73,9.0,23.0,32.0,15.5,6.1,2.5,13.4,18.7,2013,German-Pro-A
8,BG Goettingen,33,40.2,80.9,27.8,63.9,0.435,9.3,28.1,0.332,16.0,24.5,0.654,10.3,24.8,35.2,15.0,6.0,1.4,14.7,21.5,2013,German-Pro-A
9,Nurnberg Falcons BC,35,40.0,80.8,28.4,62.9,0.451,9.0,25.7,0.351,15.1,21.0,0.717,9.7,24.0,33.7,14.7,6.3,2.9,15.0,19.9,2013,German-Pro-A
10,BG Karlsruhe,39,40.0,80.6,28.5,60.6,0.471,8.4,23.2,0.363,15.2,20.9,0.727,8.0,24.4,32.4,14.8,5.9,1.2,12.9,17.6,2013,German-Pro-A
11,HARKO Merlins Crailsheim,30,40.2,80.5,29.4,64.1,0.459,7.6,23.3,0.326,14.0,19.3,0.727,9.2,22.7,31.9,14.8,6.6,1.9,14.5,18.7,2013,German-Pro-A
12,BiG Oettinger Rockets Gotha,30,40.2,79.2,28.4,60.7,0.469,7.4,21.1,0.349,15.0,20.9,0.718,7.9,22.8,30.7,14.5,5.0,1.9,15.8,20.7,2013,German-Pro-A
13,Duesseldorf Baskets,40,40.0,77.7,27.3,59.0,0.462,7.7,22.9,0.337,15.5,22.5,0.688,10.2,23.0,33.2,13.1,6.5,2.4,15.8,19.8,2013,German-Pro-A
14,ETB Wohnbau Baskets Essen,30,40.5,77.5,27.6,59.4,0.465,7.2,20.4,0.351,15.1,20.8,0.727,8.2,22.9,31.1,15.0,5.4,1.8,15.7,21.9,2013,German-Pro-A
15,Erdgas Ehingen,33,40.0,73.8,26.9,61.1,0.44,6.4,19.5,0.327,13.7,19.0,0.719,8.0,23.8,31.8,14.2,6.4,2.2,14.5,20.6,2013,German-Pro-A
16,BV Chemnitz 99,30,40.3,73.5,26.7,59.2,0.451,6.0,18.6,0.325,14.0,22.6,0.621,10.3,22.6,32.9,13.1,6.0,1.9,14.6,21.8,2013,German-Pro-A
