#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BV Chemnitz 99,27,40.3,95.9,34.6,64.1,0.54,11.0,27.7,0.399,15.6,20.0,0.78,8.6,21.6,30.2,25.7,8.1,1.6,14.2,20.8,2020,German-Pro-A
2,Eisbaren Bremerhaven,27,40.0,88.6,31.1,67.8,0.458,10.8,30.1,0.359,15.6,21.4,0.731,11.3,24.5,35.8,17.0,8.7,2.3,13.4,21.3,2020,German-Pro-A
3,Uni Baskets Paderborn,27,40.0,88.2,32.0,64.5,0.496,10.1,26.9,0.377,14.0,19.7,0.711,7.4,23.0,30.4,21.9,7.7,1.9,14.3,18.7,2020,German-Pro-A
4,Phoenix Hagen,27,40.3,84.4,29.4,63.2,0.466,8.7,24.6,0.352,16.9,21.9,0.77,9.3,24.6,33.9,19.2,6.7,2.3,15.1,20.7,2020,German-Pro-A
5,Gladiators Trier,27,40.2,83.6,29.0,63.3,0.459,8.0,23.7,0.338,17.5,24.4,0.717,9.9,20.3,30.1,16.5,7.2,1.0,13.8,22.0,2020,German-Pro-A
6,VfL Kirchheim Knights,28,40.2,83.4,29.1,62.8,0.464,8.6,24.4,0.352,16.5,21.9,0.752,8.0,22.1,30.2,16.2,7.3,2.1,13.4,20.9,2020,German-Pro-A
7,Science City Jena,27,40.0,83.3,30.0,61.8,0.486,7.9,22.4,0.351,15.3,21.7,0.705,8.6,24.0,32.6,18.4,6.4,2.6,14.8,20.7,2020,German-Pro-A
8,Nurnberg Falcons BC,28,40.4,82.6,29.7,60.6,0.491,7.4,21.2,0.348,15.8,22.4,0.705,8.0,23.3,31.4,16.9,7.1,2.6,15.6,22.3,2020,German-Pro-A
9,MLP Academics Heidelberg,28,40.6,81.3,29.0,60.5,0.479,8.7,24.6,0.354,14.6,18.6,0.785,7.0,20.8,27.9,17.6,6.8,1.6,12.5,21.6,2020,German-Pro-A
10,Bayer Giants Leverkusen,27,40.0,81.0,28.9,66.2,0.436,8.0,25.4,0.315,15.3,19.9,0.768,11.2,22.3,33.5,18.2,8.0,2.9,15.3,20.4,2020,German-Pro-A
11,Walter Tigers Tubingen,28,40.0,81.0,29.4,65.0,0.451,7.6,23.5,0.324,14.7,20.6,0.714,9.8,23.8,33.6,15.9,6.9,2.5,12.5,19.4,2020,German-Pro-A
12,PS Karlsruhe,27,39.9,80.7,28.7,64.0,0.449,7.9,24.5,0.322,15.4,21.1,0.727,8.1,23.9,32.0,15.8,8.2,2.4,14.4,23.3,2020,German-Pro-A
13,Rostock Seawolves,27,40.3,80.0,27.7,59.6,0.465,8.3,24.0,0.347,16.1,21.6,0.749,7.2,22.0,29.2,17.6,6.5,2.0,15.3,21.5,2020,German-Pro-A
14,Wiha Panthers Schwenningen,28,40.2,79.6,29.0,60.3,0.482,5.9,16.8,0.35,15.6,21.3,0.734,7.8,23.0,30.9,16.1,8.2,1.7,13.4,18.0,2020,German-Pro-A
15,Artland Dragons,27,40.0,79.0,27.4,61.0,0.448,8.8,25.0,0.351,15.5,21.6,0.717,7.9,24.0,31.9,17.1,6.5,2.5,16.1,20.3,2020,German-Pro-A
16,FC Schalke 04,27,40.2,77.3,27.0,61.4,0.44,5.9,20.4,0.289,17.3,23.4,0.739,8.7,22.7,31.5,13.7,6.0,2.1,13.4,18.7,2020,German-Pro-A
17,Erdgas Ehingen,27,40.0,74.1,26.1,61.0,0.429,7.2,22.9,0.314,14.6,19.5,0.751,8.7,22.3,30.9,16.0,6.2,1.7,16.9,20.5,2020,German-Pro-A
