#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,HARKO Merlins Crailsheim,39,40.1,90.5,33.1,66.2,0.5,10.4,26.7,0.39,13.9,19.1,0.727,8.3,26.0,34.2,23.9,7.3,3.3,11.9,20.0,2018,German-Pro-A
2,SC Rasta Vechta,39,40.0,86.0,31.1,65.3,0.476,8.0,22.2,0.362,15.7,21.5,0.73,10.3,21.5,31.9,21.3,9.2,2.7,11.4,20.7,2018,German-Pro-A
3,PS Karlsruhe,37,40.0,83.9,29.4,63.2,0.466,8.3,23.7,0.349,16.8,22.8,0.736,9.7,23.6,33.3,19.7,9.0,2.5,15.5,20.4,2018,German-Pro-A
4,Gladiators Trier,39,40.1,80.2,28.0,63.8,0.439,9.1,25.2,0.363,15.1,19.9,0.757,9.7,22.8,32.4,18.3,6.2,1.8,12.9,22.4,2018,German-Pro-A
5,Phoenix Hagen,33,40.3,79.9,28.0,63.5,0.441,9.0,24.7,0.366,14.9,21.1,0.706,9.2,27.2,36.4,20.6,5.7,4.7,15.0,16.6,2018,German-Pro-A
6,VfL Kirchheim Knights,30,40.2,77.7,27.5,62.9,0.437,7.3,22.5,0.324,15.4,21.5,0.715,9.3,24.2,33.4,18.2,5.9,1.7,12.2,19.5,2018,German-Pro-A
7,BV Chemnitz 99,30,40.2,77.4,27.0,60.8,0.444,8.4,23.8,0.352,15.1,19.8,0.762,8.5,24.5,33.0,18.0,6.1,1.8,14.8,21.4,2018,German-Pro-A
8,MLP Academics Heidelberg,34,40.0,76.9,27.2,60.2,0.452,7.6,21.8,0.35,14.9,20.4,0.728,8.9,20.1,29.0,17.3,7.6,2.7,12.4,20.2,2018,German-Pro-A
9,Erdgas Ehingen,30,40.3,75.8,27.1,59.1,0.459,7.2,19.5,0.372,14.4,19.4,0.739,7.9,22.4,30.4,21.1,6.8,2.3,15.5,19.3,2018,German-Pro-A
10,Hebeisen White Wings Hanau,33,40.4,75.4,26.9,62.3,0.432,8.0,22.6,0.353,13.6,18.4,0.737,7.6,22.5,30.1,16.0,7.7,1.3,12.2,18.9,2018,German-Pro-A
11,Hamburg Towers,30,40.2,75.3,25.7,59.2,0.434,7.0,22.5,0.313,16.9,23.6,0.716,10.4,22.6,33.1,14.0,6.0,2.5,14.3,19.8,2018,German-Pro-A
12,Baunach Young Pikes,30,40.3,74.7,27.1,59.2,0.458,6.5,20.2,0.321,13.9,18.4,0.754,7.3,22.4,29.8,17.0,6.5,3.0,16.1,22.0,2018,German-Pro-A
13,Rhein Stars Koeln,33,40.1,73.2,26.7,61.5,0.434,8.8,25.4,0.346,11.0,16.0,0.684,8.8,21.8,30.5,17.4,9.5,2.9,15.9,19.4,2018,German-Pro-A
14,Orange Academy Ratiopharm,29,40.1,73.1,25.1,60.9,0.412,7.9,26.6,0.298,15.0,20.4,0.734,9.1,22.2,31.4,15.1,5.7,2.0,16.1,21.5,2018,German-Pro-A
15,Nurnberg Falcons BC,30,40.0,71.5,27.2,61.2,0.444,5.7,18.7,0.305,11.4,16.3,0.7,9.3,22.5,31.8,17.3,7.6,2.2,15.3,20.8,2018,German-Pro-A
16,Uni Baskets Paderborn,30,40.2,70.2,24.2,58.9,0.411,6.5,22.3,0.292,15.3,21.0,0.727,7.6,24.2,31.8,15.7,6.9,2.6,15.3,19.7,2018,German-Pro-A
