#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Nurnberg Falcons BC,38,39.9,82.2,28.6,60.4,0.473,8.6,23.2,0.372,16.3,21.6,0.758,0.1,32.4,32.5,17.1,7.1,2.5,13.3,20.4,2015,German-Pro-A
2,Science City Jena,34,40.5,81.5,28.4,63.5,0.447,7.4,22.0,0.334,17.3,24.2,0.714,0.1,32.6,32.7,16.6,8.5,2.9,15.3,25.3,2015,German-Pro-A
3,s.Oliver Baskets,39,39.9,81.2,28.9,63.0,0.46,8.1,22.0,0.366,15.2,22.2,0.686,0.0,34.7,34.8,17.0,6.5,2.3,13.4,19.9,2015,German-Pro-A
4,Baunach Young Pikes,30,39.4,79.9,28.1,63.1,0.446,7.3,24.1,0.302,16.3,23.7,0.689,0.0,36.1,36.1,15.5,6.3,2.6,14.5,22.1,2015,German-Pro-A
5,VfL Kirchheim Knights,30,41.3,79.6,27.7,64.5,0.429,8.5,24.9,0.343,15.7,20.2,0.776,0.4,33.9,34.3,14.1,5.9,2.3,15.2,20.3,2015,German-Pro-A
6,MLP Academics Heidelberg,33,40.8,76.6,27.6,63.9,0.432,6.4,20.4,0.315,15.1,21.4,0.703,0.0,33.3,33.3,14.1,6.6,3.6,14.1,19.2,2015,German-Pro-A
7,Giessen 46ers,38,40.4,75.3,27.0,58.4,0.463,6.4,17.1,0.375,14.8,21.3,0.698,0.0,31.6,31.6,15.6,8.4,2.5,13.4,18.9,2015,German-Pro-A
8,BV Chemnitz 99,30,41.1,74.8,26.0,62.7,0.415,7.4,21.0,0.354,15.4,21.0,0.733,0.0,33.5,33.5,15.9,7.4,1.8,13.9,20.7,2015,German-Pro-A
9,Hamburg Towers,33,40.1,73.4,25.9,60.4,0.43,6.4,19.9,0.32,15.1,22.2,0.683,0.4,32.4,32.8,13.1,7.4,2.9,17.4,23.2,2015,German-Pro-A
10,ETB Wohnbau Baskets Essen,35,39.8,72.5,25.3,59.9,0.422,6.5,20.7,0.314,15.5,19.9,0.782,0.5,30.0,30.4,13.7,7.7,1.9,14.3,22.3,2015,German-Pro-A
11,SC Rasta Vechta,30,40.4,72.5,25.9,61.5,0.42,6.5,19.5,0.333,14.3,19.8,0.723,0.2,33.3,33.6,14.5,6.3,1.9,14.9,20.9,2015,German-Pro-A
12,Erdgas Ehingen,30,40.2,71.6,25.3,59.3,0.426,6.6,19.1,0.347,14.4,20.2,0.711,0.0,31.1,31.2,16.7,6.7,2.5,15.4,20.7,2015,German-Pro-A
13,BiG Oettinger Rockets Gotha,38,40.2,71.4,25.4,57.0,0.447,5.6,18.6,0.299,15.2,21.8,0.697,0.0,33.5,33.5,13.4,4.4,2.8,14.9,19.6,2015,German-Pro-A
14,Bayer Giants Leverkusen,30,40.3,71.2,23.7,59.9,0.396,8.7,27.5,0.318,15.1,22.0,0.686,0.0,31.2,31.2,13.4,5.0,1.6,12.5,20.0,2015,German-Pro-A
15,Cuxhaven Bascats,30,40.3,70.6,25.5,59.1,0.431,7.8,22.6,0.343,11.9,18.2,0.651,0.0,30.7,30.7,15.0,6.3,2.4,16.1,20.8,2015,German-Pro-A
16,Uni Baskets Paderborn,30,40.3,70.4,24.7,61.3,0.402,7.1,22.2,0.321,13.8,19.5,0.706,0.0,33.0,33.0,13.8,6.2,2.7,13.9,20.0,2015,German-Pro-A
