#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Walter Tigers Tubingen,30,40.4,85.5,31.8,63.1,0.504,8.3,21.3,0.39,13.6,18.7,0.726,8.3,23.3,31.6,19.0,5.9,1.7,14.1,21.7,2019,German-Pro-A
2,BV Chemnitz 99,38,40.0,84.0,30.3,60.0,0.505,7.4,22.4,0.331,15.9,22.2,0.718,7.6,25.1,32.8,22.9,6.3,2.3,13.4,19.8,2019,German-Pro-A
3,Erdgas Ehingen,33,40.3,83.5,30.5,62.5,0.487,7.3,21.4,0.342,15.2,19.9,0.767,9.2,23.1,32.3,21.8,6.6,2.4,13.4,18.2,2019,German-Pro-A
4,Hamburg Towers,41,40.0,83.4,28.7,62.8,0.458,9.0,25.5,0.351,17.0,23.2,0.729,9.2,24.3,33.4,16.7,7.6,1.8,13.7,23.2,2019,German-Pro-A
5,Phoenix Hagen,30,39.9,82.3,29.6,61.7,0.479,8.3,23.0,0.362,14.8,21.7,0.683,9.0,24.4,33.4,19.2,5.3,3.0,13.3,18.9,2019,German-Pro-A
6,Artland Dragons,30,40.3,80.4,28.5,62.5,0.455,9.2,25.1,0.367,14.2,20.5,0.693,9.0,23.5,32.5,19.7,6.8,2.2,15.1,20.7,2019,German-Pro-A
7,PS Karlsruhe,33,40.1,80.2,27.9,63.8,0.437,9.8,27.2,0.36,14.5,20.4,0.712,9.0,22.3,31.3,15.5,6.9,1.6,11.9,21.7,2019,German-Pro-A
8,Rostock Seawolves,34,40.6,79.7,29.2,61.8,0.473,7.1,21.0,0.338,14.2,20.6,0.687,7.6,23.1,30.7,17.7,7.3,2.4,14.4,19.6,2019,German-Pro-A
9,Nurnberg Falcons BC,39,39.8,79.5,27.7,58.3,0.476,6.6,19.5,0.338,17.4,24.7,0.704,8.4,24.8,33.3,18.9,7.3,3.1,14.4,21.8,2019,German-Pro-A
10,MLP Academics Heidelberg,37,40.0,78.9,29.0,59.7,0.485,6.4,18.4,0.348,14.6,18.8,0.774,7.2,21.5,28.6,17.5,7.0,1.9,10.6,21.6,2019,German-Pro-A
11,Uni Baskets Paderborn,30,40.2,78.7,27.9,64.0,0.436,9.4,27.7,0.341,13.4,18.7,0.72,9.5,20.9,30.4,20.7,7.5,2.4,14.3,19.9,2019,German-Pro-A
12,Gladiators Trier,33,40.1,78.2,26.8,61.8,0.434,7.6,23.7,0.323,16.9,22.5,0.75,7.8,23.1,30.9,16.5,6.4,1.3,14.2,22.1,2019,German-Pro-A
13,Hebeisen White Wings Hanau,30,40.5,75.3,26.8,63.0,0.426,8.1,23.9,0.338,13.5,19.7,0.686,7.5,23.3,30.8,15.1,7.7,1.5,14.2,20.0,2019,German-Pro-A
14,VfL Kirchheim Knights,30,40.3,75.2,28.0,62.4,0.448,7.3,21.6,0.337,12.0,17.8,0.672,8.9,23.0,31.8,16.0,6.5,2.5,11.7,17.3,2019,German-Pro-A
15,FC Schalke 04,30,40.3,73.6,25.3,60.7,0.416,6.4,21.3,0.302,16.6,23.1,0.72,8.6,24.2,32.7,14.7,5.4,2.9,13.4,17.6,2019,German-Pro-A
16,Baunach Young Pikes,30,41.0,72.6,27.2,62.8,0.432,6.3,21.7,0.288,12.0,17.9,0.667,7.6,22.8,30.4,15.3,6.7,2.9,15.2,22.6,2019,German-Pro-A
