#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,HARKO Merlins Crailsheim,34,40.4,86.9,31.3,62.8,0.498,10.1,25.8,0.392,14.3,19.3,0.74,7.6,23.8,31.4,21.8,8.5,2.4,14.1,20.9,2017,German-Pro-A
2,Mitteldeutscher BC,38,40.1,86.6,31.0,63.2,0.491,9.1,24.1,0.378,15.4,19.8,0.78,9.1,23.0,32.2,21.1,9.1,3.2,12.3,19.9,2017,German-Pro-A
3,VfL Kirchheim Knights,38,40.5,78.3,28.6,63.2,0.453,7.0,19.7,0.354,14.1,20.1,0.702,9.6,22.5,32.2,19.7,7.3,1.9,13.8,16.9,2017,German-Pro-A
4,BiG Oettinger Rockets Gotha,41,40.1,78.1,27.4,61.6,0.444,7.9,22.6,0.348,15.6,21.0,0.742,8.5,22.3,30.8,17.1,6.6,2.1,13.2,20.5,2017,German-Pro-A
5,Uni Baskets Paderborn,30,40.5,77.4,28.1,61.7,0.456,7.3,20.5,0.354,13.9,18.4,0.754,8.8,22.1,30.9,19.9,8.4,2.3,14.2,20.3,2017,German-Pro-A
6,Hamburg Towers,30,40.0,75.2,25.7,61.0,0.421,7.1,21.8,0.325,16.7,22.5,0.741,9.9,23.6,33.5,13.7,6.9,2.8,15.4,20.7,2017,German-Pro-A
7,BV Chemnitz 99,40,40.0,75.1,26.3,56.6,0.464,7.3,22.3,0.328,15.3,20.5,0.743,8.5,24.8,33.3,19.0,6.2,2.2,15.8,19.4,2017,German-Pro-A
8,Erdgas Ehingen,30,40.3,74.6,27.5,63.7,0.432,5.5,18.2,0.3,14.1,18.2,0.771,10.7,23.0,33.8,17.5,7.1,2.6,13.0,17.9,2017,German-Pro-A
9,MLP Academics Heidelberg,35,39.8,74.5,27.1,57.7,0.469,6.8,18.4,0.368,13.6,19.1,0.709,7.9,22.5,30.5,15.8,8.5,3.5,14.2,19.3,2017,German-Pro-A
10,ETB Wohnbau Baskets Essen,30,40.1,74.0,26.7,61.3,0.436,6.1,18.3,0.335,14.4,20.4,0.708,9.9,20.4,30.3,14.4,6.9,2.1,14.9,20.0,2017,German-Pro-A
11,Rhein Stars Koeln,33,40.3,73.8,26.1,63.1,0.414,7.8,24.2,0.323,13.7,19.4,0.706,9.7,25.2,34.8,15.9,7.3,3.2,14.2,19.0,2017,German-Pro-A
12,Gladiators Trier,35,40.1,73.5,26.4,62.4,0.423,8.7,25.6,0.338,12.1,18.5,0.658,11.1,22.3,33.4,15.5,6.1,2.9,13.8,22.4,2017,German-Pro-A
13,Dresden Titans,30,40.3,73.5,26.6,62.3,0.427,7.4,21.6,0.344,12.8,17.2,0.744,8.3,21.7,30.0,14.8,5.5,2.8,15.1,20.0,2017,German-Pro-A
14,Nurnberg Falcons BC,30,40.3,73.4,27.0,59.7,0.452,7.4,21.6,0.344,12.0,16.2,0.742,7.4,21.1,28.5,15.5,7.0,1.8,14.1,19.1,2017,German-Pro-A
15,Baunach Young Pikes,30,39.3,72.5,25.7,58.3,0.442,6.5,20.2,0.323,14.5,18.8,0.768,8.9,23.8,32.6,15.2,5.8,2.8,16.8,20.5,2017,German-Pro-A
16,Hebeisen White Wings Hanau,30,40.3,72.0,25.0,60.6,0.413,8.7,24.3,0.358,13.3,19.0,0.699,9.6,22.7,32.3,15.7,6.3,1.4,13.6,19.2,2017,German-Pro-A
