#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Maccabi FOX Tel Aviv,34,40.7,86.1,29.3,63.6,0.46,9.8,28.4,0.345,17.7,22.0,0.807,9.1,24.9,33.9,19.3,7.5,3.1,13.4,20.3,2022,Israeli-BSL,0
2,Bnei Herzelia,35,40.3,84.6,29.9,64.1,0.467,8.1,24.7,0.33,16.6,22.4,0.739,8.7,25.8,34.5,20.3,7.8,3.3,12.4,18.3,2022,Israeli-BSL,0
3,Hapoel Bank Yahav Jerusalem,34,40.2,82.9,29.0,63.5,0.456,9.6,27.0,0.354,15.4,21.4,0.719,10.8,24.2,35.0,16.8,7.1,3.1,12.6,19.4,2022,Israeli-BSL,0
4,Hapoel Tel Aviv,31,40.0,82.5,29.9,65.1,0.459,6.7,21.1,0.32,16.0,21.6,0.741,8.1,26.3,34.5,18.3,7.3,1.6,12.7,21.3,2022,Israeli-BSL,0
5,Hapoel Eilat,27,40.7,81.1,29.2,65.0,0.45,8.7,25.3,0.346,14.0,19.1,0.732,8.6,25.6,34.1,17.9,6.9,2.8,14.7,20.3,2022,Israeli-BSL,0
6,Hapoel Unet Holon,35,40.0,80.9,28.2,60.7,0.465,10.8,29.0,0.372,13.7,17.5,0.779,7.5,23.5,30.9,18.9,5.9,3.1,12.1,20.1,2022,Israeli-BSL,1
7,Ironi Nes Ziona,27,40.2,80.6,29.5,67.6,0.436,8.8,25.9,0.34,12.9,18.8,0.683,10.4,23.4,33.8,18.8,6.9,2.2,12.4,19.0,2022,Israeli-BSL,0
8,Hapoel Haifa,30,40.7,78.6,28.2,63.8,0.443,8.2,25.0,0.329,13.9,19.0,0.735,8.8,24.5,33.3,17.8,8.1,2.8,14.9,24.6,2022,Israeli-BSL,0
9,Hapoel Upper Galilee Safed,30,40.2,78.0,28.3,65.7,0.431,8.3,24.7,0.335,13.1,18.2,0.721,10.6,23.5,34.1,16.7,6.6,2.4,12.6,21.4,2022,Israeli-BSL,0
10,Maccabi Rishon Lezion,27,39.9,77.5,27.2,64.8,0.42,7.4,23.8,0.309,15.7,21.8,0.721,9.3,23.7,32.9,15.9,7.8,2.6,14.1,19.7,2022,Israeli-BSL,0
11,Hapoel Galil Gilboa,31,40.3,77.5,27.6,65.1,0.424,8.3,25.3,0.329,13.9,20.5,0.678,9.7,23.7,33.4,15.9,7.2,2.6,12.9,21.1,2022,Israeli-BSL,0
12,Hapoel Beer Sheva,27,40.4,75.6,27.1,65.7,0.413,9.1,28.3,0.322,12.2,19.0,0.645,12.7,22.7,35.4,16.7,7.0,2.4,15.0,20.2,2022,Israeli-BSL,0
