#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Hapoel Bank Yahav Jerusalem,40,40.8,87.2,32.3,62.8,0.514,7.4,18.5,0.4,15.3,21.8,0.702,7.5,27.3,34.8,23.4,8.8,3.7,13.8,17.7,2016,Israeli-BSL,0
2,Maccabi FOX Tel Aviv,37,40.1,84.3,30.2,63.9,0.472,8.4,21.7,0.387,15.6,21.7,0.718,10.3,25.1,35.4,21.2,10.0,3.5,13.8,22.1,2016,Israeli-BSL,0
3,Hapoel Tel Aviv,38,40.6,82.4,30.1,67.5,0.447,7.2,20.4,0.353,14.9,21.2,0.704,10.6,24.9,35.5,17.9,9.4,2.6,13.8,20.6,2016,Israeli-BSL,0
4,Maccabi Ashdod,32,40.0,82.3,29.0,64.6,0.45,9.0,24.9,0.361,15.2,20.9,0.728,9.8,25.7,35.5,17.9,6.8,2.7,14.3,20.5,2016,Israeli-BSL,0
5,Hapoel Eilat,37,40.3,80.1,28.4,63.4,0.447,6.9,21.1,0.327,16.5,23.4,0.705,9.3,25.8,35.1,16.8,8.1,3.1,13.8,19.7,2016,Israeli-BSL,0
6,Bnei Herzelia,36,40.6,79.7,28.2,64.7,0.436,7.3,22.4,0.327,15.9,23.3,0.684,9.9,25.5,35.4,16.9,8.6,5.3,13.6,20.0,2016,Israeli-BSL,0
7,Maccabi Kiryat Gat,33,40.3,79.6,29.7,65.7,0.453,5.8,18.0,0.32,14.4,20.5,0.704,10.1,24.4,34.4,18.0,8.3,2.1,14.4,19.9,2016,Israeli-BSL,0
8,Maccabi Rishon Lezion,38,40.5,79.4,29.1,61.4,0.473,6.9,19.7,0.348,14.4,21.2,0.68,7.4,23.9,31.3,20.2,9.6,3.1,14.3,21.1,2016,Israeli-BSL,1
9,Ironi Nes Ziona,33,40.6,78.5,28.2,66.6,0.423,7.0,22.2,0.317,15.1,23.9,0.632,10.8,23.5,34.4,17.5,10.2,2.5,13.4,21.6,2016,Israeli-BSL,0
10,Hapoel Unet Holon,33,40.3,77.8,27.2,63.4,0.43,7.1,22.6,0.315,16.2,23.5,0.687,10.2,22.8,33.0,16.2,8.2,2.4,13.3,21.7,2016,Israeli-BSL,0
11,Ironi Nahariya,36,40.8,77.3,27.9,63.1,0.442,6.6,19.4,0.338,15.0,21.1,0.711,8.7,25.2,33.9,16.9,9.4,2.2,13.8,20.8,2016,Israeli-BSL,0
12,Maccabi Bazan Haifa,37,41.0,77.2,27.9,64.9,0.43,8.2,24.5,0.334,13.3,19.8,0.67,9.8,24.1,34.0,17.2,11.2,4.1,14.8,23.0,2016,Israeli-BSL,0
