#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Runa-2,46,40.2,82.1,30.3,67.0,0.452,6.5,20.2,0.322,14.9,21.5,0.695,12.3,26.3,38.7,20.8,11.8,3.6,19.0,22.6,2023,VTB-Youth-United-League
2,Zenit-2,48,40.6,81.5,29.4,70.7,0.416,7.0,24.1,0.29,15.6,22.5,0.694,13.3,27.9,41.2,19.3,9.5,3.2,16.8,18.9,2023,VTB-Youth-United-League
3,Lokomotiv Kuban-2,48,40.1,79.5,28.4,64.1,0.444,6.0,19.8,0.301,16.7,23.2,0.721,12.6,27.3,39.9,18.3,9.0,4.5,17.8,21.7,2023,VTB-Youth-United-League
4,CSKA Moscow U18,46,40.3,77.8,29.5,68.4,0.43,6.0,21.1,0.287,12.9,20.1,0.641,12.8,25.1,37.9,20.3,11.7,4.6,18.3,22.1,2023,VTB-Youth-United-League
5,MBA-2 Moscow,49,40.1,76.4,27.9,65.8,0.424,6.1,19.6,0.314,14.6,22.7,0.641,13.2,23.4,36.7,18.9,10.6,2.9,14.7,20.3,2023,VTB-Youth-United-League
6,Khimki-2,48,40.0,74.8,26.8,64.7,0.414,5.5,20.2,0.27,15.7,21.7,0.725,10.9,25.3,36.2,19.6,10.1,2.5,18.4,20.3,2023,VTB-Youth-United-League
7,UNICS-2,47,40.1,73.9,26.9,65.8,0.408,7.2,24.2,0.296,13.0,18.0,0.722,10.6,24.5,35.1,15.4,9.9,2.8,17.6,20.3,2023,VTB-Youth-United-League
8,Parma-2,44,40.0,73.2,26.2,62.9,0.417,5.8,20.5,0.284,14.9,20.1,0.741,7.6,21.9,29.5,17.6,8.3,2.7,18.2,19.2,2023,VTB-Youth-United-League
9,Avtodor-2,44,40.0,69.1,24.5,62.4,0.393,5.5,20.1,0.273,14.5,20.6,0.707,8.9,23.4,32.3,14.5,8.3,2.6,20.2,18.9,2023,VTB-Youth-United-League
10,Enisey-2,44,40.0,69.0,23.5,64.4,0.364,6.9,24.8,0.279,15.1,21.3,0.71,9.6,20.8,30.4,14.5,7.6,3.1,17.5,18.8,2023,VTB-Youth-United-League
11,Nizhny Novgorod-2,46,40.1,67.2,23.8,60.3,0.395,5.4,20.9,0.258,14.2,21.3,0.666,9.5,23.9,33.4,14.5,9.3,3.1,19.0,19.4,2023,VTB-Youth-United-League
12,Samara-2,44,40.1,59.9,21.5,60.3,0.357,4.3,18.2,0.239,12.5,19.1,0.654,8.2,22.9,31.1,14.6,7.5,2.5,20.3,20.3,2023,VTB-Youth-United-League
