#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Buducnost,10,40.0,90.4,34.0,62.8,0.541,8.9,23.9,0.372,13.5,16.8,0.804,8.2,23.0,31.2,19.8,10.1,1.8,15.3,21.2,2015,Montenegrin-Prva-A-Liga,1
2,KK Sutjeska,28,40.0,83.1,31.1,63.0,0.494,8.2,24.7,0.331,12.7,18.1,0.7,9.5,24.5,34.0,13.4,7.5,4.4,13.4,21.4,2015,Montenegrin-Prva-A-Liga,0
3,KK Mornar,28,40.0,79.2,29.4,63.4,0.464,7.6,23.9,0.317,12.8,19.2,0.665,10.2,23.6,33.8,12.9,9.8,2.8,14.7,19.9,2015,Montenegrin-Prva-A-Liga,0
4,BC Ulcinjska Rivijera,28,40.0,78.9,29.1,64.0,0.454,7.6,23.1,0.33,13.1,19.4,0.677,9.5,21.8,31.2,13.6,9.9,2.1,14.4,23.0,2015,Montenegrin-Prva-A-Liga,0
5,KK Zeta 2011 Golubovci,28,40.0,78.3,27.8,60.2,0.462,6.9,24.2,0.286,15.8,21.0,0.75,7.8,21.2,29.0,11.1,8.2,2.5,16.9,18.4,2015,Montenegrin-Prva-A-Liga,0
6,KK Teodo Tivat,28,40.0,77.2,29.7,61.2,0.485,5.3,18.0,0.291,12.6,17.5,0.718,9.5,25.9,35.4,12.5,7.9,3.0,14.5,21.6,2015,Montenegrin-Prva-A-Liga,0
7,KK Jedinstvo Bijelo Polje,28,40.5,75.3,26.4,62.3,0.423,9.1,29.1,0.313,13.4,20.5,0.655,10.3,21.4,31.7,9.9,9.3,2.0,14.2,21.0,2015,Montenegrin-Prva-A-Liga,0
8,KK Danilovgrad,28,40.5,74.0,27.3,55.1,0.494,6.7,21.0,0.32,12.8,19.5,0.655,7.5,22.9,30.5,8.5,7.3,1.2,12.4,20.2,2015,Montenegrin-Prva-A-Liga,0
9,KK Lovcen Cetinje,28,40.0,72.6,24.6,55.6,0.442,8.5,26.4,0.322,15.0,20.0,0.751,7.5,20.4,27.9,10.9,6.5,1.0,10.9,18.5,2015,Montenegrin-Prva-A-Liga,0
10,KK Ibar Rozaje,28,40.2,72.4,26.8,56.0,0.478,7.5,23.5,0.319,11.3,17.6,0.638,8.6,20.6,29.3,11.8,8.6,3.1,13.9,21.9,2015,Montenegrin-Prva-A-Liga,0
11,KK Orion Budva,10,40.0,72.2,26.9,63.0,0.427,5.9,20.3,0.291,12.5,19.4,0.644,11.4,21.6,33.0,11.1,6.1,0.1,15.9,22.8,2015,Montenegrin-Prva-A-Liga,0
12,ABS Primorje 1945,28,40.2,70.3,25.9,57.6,0.449,5.8,20.8,0.281,12.8,17.9,0.714,8.0,23.4,31.4,11.8,5.6,1.2,15.7,20.2,2015,Montenegrin-Prva-A-Liga,0
