#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BC Rilski Sportist,20,40.0,94.8,34.6,65.2,0.53,9.5,24.5,0.389,16.2,22.1,0.735,9.5,26.8,36.2,23.0,8.1,1.6,13.2,19.8,2020,Bulgarian-NBL
2,BC Levski Lukoil,19,40.0,93.4,35.3,67.2,0.525,9.2,24.6,0.374,13.6,21.3,0.637,9.7,28.9,38.6,23.1,11.7,2.3,13.4,19.1,2020,Bulgarian-NBL
3,BC Balkan,20,40.0,90.7,34.6,66.1,0.523,9.3,25.4,0.364,12.3,16.5,0.748,9.3,24.9,34.2,23.3,9.0,1.1,11.3,17.6,2020,Bulgarian-NBL
4,BC Beroe Stara Zagora,20,40.0,88.3,33.2,66.1,0.502,10.3,28.0,0.369,11.6,16.5,0.7,9.8,25.0,34.8,21.1,8.7,3.0,13.9,20.4,2020,Bulgarian-NBL
5,Euroins Cherno More,19,40.3,82.2,31.2,65.9,0.473,7.4,25.3,0.294,12.4,17.6,0.707,8.6,21.7,30.4,20.3,7.9,1.7,12.9,18.1,2020,Bulgarian-NBL
6,Spartak Pleven,20,40.0,81.4,29.6,63.8,0.464,9.8,26.8,0.366,12.4,17.4,0.715,7.3,23.8,31.1,18.7,6.0,1.3,13.7,20.6,2020,Bulgarian-NBL
7,PBC Lukoil Academic Sofia,20,40.0,81.0,30.1,68.7,0.438,9.2,29.8,0.307,11.7,17.0,0.685,11.0,23.9,34.9,19.9,8.5,2.1,16.6,18.8,2020,Bulgarian-NBL
8,Akademik Bulteks 99 Plovdiv,20,40.0,80.6,30.1,67.3,0.448,9.7,30.9,0.314,10.7,15.3,0.702,8.1,24.1,32.2,20.3,7.6,2.1,12.4,20.0,2020,Bulgarian-NBL
9,Chernomorets Burgas,20,40.2,79.3,29.7,65.2,0.455,9.0,26.2,0.344,11.0,17.1,0.642,9.5,25.0,34.5,17.4,6.2,1.6,15.8,17.7,2020,Bulgarian-NBL
10,Tundja Yambol,20,40.0,74.0,26.5,61.0,0.434,7.5,22.2,0.339,13.4,20.0,0.669,7.2,24.7,31.9,16.5,6.4,1.6,17.2,20.4,2020,Bulgarian-NBL
