#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BC Rilski Sportist,33,40.2,90.5,32.5,66.2,0.491,10.8,27.2,0.398,14.5,20.0,0.726,9.8,26.0,35.7,22.4,7.9,1.7,12.3,19.3,2023,Bulgarian-NBL
2,Chernomorets Burgas,32,40.0,87.3,32.3,69.5,0.465,9.4,28.7,0.328,13.3,18.8,0.703,10.6,26.9,37.5,19.5,8.8,2.8,14.0,16.8,2023,Bulgarian-NBL
3,BC Balkan,32,40.3,86.1,32.3,68.6,0.471,8.8,27.6,0.319,12.7,16.7,0.762,9.4,25.2,34.7,21.4,10.3,2.6,13.8,20.1,2023,Bulgarian-NBL
4,BC Beroe Stara Zagora,32,40.0,84.9,29.6,65.6,0.452,9.8,29.4,0.334,15.8,20.6,0.765,8.5,23.6,32.2,17.0,8.9,1.8,15.8,18.7,2023,Bulgarian-NBL
5,CSKA Sofia,32,40.2,84.0,31.0,65.5,0.473,9.1,26.4,0.346,12.8,17.4,0.733,9.8,26.7,36.5,19.3,6.3,2.5,15.1,17.7,2023,Bulgarian-NBL
6,Euroins Cherno More,30,40.2,83.9,31.9,68.3,0.466,6.5,21.7,0.298,13.6,20.3,0.669,10.9,22.9,33.7,19.6,8.2,1.6,16.8,18.9,2023,Bulgarian-NBL
7,Spartak Pleven,32,40.2,83.2,30.8,66.1,0.465,8.9,26.8,0.332,12.7,18.1,0.701,8.6,24.6,33.2,19.8,7.1,2.6,13.4,19.6,2023,Bulgarian-NBL
8,BC Levski Lukoil,32,40.2,79.8,28.7,63.5,0.451,7.7,25.3,0.302,15.0,21.3,0.704,9.2,26.6,35.7,21.2,6.1,2.2,14.7,18.6,2023,Bulgarian-NBL
9,Akademik Bulteks 99 Plovdiv,33,40.0,79.4,28.2,65.5,0.43,8.4,26.4,0.317,14.6,21.4,0.683,10.4,25.2,35.6,17.3,7.4,1.7,16.0,20.3,2023,Bulgarian-NBL
10,Tundja Yambol,30,40.0,79.1,30.8,66.0,0.466,6.8,22.4,0.302,10.7,16.5,0.651,8.2,22.2,30.4,16.8,8.5,1.8,13.6,18.7,2023,Bulgarian-NBL
11,Shumen,30,40.1,75.9,28.9,69.3,0.417,7.4,25.8,0.288,10.6,16.1,0.662,9.8,24.3,34.1,15.8,8.8,1.9,16.7,20.4,2023,Bulgarian-NBL
