GP,PPG,FGM,FGA,FG%,3PM,3P%,ORB,DRB,APG,SPG,TOV,is_Champion,league_num
52,101.2,37.1,82.9,0.447,6.4,0.322,13.1,30.2,20.8,8.6,15.4,0.0,16
43,99.9,36.8,85.5,0.43,5.8,0.327,15.7,30.9,18.8,8.1,19.1,0.0,16
49,99.4,37.8,83.7,0.451,6.5,0.338,13.1,30.0,20.3,8.3,17.1,0.0,16
44,98.4,36.9,82.3,0.448,7.6,0.333,11.2,29.1,23.3,7.9,17.5,0.0,16
35,110.8,39.8,84.0,0.474,10.0,0.401,12.2,29.1,26.9,9.7,16.3,0.0,16
45,108.2,39.9,83.1,0.48,7.9,0.322,16.2,28.4,21.6,10.4,17.6,0.0,16
34,107.2,38.4,86.3,0.445,8.3,0.359,16.3,30.7,20.0,8.8,17.0,0.0,16
41,107.0,38.4,86.0,0.447,10.6,0.33,14.1,28.8,19.9,7.7,15.7,0.0,16
40,106.9,39.0,82.7,0.471,8.3,0.357,13.2,31.3,24.0,8.9,19.2,0.0,16
48,103.5,35.8,80.2,0.447,9.1,0.339,11.8,30.3,23.0,8.7,16.3,1.0,16
32,102.7,36.3,82.7,0.44,12.0,0.369,11.4,29.8,22.4,7.1,19.2,0.0,16
35,102.5,37.7,84.3,0.447,9.2,0.364,14.0,27.3,21.6,8.3,17.6,0.0,16
56,109.0,38.7,83.5,0.463,10.7,0.356,12.1,30.2,22.8,8.3,15.5,0.0,16
53,107.6,38.0,77.1,0.493,9.1,0.37,11.0,30.6,21.0,8.6,17.5,1.0,16
46,107.4,37.1,83.7,0.443,10.3,0.33,12.3,28.2,21.5,7.1,15.2,0.0,16
42,107.0,38.5,83.3,0.463,8.6,0.336,12.7,29.9,19.9,8.3,17.4,0.0,16
42,105.5,38.6,85.9,0.45,9.0,0.32,12.4,30.1,25.8,8.4,17.7,0.0,16
43,104.0,37.5,84.4,0.444,8.8,0.335,13.8,33.2,23.1,8.0,19.4,0.0,16
42,102.2,37.2,82.6,0.451,7.6,0.361,14.0,28.7,21.8,9.0,17.5,0.0,16
49,101.4,37.3,83.9,0.445,9.8,0.317,12.2,30.9,25.1,9.6,16.7,0.0,16
53,114.6,40.8,86.0,0.474,11.1,0.365,12.1,33.6,26.3,9.9,15.7,1.0,16
51,107.4,38.3,84.9,0.451,8.5,0.349,11.1,30.8,23.6,9.0,15.4,0.0,16
42,106.8,38.6,86.0,0.449,12.1,0.354,10.9,32.1,20.6,8.0,18.0,0.0,16
55,106.0,39.7,85.4,0.466,8.3,0.338,13.6,32.5,23.4,8.0,16.5,0.0,16
45,106.0,38.4,87.5,0.439,10.9,0.353,13.2,31.8,22.2,8.4,14.9,0.0,16
42,105.9,39.0,86.0,0.453,8.9,0.342,11.9,33.2,25.1,8.3,18.2,0.0,16
47,102.6,37.9,85.4,0.444,9.4,0.355,12.2,32.0,25.0,8.2,15.6,0.0,16
43,102.3,36.2,83.3,0.435,10.3,0.34,11.4,32.2,21.7,8.8,19.0,0.0,16
40,102.1,36.4,80.4,0.452,9.5,0.348,10.2,33.6,20.6,6.1,17.5,0.0,16
40,100.8,37.0,83.2,0.444,8.5,0.301,12.3,30.6,22.6,9.0,18.6,0.0,16
57,116.1,42.1,87.5,0.481,9.9,0.342,11.7,34.6,27.2,7.2,13.9,1.0,16
49,109.2,38.9,84.1,0.462,11.9,0.372,11.3,32.2,21.6,6.5,12.4,0.0,16
43,107.6,38.3,81.0,0.473,11.0,0.361,9.8,29.5,16.5,6.8,11.8,0.0,16
54,107.0,40.0,85.4,0.468,8.9,0.346,13.1,33.3,23.4,7.8,12.4,0.0,16
39,106.6,37.9,84.5,0.448,9.6,0.332,12.1,30.8,19.7,8.3,13.5,0.0,16
42,106.0,38.8,86.8,0.447,9.1,0.336,13.2,32.9,21.9,8.1,15.0,0.0,16
40,105.1,38.5,85.1,0.452,11.5,0.349,11.3,29.5,22.4,6.3,13.9,0.0,16
44,104.4,37.8,83.0,0.456,10.9,0.359,10.8,31.6,22.5,6.4,13.6,0.0,16
48,102.2,36.5,83.1,0.439,10.4,0.352,13.4,31.6,21.7,9.1,12.6,0.0,16
44,97.8,35.3,78.3,0.45,10.8,0.372,9.3,31.7,21.5,7.6,15.1,0.0,16
41,112.0,40.8,89.1,0.458,10.5,0.356,10.0,33.3,19.6,7.5,12.0,0.0,16
45,111.9,39.7,87.5,0.454,12.8,0.352,11.8,34.1,16.5,7.7,13.6,0.0,16
46,110.1,40.3,87.0,0.464,9.6,0.351,11.9,33.1,22.5,8.2,13.6,0.0,16
51,109.3,38.9,84.7,0.459,11.0,0.367,10.5,33.7,21.0,6.7,13.1,0.0,16
39,107.3,38.7,90.2,0.429,10.0,0.321,15.5,33.6,21.8,8.8,14.2,0.0,16
53,103.8,37.0,80.7,0.458,10.7,0.366,11.0,33.8,18.9,8.9,14.2,1.0,16
54,103.5,35.7,80.7,0.443,11.7,0.352,9.9,34.0,18.7,6.3,12.9,0.0,16
52,103.1,38.6,83.8,0.461,8.7,0.341,13.5,32.2,22.0,8.1,14.2,0.0,16
44,102.9,36.5,83.3,0.439,8.2,0.345,11.8,31.8,18.2,8.9,13.8,0.0,16
41,94.3,34.5,79.9,0.432,8.9,0.33,9.7,33.0,20.4,8.4,13.5,0.0,16
22,119.3,42.8,92.4,0.464,15.7,0.373,12.8,34.5,20.7,6.7,14.4,0.0,16
23,112.2,41.0,86.0,0.476,12.3,0.404,13.2,33.4,21.4,8.7,10.3,1.0,16
23,111.0,40.8,83.7,0.488,11.7,0.398,10.8,33.1,23.3,7.9,13.7,0.0,16
23,109.2,40.4,90.1,0.449,10.6,0.36,12.2,35.7,22.3,7.3,14.5,0.0,16
22,108.0,39.4,85.0,0.463,11.4,0.344,11.3,32.5,19.7,8.0,12.4,0.0,16
24,107.3,38.8,85.7,0.453,9.9,0.342,12.2,32.3,22.1,5.9,12.0,0.0,16
19,105.8,38.5,84.5,0.455,10.7,0.368,11.4,33.7,20.4,5.6,13.6,0.0,16
25,103.0,35.7,85.8,0.416,11.9,0.321,11.4,31.2,19.4,7.8,13.4,0.0,16
22,110.2,39.0,93.0,0.42,13.1,0.328,12.5,28.9,16.9,8.0,8.6,0.0,16
24,110.1,40.7,85.0,0.479,9.9,0.323,11.9,34.5,21.0,8.4,12.9,1.0,16
25,103.1,37.7,81.1,0.464,9.6,0.346,8.6,35.4,17.5,6.4,13.8,0.0,16
21,100.8,37.6,83.3,0.451,11.0,0.338,9.9,33.3,19.0,5.8,12.7,0.0,16
41,110.4,40.2,78.4,0.513,6.5,0.359,12.3,28.3,14.5,9.9,14.4,0.0,17
43,109.5,41.0,84.2,0.487,10.1,0.364,14.7,29.6,15.9,10.3,16.2,0.0,17
45,106.1,37.4,81.1,0.462,7.7,0.341,11.6,28.1,15.0,10.0,11.7,1.0,17
37,103.5,37.5,81.9,0.458,10.4,0.355,13.0,26.1,14.2,8.7,13.7,0.0,17
35,103.3,38.9,83.2,0.468,9.1,0.346,13.7,30.9,15.3,8.0,15.7,0.0,17
32,102.4,38.6,84.0,0.46,7.5,0.32,15.5,28.2,17.5,7.9,14.5,0.0,17
32,101.4,37.6,81.9,0.458,10.6,0.33,13.4,26.5,16.4,9.4,15.1,0.0,17
32,100.8,37.4,76.0,0.492,6.4,0.363,11.6,28.4,13.7,6.9,16.9,0.0,17
32,100.2,37.4,79.6,0.471,8.0,0.336,14.6,28.6,13.8,10.7,16.3,0.0,17
32,99.9,37.3,80.3,0.464,8.0,0.336,12.9,29.0,14.0,7.8,17.0,0.0,17
40,99.5,36.6,77.5,0.472,8.7,0.361,12.8,28.1,15.4,8.8,15.6,0.0,17
35,99.4,37.0,80.2,0.461,7.6,0.317,12.7,32.6,14.8,8.1,17.0,0.0,17
32,98.5,36.1,82.7,0.437,8.1,0.33,12.4,26.9,14.8,11.3,16.5,0.0,17
32,97.7,36.3,78.0,0.466,7.4,0.321,12.0,26.2,15.4,10.2,16.7,0.0,17
32,96.4,34.3,76.0,0.452,8.9,0.355,9.4,25.3,13.8,10.1,17.6,0.0,17
32,96.0,34.5,76.1,0.454,8.2,0.331,13.3,28.3,13.8,10.5,16.4,0.0,17
36,91.9,34.6,79.3,0.437,5.9,0.323,14.4,30.8,12.4,8.3,14.3,0.0,17
32,110.4,42.6,84.4,0.504,5.7,0.335,15.1,27.1,16.9,9.6,14.7,0.0,17
35,108.6,39.7,84.0,0.473,9.4,0.344,13.5,27.5,14.0,9.8,14.1,0.0,17
32,108.1,39.8,85.8,0.463,8.3,0.324,14.7,28.7,15.1,7.8,12.8,0.0,17
37,107.2,39.9,85.6,0.466,9.8,0.359,12.9,26.9,16.9,9.7,11.2,0.0,17
42,105.7,38.9,78.0,0.498,8.1,0.362,13.5,28.5,15.5,9.6,14.1,0.0,17
40,103.8,38.5,78.2,0.492,11.3,0.403,12.0,27.7,16.2,8.3,14.2,0.0,17
32,103.4,36.6,79.8,0.459,9.4,0.347,11.5,27.0,16.4,8.3,15.8,0.0,17
38,103.0,37.1,79.6,0.465,8.1,0.331,10.3,28.8,16.2,9.2,11.9,0.0,17
32,102.7,39.4,81.0,0.486,8.8,0.331,13.7,27.2,15.5,10.5,15.8,0.0,17
35,101.5,37.5,78.1,0.48,7.7,0.356,11.7,31.3,16.1,7.4,15.4,0.0,17
32,101.3,38.4,83.1,0.462,7.2,0.318,14.5,31.6,14.8,7.8,16.0,0.0,17
32,101.3,38.4,82.4,0.466,8.4,0.344,11.8,26.6,17.0,9.9,14.2,0.0,17
35,101.2,36.7,75.7,0.484,11.1,0.406,12.2,26.3,14.1,6.3,13.1,0.0,17
42,100.9,38.2,76.9,0.496,8.7,0.363,12.0,30.2,16.9,10.5,14.9,1.0,17
32,94.2,34.5,73.9,0.467,6.7,0.295,9.6,25.5,14.4,9.0,14.3,0.0,17
32,93.6,35.3,78.9,0.447,6.9,0.322,12.4,31.9,16.6,7.0,15.8,0.0,17
32,92.2,36.2,79.1,0.457,4.8,0.32,12.3,29.1,13.1,7.3,14.6,0.0,17
34,107.8,41.6,82.5,0.504,6.7,0.335,11.8,30.1,16.3,8.9,15.8,0.0,17
38,107.7,38.3,84.4,0.454,8.2,0.315,14.0,28.7,16.2,9.5,14.9,0.0,17
34,106.8,39.8,81.7,0.487,10.1,0.337,12.0,26.6,16.1,10.8,14.5,0.0,17
41,106.5,39.1,82.4,0.474,8.8,0.33,12.1,29.7,14.5,8.6,13.3,0.0,17
38,104.1,36.8,79.9,0.461,9.2,0.339,13.4,29.3,14.5,8.5,15.8,0.0,17
49,103.2,36.4,76.7,0.474,8.3,0.351,10.2,28.9,15.6,9.7,12.8,1.0,17
34,102.8,38.1,81.9,0.466,8.3,0.319,11.7,25.5,15.2,7.2,16.5,0.0,17
47,102.1,36.4,77.9,0.468,10.9,0.367,14.3,29.8,15.7,8.7,15.3,0.0,17
34,101.5,37.4,77.7,0.481,6.6,0.345,13.9,25.3,13.0,9.0,13.9,0.0,17
34,101.0,37.5,79.5,0.472,6.9,0.334,11.9,28.0,18.2,8.4,15.3,0.0,17
38,100.7,37.2,78.9,0.471,7.5,0.318,13.4,26.9,15.8,9.3,14.3,0.0,17
34,100.5,37.0,77.4,0.477,6.3,0.324,12.9,23.3,15.4,8.9,15.3,0.0,17
42,100.3,37.2,77.0,0.483,9.3,0.374,13.2,29.5,17.6,9.4,15.0,0.0,17
34,99.2,37.8,75.9,0.497,8.4,0.36,10.9,27.1,16.8,11.8,17.7,0.0,17
37,97.8,36.9,81.6,0.452,5.7,0.292,14.5,30.6,13.7,8.1,13.2,0.0,17
34,97.5,35.0,75.5,0.464,5.9,0.337,10.3,30.4,14.9,6.7,16.0,0.0,17
34,94.6,34.3,75.3,0.455,8.7,0.353,11.9,27.6,14.2,9.1,13.0,0.0,17
34,92.7,34.1,73.5,0.464,6.2,0.318,9.5,25.6,12.6,8.5,16.0,0.0,17
38,116.1,42.0,89.1,0.472,8.9,0.331,13.8,27.2,16.8,8.3,13.1,0.0,17
38,115.4,41.2,81.8,0.503,11.2,0.407,12.8,25.2,15.7,7.4,13.8,0.0,17
46,115.1,41.7,80.7,0.517,10.4,0.394,12.5,30.1,20.2,8.8,14.6,0.0,17
41,114.6,43.6,89.9,0.485,10.3,0.337,14.0,29.1,19.2,9.4,12.5,0.0,17
44,114.3,42.5,84.0,0.506,9.5,0.382,10.9,29.2,18.6,6.9,12.9,0.0,17
50,113.3,41.5,83.8,0.495,11.1,0.392,13.9,29.0,20.4,10.1,12.9,0.0,17
41,112.1,41.4,82.4,0.503,8.0,0.344,14.0,28.7,17.0,9.5,15.9,0.0,17
38,111.8,41.2,81.3,0.507,10.6,0.365,12.8,28.4,16.3,9.4,14.2,0.0,17
41,111.8,42.5,83.8,0.507,9.4,0.39,11.3,29.1,16.6,8.8,12.9,0.0,17
42,110.5,40.1,82.5,0.486,10.1,0.364,13.2,28.2,16.6,6.4,12.2,0.0,17
51,110.3,39.9,79.3,0.502,10.5,0.403,10.5,28.9,19.0,8.7,12.5,1.0,17
38,107.8,41.3,81.9,0.504,9.1,0.363,10.8,28.1,16.7,5.9,14.0,0.0,17
38,105.1,38.2,79.6,0.48,10.9,0.349,10.7,26.2,15.9,9.0,17.0,0.0,17
38,105.0,38.7,82.7,0.467,10.8,0.359,12.4,23.9,16.7,11.3,14.3,0.0,17
38,103.9,37.2,76.8,0.484,7.1,0.315,10.5,25.1,15.6,8.2,15.2,0.0,17
38,103.6,37.4,80.0,0.467,8.5,0.331,11.9,27.2,14.3,7.8,14.1,0.0,17
38,102.0,36.6,77.3,0.473,9.7,0.382,11.5,28.5,14.6,8.0,12.3,0.0,17
38,101.0,36.4,80.6,0.452,7.5,0.317,10.6,28.3,14.8,7.7,14.6,0.0,17
38,100.3,38.6,80.5,0.48,7.4,0.342,13.0,31.2,15.0,8.3,17.7,0.0,17
38,93.5,33.8,75.9,0.445,7.5,0.319,12.6,23.9,12.8,8.1,15.7,0.0,17
41,114.3,43.5,87.3,0.499,10.1,0.36,13.7,32.3,19.6,7.2,14.6,0.0,17
38,114.1,40.7,87.7,0.463,9.6,0.372,14.5,27.1,16.4,8.7,14.0,0.0,17
49,113.5,41.8,85.8,0.487,11.2,0.357,14.5,31.5,18.3,7.6,13.9,1.0,17
45,111.2,40.5,79.6,0.509,10.1,0.389,12.2,28.1,16.8,9.0,13.2,0.0,17
41,110.6,41.7,83.3,0.5,10.1,0.377,11.8,29.1,17.8,10.2,12.8,0.0,17
38,110.6,39.7,83.7,0.475,8.6,0.352,12.9,26.3,15.4,7.5,15.2,0.0,17
50,110.0,41.7,86.8,0.481,11.0,0.375,16.2,29.2,20.1,9.4,12.7,0.0,17
45,109.2,39.9,79.7,0.501,11.1,0.393,11.6,29.0,19.3,10.5,15.1,0.0,17
41,107.9,40.1,81.6,0.492,8.2,0.354,13.0,26.7,16.2,8.2,14.2,0.0,17
38,107.2,40.6,80.9,0.502,9.2,0.39,11.7,26.8,15.2,7.8,13.5,0.0,17
38,106.6,39.5,83.3,0.474,9.9,0.351,13.0,28.7,17.9,9.5,14.3,0.0,17
38,106.0,38.6,86.2,0.447,10.5,0.349,13.1,28.1,12.2,7.8,12.3,0.0,17
38,103.8,39.1,80.9,0.484,8.8,0.357,11.7,24.7,16.8,10.9,16.1,0.0,17
42,103.5,37.0,78.8,0.469,11.4,0.396,10.7,28.6,17.3,8.8,13.0,0.0,17
38,103.3,37.8,79.0,0.478,10.1,0.368,11.8,26.0,15.8,9.5,14.8,0.0,17
38,102.7,39.6,83.6,0.473,7.8,0.329,11.7,29.5,16.0,8.0,15.1,0.0,17
38,102.3,37.7,80.4,0.469,8.9,0.365,12.4,28.4,15.3,7.8,15.7,0.0,17
38,101.3,36.7,79.3,0.463,11.5,0.366,10.6,27.4,16.2,7.1,13.2,0.0,17
38,97.9,35.9,80.6,0.445,9.7,0.344,13.9,29.3,13.5,7.4,14.2,0.0,17
38,86.8,32.7,77.7,0.421,6.2,0.292,14.0,24.9,13.0,8.9,16.7,0.0,17
51,112.1,40.8,82.2,0.497,11.8,0.376,12.8,30.5,18.2,10.5,14.6,1.0,17
47,111.3,40.8,85.8,0.476,12.1,0.375,15.8,29.5,18.2,10.2,14.4,0.0,17
42,110.2,41.0,86.6,0.473,9.2,0.332,15.0,29.5,17.3,11.0,14.5,0.0,17
38,109.4,39.2,82.3,0.476,11.2,0.355,12.6,31.6,19.1,8.8,15.6,0.0,17
50,108.1,41.4,83.3,0.497,9.0,0.366,11.6,31.2,18.2,9.5,13.8,0.0,17
48,107.1,41.5,84.8,0.489,9.7,0.357,11.6,30.9,17.3,8.1,13.5,0.0,17
38,106.7,38.3,81.1,0.473,9.8,0.338,11.8,28.4,17.5,8.0,15.1,0.0,17
43,106.5,38.4,82.0,0.468,12.0,0.36,11.7,31.2,15.3,8.5,13.6,0.0,17
38,105.7,39.2,83.9,0.468,10.6,0.347,12.6,28.6,17.1,8.6,15.8,0.0,17
38,103.7,37.8,84.3,0.449,8.1,0.324,13.7,26.0,13.2,10.4,15.6,0.0,17
38,103.7,38.4,80.2,0.478,9.4,0.35,11.4,29.1,14.3,9.3,15.6,0.0,17
38,103.3,36.0,79.1,0.455,9.3,0.342,13.2,28.5,15.1,8.5,17.0,0.0,17
38,103.3,38.3,83.2,0.461,8.4,0.337,11.0,27.6,16.2,8.1,14.8,0.0,17
41,103.2,37.7,81.6,0.462,8.1,0.325,12.5,33.5,17.4,7.4,15.1,0.0,17
38,103.2,37.3,82.1,0.454,9.7,0.333,11.0,29.8,16.2,9.8,15.3,0.0,17
38,101.7,37.8,81.3,0.465,8.8,0.339,11.7,26.8,15.3,8.1,13.7,0.0,17
38,101.4,37.3,79.5,0.47,10.6,0.37,10.4,29.3,17.1,8.6,12.7,0.0,17
42,101.1,37.0,81.0,0.457,9.3,0.331,12.6,28.5,14.9,10.4,14.2,0.0,17
38,95.6,36.5,81.7,0.447,7.6,0.344,13.8,27.2,15.5,6.8,13.5,0.0,17
38,86.1,31.4,76.1,0.413,7.1,0.307,11.6,25.6,13.7,7.2,14.4,0.0,17
38,116.1,43.1,88.8,0.485,13.4,0.394,13.6,31.0,18.9,7.7,11.9,0.0,17
40,114.1,39.3,83.8,0.469,8.6,0.345,14.7,28.1,13.8,9.3,12.3,0.0,17
38,113.6,42.7,86.0,0.497,10.2,0.343,11.3,32.7,21.5,8.1,14.0,0.0,17
48,113.5,41.5,83.4,0.498,10.4,0.357,13.1,30.0,19.3,10.0,12.9,0.0,17
54,113.4,41.9,86.1,0.487,9.8,0.348,13.2,31.4,20.3,10.3,12.6,0.0,17
42,112.0,40.8,85.9,0.475,13.1,0.358,13.2,28.5,18.0,8.6,12.0,0.0,17
38,108.1,39.3,83.3,0.472,9.7,0.347,12.2,28.1,15.0,7.6,12.8,0.0,17
45,107.7,40.0,82.5,0.485,9.2,0.36,12.7,32.6,15.7,8.4,13.5,0.0,17
41,107.4,39.9,81.2,0.491,9.3,0.372,11.4,29.3,17.4,9.7,13.3,0.0,17
51,106.6,40.1,82.7,0.485,11.2,0.365,11.7,30.4,20.2,9.4,12.0,1.0,17
38,106.1,40.0,85.6,0.468,8.8,0.325,13.4,29.7,18.2,8.2,13.1,0.0,17
38,105.8,38.5,84.3,0.457,11.1,0.342,11.6,30.7,17.7,8.4,11.7,0.0,17
38,105.4,40.7,85.7,0.476,9.0,0.355,14.2,29.9,17.4,9.1,13.3,0.0,17
41,105.3,37.6,81.5,0.462,12.4,0.389,10.0,29.4,15.6,8.1,11.6,0.0,17
47,104.7,39.7,81.5,0.487,10.6,0.364,12.0,30.8,18.6,7.9,11.1,0.0,17
38,104.7,38.1,81.7,0.466,8.5,0.327,13.1,30.5,16.2,6.2,15.0,0.0,17
38,103.7,37.1,81.4,0.456,12.5,0.347,10.2,24.7,17.6,9.7,13.7,0.0,17
38,103.6,38.8,80.6,0.481,9.4,0.377,10.0,28.0,15.4,8.3,14.2,0.0,17
45,102.7,38.4,77.5,0.496,11.4,0.392,10.4,27.2,20.8,8.5,12.5,0.0,17
38,92.5,34.9,81.6,0.428,9.3,0.344,10.5,25.5,15.7,9.2,11.3,0.0,17
57,120.5,45.5,85.9,0.529,10.3,0.397,12.2,32.1,23.4,10.5,12.9,0.0,17
59,114.1,41.5,84.5,0.491,10.9,0.366,12.4,31.9,20.4,8.8,13.6,0.0,17
55,112.3,41.3,83.0,0.497,12.3,0.394,10.9,29.4,19.6,9.1,13.1,0.0,17
51,112.0,41.2,84.5,0.488,11.8,0.386,12.2,32.4,18.4,6.5,11.8,0.0,17
54,111.0,41.0,85.5,0.48,10.8,0.346,13.0,31.8,20.5,10.1,12.2,0.0,17
48,110.9,41.9,86.3,0.486,10.0,0.363,12.9,28.3,21.5,8.1,11.0,0.0,17
53,110.3,40.3,84.5,0.477,10.9,0.353,12.9,28.7,24.3,11.6,11.9,0.0,17
46,108.3,38.3,80.9,0.474,11.3,0.364,11.4,28.9,18.2,9.3,12.8,0.0,17
46,107.7,38.9,82.9,0.469,9.4,0.335,13.2,28.2,15.4,7.7,12.6,0.0,17
49,107.7,37.2,83.4,0.446,11.0,0.338,14.0,28.3,19.1,10.0,13.2,0.0,17
48,107.7,39.8,83.6,0.475,9.1,0.373,12.3,29.4,19.1,8.8,12.5,0.0,17
46,106.3,38.2,82.4,0.464,12.8,0.385,11.8,27.4,19.6,7.2,13.3,0.0,17
46,106.2,37.2,79.3,0.468,9.5,0.349,10.9,30.2,17.8,6.4,12.5,0.0,17
46,106.0,37.6,83.8,0.449,12.9,0.366,11.7,27.0,17.8,7.5,12.2,0.0,17
48,104.1,38.5,81.5,0.473,9.6,0.345,11.6,30.0,21.6,9.3,12.5,1.0,17
51,103.9,37.5,76.9,0.487,8.9,0.342,10.1,30.4,20.9,7.6,14.4,0.0,17
53,101.4,37.6,75.5,0.498,10.7,0.383,9.3,27.6,20.6,8.6,12.3,0.0,17
46,100.5,36.4,79.3,0.459,9.7,0.313,10.7,30.5,19.0,6.6,13.5,0.0,17
46,98.4,36.6,79.7,0.459,9.1,0.329,11.4,27.2,17.7,7.8,13.3,0.0,17
46,93.6,33.8,80.6,0.419,8.0,0.325,12.1,27.0,19.0,8.5,11.8,0.0,17
53,119.0,44.2,85.5,0.517,11.3,0.39,13.0,31.6,24.3,11.7,14.3,0.0,17
48,111.4,40.3,82.2,0.491,11.1,0.392,11.0,29.0,20.0,9.5,14.0,0.0,17
52,111.3,40.5,81.3,0.498,10.0,0.36,11.0,31.2,20.8,9.9,13.1,0.0,17
49,110.2,40.1,82.9,0.484,10.9,0.351,13.0,34.2,24.8,8.5,14.8,0.0,17
48,109.1,37.3,80.3,0.464,12.3,0.376,11.6,26.5,19.9,11.2,12.6,0.0,17
48,106.2,37.9,81.2,0.467,9.6,0.349,11.7,30.3,16.8,9.0,13.5,0.0,17
47,105.6,39.3,83.2,0.473,8.2,0.346,13.0,27.6,20.3,12.6,14.2,0.0,17
47,105.1,38.4,80.6,0.477,9.5,0.341,10.5,28.3,18.6,9.3,12.5,0.0,17
46,104.6,38.0,80.3,0.473,10.6,0.34,11.4,29.3,18.1,8.2,14.8,0.0,17
46,102.2,37.2,80.2,0.464,10.9,0.375,9.9,27.8,17.7,7.8,12.4,0.0,17
48,102.2,36.3,80.1,0.453,8.4,0.327,13.0,30.4,19.1,10.2,15.4,0.0,17
47,101.4,36.5,76.6,0.477,10.9,0.37,11.6,30.3,20.6,9.0,16.1,1.0,17
46,100.3,35.4,76.2,0.464,9.3,0.344,8.8,28.8,19.3,8.8,15.8,0.0,17
47,100.3,36.0,76.7,0.469,10.0,0.367,10.7,29.8,18.9,8.3,14.1,0.0,17
46,98.5,36.7,79.8,0.459,7.8,0.345,11.4,28.3,19.2,9.8,14.2,0.0,17
46,98.4,35.1,75.3,0.466,8.5,0.342,9.2,28.6,18.0,9.4,14.9,0.0,17
50,95.4,34.5,73.2,0.471,9.2,0.35,9.8,29.6,19.9,9.5,14.2,0.0,17
46,95.4,33.0,76.6,0.431,9.6,0.321,11.3,25.7,18.8,10.5,17.0,0.0,17
46,93.5,33.6,80.6,0.416,7.1,0.306,12.4,27.8,15.0,8.8,12.7,0.0,17
46,93.5,32.8,78.2,0.42,9.2,0.318,11.9,28.8,17.5,8.5,14.9,0.0,17
58,118.0,42.2,84.2,0.502,11.0,0.379,12.0,30.9,24.6,11.9,16.0,0.0,17
60,111.1,39.6,80.5,0.492,10.9,0.374,11.4,30.0,25.5,10.1,13.2,0.0,17
55,109.9,37.3,82.8,0.45,10.5,0.339,13.5,27.9,22.3,10.4,13.1,0.0,17
56,108.8,38.9,82.0,0.474,9.9,0.338,12.1,30.8,22.0,9.8,14.6,0.0,17
54,108.5,38.4,79.5,0.484,7.5,0.346,12.2,28.6,25.6,10.1,14.1,0.0,17
58,108.2,38.8,82.3,0.472,10.3,0.36,12.8,30.2,25.0,10.9,15.5,1.0,17
52,106.3,38.6,81.5,0.473,11.5,0.381,10.0,26.8,22.4,8.4,13.9,0.0,17
55,105.5,39.3,81.1,0.484,10.3,0.361,13.8,29.7,28.2,9.6,15.6,0.0,17
52,105.1,37.3,80.7,0.463,11.1,0.354,12.4,29.0,20.9,8.9,14.3,0.0,17
53,104.9,38.1,80.0,0.476,11.6,0.376,9.9,29.4,23.0,9.1,13.5,0.0,17
55,103.7,37.9,80.8,0.469,9.5,0.33,11.2,26.1,22.9,10.0,11.8,0.0,17
55,102.4,37.5,79.2,0.474,11.6,0.38,11.4,29.6,21.6,7.5,14.5,0.0,17
53,101.0,35.6,76.2,0.467,8.5,0.348,11.5,30.9,24.1,8.5,16.2,0.0,17
54,100.7,36.4,80.3,0.454,9.2,0.348,11.1,30.0,21.2,8.7,13.3,0.0,17
54,100.6,35.9,80.4,0.446,11.7,0.353,10.9,25.6,24.5,11.0,16.4,0.0,17
52,98.7,35.7,77.1,0.463,9.1,0.36,10.6,28.0,22.4,9.4,15.3,0.0,17
54,98.2,34.5,75.2,0.458,10.1,0.349,10.1,28.4,22.5,8.9,13.5,0.0,17
54,96.9,34.5,77.4,0.446,8.9,0.324,10.9,27.9,24.3,7.7,17.5,0.0,17
54,96.1,34.1,77.1,0.442,9.0,0.345,9.6,27.6,21.4,8.9,17.3,0.0,17
43,110.9,39.5,86.2,0.458,12.1,0.374,12.5,29.1,25.0,9.1,12.3,0.0,17
43,109.7,39.5,83.8,0.472,9.9,0.358,12.8,30.4,28.1,10.7,16.2,0.0,17
42,106.9,38.9,81.5,0.477,9.7,0.348,11.9,30.9,25.8,9.3,14.6,0.0,17
47,105.6,39.2,82.4,0.476,10.1,0.36,13.2,29.7,24.8,10.4,13.8,1.0,17
47,104.4,38.0,76.0,0.499,10.6,0.385,11.9,29.6,25.1,8.2,15.1,0.0,17
40,104.1,36.7,82.2,0.446,13.9,0.369,11.1,27.2,23.6,8.9,14.4,0.0,17
40,103.9,36.4,79.9,0.456,10.1,0.347,12.8,30.0,25.1,8.7,15.1,0.0,17
38,103.8,38.9,82.1,0.474,8.0,0.33,12.0,27.9,30.2,9.3,15.6,0.0,17
40,103.6,37.3,80.2,0.465,11.1,0.365,12.6,26.8,25.4,8.4,15.3,0.0,17
45,103.3,36.6,76.0,0.482,9.8,0.379,10.6,31.1,26.2,8.1,17.1,0.0,17
41,100.6,37.0,79.3,0.467,9.9,0.355,10.2,29.8,23.7,7.4,12.9,0.0,17
38,99.5,36.6,82.3,0.444,10.4,0.346,11.1,26.3,24.2,8.4,15.3,0.0,17
42,98.0,36.8,80.6,0.457,9.2,0.333,11.1,26.5,24.4,9.0,11.6,0.0,17
40,97.8,36.0,76.6,0.47,9.4,0.366,11.7,30.4,26.0,7.6,13.5,0.0,17
38,96.6,36.0,78.7,0.457,9.7,0.343,10.7,28.0,24.8,9.0,15.3,0.0,17
