#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,AS Diagoras Dryopideon,21,39.6,86.6,29.5,59.6,0.494,10.6,24.3,0.435,17.0,21.8,0.782,5.6,25.9,31.5,18.0,5.4,1.2,10.9,20.1,2020,Greek-HEBA-A2
2,Charilaos Trikoupis Mesologiou,21,40.0,83.7,30.7,62.1,0.493,9.1,27.0,0.337,13.3,20.2,0.658,7.6,25.8,33.4,22.6,7.8,3.1,12.2,19.9,2020,Greek-HEBA-A2
3,GS Eleftheroupoli Kavalas,20,40.5,78.7,27.5,61.1,0.45,8.0,24.0,0.331,15.7,21.2,0.742,6.5,25.6,32.1,17.1,6.7,2.3,10.3,22.5,2020,Greek-HEBA-A2
4,A.O. Pagrati Athens BC,21,40.6,78.2,28.2,69.6,0.406,8.8,27.3,0.322,13.0,21.4,0.606,12.2,26.4,38.7,15.6,6.1,2.3,13.3,23.7,2020,Greek-HEBA-A2
5,Dafni Dafniou,21,40.4,78.2,27.0,62.2,0.434,9.8,27.6,0.353,14.5,21.6,0.67,8.6,24.2,32.9,15.8,6.3,2.4,12.2,24.0,2020,Greek-HEBA-A2
6,Olympiacos B,21,40.2,77.5,26.9,60.2,0.446,8.4,26.0,0.322,15.4,22.6,0.682,7.9,25.4,33.3,17.3,7.9,3.7,12.0,21.5,2020,Greek-HEBA-A2
7,Oiakas Napfliou,21,40.2,77.2,27.9,63.6,0.438,6.0,21.1,0.286,15.5,21.5,0.721,8.7,26.8,35.5,15.8,6.4,1.9,12.7,21.8,2020,Greek-HEBA-A2
8,AS Apollon Patras,21,40.6,76.9,28.0,62.4,0.448,9.3,25.6,0.365,11.6,16.6,0.699,8.8,24.6,33.4,15.9,5.5,2.8,12.1,23.3,2020,Greek-HEBA-A2
9,ASA Koroivos Amaliadas,20,40.4,75.8,25.2,59.8,0.422,9.5,26.9,0.352,15.9,23.3,0.682,8.8,25.8,34.6,18.2,4.6,1.1,13.4,21.2,2020,Greek-HEBA-A2
10,AS Karditsas,21,39.3,75.1,27.0,58.6,0.46,9.3,25.8,0.36,11.8,18.8,0.629,5.8,27.3,33.1,17.5,4.6,2.7,10.5,19.5,2020,Greek-HEBA-A2
11,AE Psychiko Athens,21,40.1,73.6,25.6,60.7,0.421,9.6,28.8,0.332,12.9,16.8,0.767,7.2,24.9,32.1,16.2,6.9,2.7,11.3,23.4,2020,Greek-HEBA-A2
12,A.O. Agriniou,21,40.5,73.5,26.5,63.7,0.416,6.0,21.3,0.279,14.6,21.2,0.688,9.1,25.2,34.4,14.0,6.4,2.7,11.6,22.9,2020,Greek-HEBA-A2
13,Anatolia Thessaloniki,21,39.8,73.1,24.1,58.5,0.412,8.0,25.0,0.319,17.0,22.4,0.758,7.4,22.3,29.7,13.7,6.0,2.4,11.9,21.5,2020,Greek-HEBA-A2
14,AO Tritonas Sepolion,21,40.0,71.6,23.7,59.0,0.402,7.0,23.2,0.303,17.1,25.5,0.671,8.1,22.5,30.6,15.4,6.7,1.0,11.2,23.9,2020,Greek-HEBA-A2
15,APS Filippos Veria,21,40.5,69.8,24.2,58.0,0.417,7.3,23.5,0.312,14.1,21.3,0.662,7.4,24.4,31.8,15.5,4.1,1.4,12.0,21.3,2020,Greek-HEBA-A2
16,Amyntas BC,21,40.5,67.1,23.6,59.8,0.395,8.0,26.5,0.304,11.8,17.2,0.687,6.8,22.8,29.6,17.0,5.5,1.3,11.2,23.1,2020,Greek-HEBA-A2
