#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,AS Monaco Basket,20,40.0,85.3,32.0,62.7,0.511,7.0,19.9,0.353,14.3,19.6,0.729,8.9,23.5,32.3,21.6,10.5,2.4,12.5,23.5,2018,Basketball-Champions-League-Europe
2,EWE Baskets Oldenburg,16,40.0,83.8,30.1,62.7,0.48,10.1,24.9,0.405,13.6,17.6,0.773,8.9,21.0,29.9,18.9,6.9,1.7,10.8,21.5,2018,Basketball-Champions-League-Europe
3,AEK Athens,20,40.5,83.4,28.6,61.4,0.466,7.1,20.7,0.341,19.1,25.7,0.743,8.6,23.6,32.1,15.8,7.8,3.3,11.8,21.3,2018,Basketball-Champions-League-Europe
4,CEZ Nymburk,16,40.3,83.3,31.0,68.4,0.453,9.1,27.1,0.337,12.1,16.8,0.721,10.7,25.3,36.0,16.8,6.2,1.6,11.1,21.1,2018,Basketball-Champions-League-Europe
5,Hapoel Unet Holon,14,40.0,82.9,28.6,59.9,0.479,7.4,22.2,0.334,18.1,23.2,0.782,4.8,21.4,26.1,19.6,6.8,3.2,12.5,20.6,2018,Basketball-Champions-League-Europe
6,Banco di Sardegna Sassari,14,40.4,82.7,29.1,60.9,0.479,9.9,25.9,0.38,14.6,19.7,0.739,8.3,23.9,32.2,17.4,5.7,2.5,13.7,20.5,2018,Basketball-Champions-League-Europe
7,Neptunas,16,40.6,82.2,30.3,63.6,0.476,8.3,22.6,0.368,13.4,19.4,0.69,9.3,23.6,32.9,19.2,7.6,2.1,14.1,22.9,2018,Basketball-Champions-League-Europe
8,Pinar Karsiyaka,18,40.3,82.0,29.8,57.6,0.517,6.8,17.6,0.385,15.7,19.9,0.788,6.2,21.8,27.9,17.4,5.6,2.0,12.9,21.8,2018,Basketball-Champions-League-Europe
9,Umana Venezia,14,41.8,81.9,29.4,64.1,0.459,10.1,27.9,0.361,12.9,19.1,0.678,8.6,24.1,32.6,18.9,5.9,3.4,12.7,21.0,2018,Basketball-Champions-League-Europe
10,Medi Bayreuth,18,40.5,81.8,30.4,64.1,0.475,8.4,22.2,0.378,12.6,16.8,0.746,8.3,24.1,32.4,16.1,6.8,1.7,12.3,19.4,2018,Basketball-Champions-League-Europe
11,Lenovo Tenerife,16,40.0,81.1,28.6,59.3,0.482,9.3,23.4,0.397,14.7,18.9,0.776,9.9,26.4,36.3,20.5,6.7,3.7,13.2,18.8,2018,Basketball-Champions-League-Europe
12,MHP Riesen,20,40.0,80.5,28.7,64.3,0.446,6.8,21.4,0.319,16.4,22.0,0.747,10.3,22.4,32.7,15.9,9.3,2.4,10.8,23.1,2018,Basketball-Champions-League-Europe
13,Nanterre 92,16,40.6,79.9,28.3,61.4,0.46,11.4,27.7,0.411,12.1,16.3,0.742,7.3,22.1,29.4,18.3,7.8,1.8,12.6,20.9,2018,Basketball-Champions-League-Europe
