#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Avtodor Saratov,16,40.0,85.4,32.0,65.3,0.49,8.6,23.1,0.371,12.8,16.9,0.756,8.0,23.8,31.8,21.9,7.3,2.7,15.4,19.1,2017,Basketball-Champions-League-Europe
2,Besiktas Icrypex,16,40.3,83.2,30.7,63.7,0.482,8.4,22.3,0.379,13.4,18.8,0.711,10.2,22.3,32.4,20.2,7.5,2.1,11.7,21.3,2017,Basketball-Champions-League-Europe
3,CEZ Nymburk,16,40.0,80.0,30.6,66.7,0.459,7.6,23.2,0.329,11.1,16.6,0.672,10.6,26.1,36.7,17.4,9.6,3.7,14.1,20.1,2017,Basketball-Champions-League-Europe
4,MHP Riesen,20,40.3,79.4,28.9,61.7,0.468,7.2,20.7,0.346,14.5,21.1,0.687,10.6,23.8,34.4,16.4,7.2,2.8,15.4,23.0,2017,Basketball-Champions-League-Europe
5,Teksut Bandirma,18,40.3,79.3,27.7,59.9,0.462,8.4,24.1,0.349,15.6,23.4,0.666,9.8,22.2,32.0,18.2,7.6,2.6,12.6,17.8,2017,Basketball-Champions-League-Europe
6,AEK Athens,18,40.0,78.7,27.3,61.3,0.446,10.2,28.2,0.361,13.8,18.1,0.766,9.3,21.4,30.7,16.4,7.3,3.5,11.6,19.7,2017,Basketball-Champions-League-Europe
7,Joensuun Kataja,14,40.7,77.9,28.4,64.4,0.441,10.0,28.3,0.354,11.1,15.8,0.701,8.1,23.4,31.6,18.1,7.9,3.4,15.9,20.6,2017,Basketball-Champions-League-Europe
8,Lenovo Tenerife,18,40.3,77.8,27.8,60.3,0.462,9.6,25.3,0.379,12.6,16.3,0.769,8.2,24.1,32.2,20.6,6.8,2.7,12.4,17.6,2017,Basketball-Champions-League-Europe
9,EWE Baskets Oldenburg,18,40.3,77.5,29.1,63.9,0.455,8.3,23.4,0.356,11.1,15.9,0.693,8.5,23.1,31.6,18.3,6.8,2.8,11.9,20.3,2017,Basketball-Champions-League-Europe
10,KK Cibona,14,40.3,77.3,29.0,61.9,0.468,5.6,17.9,0.312,13.7,19.4,0.706,8.7,21.9,30.6,16.9,7.4,2.0,14.4,19.3,2017,Basketball-Champions-League-Europe
11,Banco di Sardegna Sassari,20,40.2,77.1,26.7,58.1,0.459,9.8,25.9,0.377,14.0,18.4,0.763,7.2,20.3,27.4,18.0,6.9,1.3,13.6,19.3,2017,Basketball-Champions-League-Europe
12,Usak Sportlif,14,40.3,75.4,27.5,63.2,0.435,6.6,21.3,0.309,13.9,22.2,0.624,9.5,23.9,33.4,15.1,8.0,2.6,13.1,20.6,2017,Basketball-Champions-League-Europe
13,Aris BC,18,40.3,75.2,26.3,58.1,0.454,7.7,21.9,0.352,14.8,20.8,0.709,7.9,22.4,30.3,14.8,8.6,2.9,16.3,21.3,2017,Basketball-Champions-League-Europe
