#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Salon Vilpas,1,40.0,97.0,32.0,71.0,0.451,14.0,28.0,0.5,19.0,25.0,0.76,8.0,15.0,23.0,24.0,10.0,3.0,10.0,27.0,2022,Basketball-Champions-League---Qualification
2,BC Kalev-Cramo,3,40.0,92.0,31.0,62.0,0.5,13.0,26.0,0.5,17.0,21.3,0.797,7.0,26.3,33.3,19.3,4.3,2.0,11.3,16.0,2022,Basketball-Champions-League---Qualification
3,Universo De'Longhi Treviso,3,40.0,92.0,33.3,72.0,0.463,10.3,29.0,0.356,15.0,17.7,0.849,9.7,21.7,31.3,20.3,10.0,3.7,6.3,22.7,2022,Basketball-Champions-League---Qualification
4,Bakken Bears,1,40.0,90.0,24.0,54.0,0.444,9.0,19.0,0.474,33.0,45.0,0.733,9.0,31.0,40.0,11.0,3.0,1.0,14.0,22.0,2022,Basketball-Champions-League---Qualification
5,KK Mornar,1,40.0,89.0,35.0,65.0,0.538,9.0,28.0,0.321,10.0,12.0,0.833,6.0,19.0,25.0,20.0,10.0,3.0,12.0,19.0,2022,Basketball-Champions-League---Qualification
6,U-Banca Transilvania Cluj,3,40.0,89.0,32.7,61.3,0.533,8.3,25.0,0.333,15.3,24.0,0.639,8.7,27.0,35.7,20.0,6.3,1.3,13.7,21.3,2022,Basketball-Champions-League---Qualification
7,SC Prometey Kamianske,3,40.0,87.7,33.7,68.7,0.49,10.3,29.3,0.352,10.0,15.3,0.652,11.7,29.3,41.0,25.3,10.3,2.7,13.0,18.7,2022,Basketball-Champions-League---Qualification
8,Juventus,3,40.0,84.7,28.3,61.3,0.462,9.7,24.3,0.397,18.3,23.3,0.786,7.7,28.7,36.3,19.3,5.7,2.0,13.3,18.0,2022,Basketball-Champions-League---Qualification
9,Brose Baskets Bamberg,1,40.0,79.0,29.0,71.0,0.408,13.0,33.0,0.394,8.0,11.0,0.727,7.0,24.0,31.0,23.0,8.0,0.0,11.0,29.0,2022,Basketball-Champions-League---Qualification
10,BK Opava,1,40.0,78.0,29.0,74.0,0.392,11.0,36.0,0.306,9.0,14.0,0.643,17.0,22.0,39.0,17.0,7.0,2.0,15.0,21.0,2022,Basketball-Champions-League---Qualification
11,Hapoel Eilat,1,40.0,76.0,28.0,60.0,0.467,5.0,16.0,0.313,15.0,17.0,0.882,5.0,21.0,26.0,16.0,11.0,4.0,13.0,28.0,2022,Basketball-Champions-League---Qualification
12,Parma Basket Perm,3,40.0,75.3,27.7,65.0,0.426,9.7,27.3,0.354,10.3,12.3,0.838,8.7,26.7,35.3,19.7,5.0,3.3,13.7,18.3,2022,Basketball-Champions-League---Qualification
13,Peristeri BC,1,40.0,74.0,25.0,57.0,0.439,8.0,26.0,0.308,16.0,23.0,0.696,8.0,20.0,28.0,13.0,7.0,0.0,14.0,21.0,2022,Basketball-Champions-League---Qualification
14,Belfius Mons-Hainaut,1,40.0,74.0,27.0,55.0,0.491,7.0,18.0,0.389,13.0,20.0,0.65,6.0,16.0,22.0,14.0,15.0,0.0,13.0,18.0,2022,Basketball-Champions-League---Qualification
15,Tsmoki-Minsk,2,40.0,73.5,26.0,58.5,0.444,11.0,23.5,0.468,10.5,15.0,0.7,3.5,24.5,28.0,14.0,8.5,2.5,14.5,20.0,2022,Basketball-Champions-League---Qualification
16,ZZ Leiden,2,40.0,71.5,26.5,56.0,0.473,7.0,21.5,0.326,11.5,16.5,0.697,10.5,28.0,38.5,17.5,3.0,5.0,20.0,20.0,2022,Basketball-Champions-League---Qualification
17,Fribourg Olympic,2,40.0,70.0,24.5,58.5,0.419,5.0,19.0,0.263,16.0,22.0,0.727,9.5,26.5,36.0,15.0,7.0,3.5,15.5,24.0,2022,Basketball-Champions-League---Qualification
18,Sporting Clube de Portugal,1,40.0,69.0,24.0,73.0,0.329,11.0,27.0,0.407,10.0,15.0,0.667,18.0,18.0,36.0,11.0,3.0,4.0,12.0,21.0,2022,Basketball-Champions-League---Qualification
19,Le Mans Sarthe Basket,1,40.0,69.0,28.0,59.0,0.475,5.0,15.0,0.333,8.0,9.0,0.889,5.0,28.0,33.0,19.0,3.0,5.0,14.0,16.0,2022,Basketball-Champions-League---Qualification
20,ece bulls Kapfenberg,1,40.0,68.0,26.0,68.0,0.382,6.0,25.0,0.24,10.0,12.0,0.833,12.0,22.0,34.0,13.0,7.0,2.0,16.0,22.0,2022,Basketball-Champions-League---Qualification
21,KK Split,2,40.0,66.0,22.0,64.0,0.344,6.5,26.5,0.245,15.5,18.0,0.861,10.5,22.5,33.0,15.5,5.5,3.5,12.5,18.0,2022,Basketball-Champions-League---Qualification
22,London Lions,1,40.0,62.0,25.0,63.0,0.397,10.0,22.0,0.455,2.0,2.0,1.0,12.0,24.0,36.0,13.0,5.0,3.0,20.0,11.0,2022,Basketball-Champions-League---Qualification
23,BC Levski Lukoil,1,40.0,56.0,19.0,60.0,0.317,12.0,32.0,0.375,6.0,7.0,0.857,5.0,20.0,25.0,19.0,6.0,0.0,20.0,17.0,2022,Basketball-Champions-League---Qualification
24,AEK Larnaca,1,40.0,50.0,22.0,60.0,0.367,6.0,21.0,0.286,0.0,2.0,0.0,8.0,26.0,34.0,10.0,6.0,6.0,17.0,25.0,2022,Basketball-Champions-League---Qualification
