#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Usak Sportlif,2,40.0,89.0,33.0,61.0,0.541,8.0,19.0,0.421,15.0,20.0,0.75,3.5,22.5,26.0,15.0,6.0,1.0,9.5,22.0,2017,Basketball-Champions-League---Qualification
2,Juventus,2,40.0,80.0,28.0,59.5,0.471,7.0,15.5,0.452,17.0,24.5,0.694,6.5,21.0,27.5,18.5,7.0,1.0,13.0,20.5,2017,Basketball-Champions-League---Qualification
3,Bakken Bears,2,40.0,79.0,31.0,74.0,0.419,7.0,21.0,0.333,10.0,14.0,0.714,11.0,25.5,36.5,16.5,12.5,7.5,8.5,19.0,2017,Basketball-Champions-League---Qualification
4,Joensuun Kataja,2,40.0,78.0,28.5,61.5,0.463,9.0,20.5,0.439,12.0,20.0,0.6,10.0,22.0,32.0,15.0,11.0,3.0,12.0,19.5,2017,Basketball-Champions-League---Qualification
5,KK Mornar,2,40.0,76.0,28.0,60.0,0.467,9.5,27.0,0.352,10.5,15.5,0.677,7.5,25.0,32.5,15.5,8.0,2.5,11.0,20.0,2017,Basketball-Champions-League---Qualification
6,U-Banca Transilvania Cluj,4,40.0,75.3,28.3,58.5,0.483,8.3,20.0,0.413,10.5,18.3,0.575,9.3,25.0,34.3,18.8,6.8,2.0,17.8,18.3,2017,Basketball-Champions-League---Qualification
7,OpenJobMetis Varese,2,40.0,72.5,27.0,63.0,0.429,7.0,20.5,0.341,11.5,16.5,0.697,8.0,22.5,30.5,15.5,6.5,3.5,12.0,23.5,2017,Basketball-Champions-League---Qualification
8,SL Benfica,2,40.0,72.0,24.5,57.5,0.426,6.0,18.0,0.333,17.0,20.5,0.829,9.5,26.0,35.5,10.0,7.0,0.0,15.5,20.0,2017,Basketball-Champions-League---Qualification
9,CSM Oradea,4,40.0,71.5,27.3,61.8,0.441,7.5,22.3,0.337,9.5,14.0,0.679,9.5,24.8,34.3,16.8,6.5,2.8,11.3,15.3,2017,Basketball-Champions-League---Qualification
10,Ironi Nahariya,2,39.9,70.5,25.0,59.0,0.424,6.5,17.5,0.371,14.0,18.5,0.757,6.0,24.0,30.0,16.0,4.5,2.5,13.5,24.0,2017,Basketball-Champions-League---Qualification
11,FC Porto Ferpinta,2,40.0,70.0,24.0,60.5,0.397,6.0,26.0,0.231,16.0,21.5,0.744,11.0,23.5,34.5,13.5,6.5,4.0,15.0,21.5,2017,Basketball-Champions-League---Qualification
12,Tsmoki-Minsk,4,40.0,69.8,23.5,59.0,0.398,6.5,24.8,0.263,16.3,22.8,0.714,8.5,28.5,37.0,14.8,6.5,2.8,13.3,20.5,2017,Basketball-Champions-League---Qualification
13,Tartu Ulikool Rock,4,40.0,69.5,26.8,63.0,0.425,6.3,15.5,0.403,9.8,17.3,0.565,10.5,26.8,37.3,15.5,4.3,2.3,18.0,18.0,2017,Basketball-Champions-League---Qualification
14,PBC Lukoil Academic Sofia,2,40.0,66.5,25.0,65.0,0.385,8.5,29.5,0.288,8.0,11.0,0.727,10.0,22.5,32.5,17.0,5.5,1.5,14.0,17.5,2017,Basketball-Champions-League---Qualification
15,Donar Groningen,2,40.0,66.5,26.0,65.5,0.397,6.5,21.0,0.31,8.0,13.5,0.593,7.0,19.5,26.5,14.5,7.0,4.5,10.0,20.0,2017,Basketball-Champions-League---Qualification
16,BC Igokea,2,40.0,65.5,22.0,58.5,0.376,6.5,27.5,0.236,15.0,20.5,0.732,10.0,24.0,34.0,14.5,4.5,1.5,15.5,19.5,2017,Basketball-Champions-League---Qualification
17,BC Prievidza,2,40.0,65.5,26.0,64.0,0.406,6.5,25.5,0.255,7.0,10.0,0.7,10.5,21.5,32.0,16.0,5.5,2.5,9.5,18.0,2017,Basketball-Champions-League---Qualification
18,Sodertalje,2,40.0,62.0,22.5,59.5,0.378,5.0,22.0,0.227,12.0,17.0,0.706,13.5,20.0,33.5,10.5,4.5,4.5,17.5,18.5,2017,Basketball-Champions-League---Qualification
19,BC Rilski Sportist,2,40.0,61.0,24.0,62.5,0.384,3.5,19.5,0.179,9.5,16.5,0.576,9.0,22.0,31.0,14.5,7.0,1.0,11.5,22.0,2017,Basketball-Champions-League---Qualification
20,AEK Larnaca,2,40.0,53.0,19.5,57.0,0.342,4.5,20.5,0.22,9.5,17.5,0.543,8.5,16.0,24.5,12.5,12.5,2.5,14.0,22.5,2017,Basketball-Champions-League---Qualification
