#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Libertadores de Queretaro,8,39.9,94.6,35.3,71.1,0.496,9.9,27.3,0.362,14.3,22.1,0.644,9.3,25.1,34.4,25.5,8.3,2.1,12.3,21.1,2023,Basketball-Champions-League-Americas
2,Franca,10,40.0,94.1,32.5,68.3,0.476,11.8,32.9,0.359,17.3,20.9,0.828,9.8,29.8,39.6,18.5,6.7,3.6,11.0,18.3,2023,Basketball-Champions-League-Americas
3,Real Esteli,8,40.1,91.3,33.6,69.4,0.485,6.0,16.5,0.364,18.0,25.0,0.72,11.4,28.9,40.3,17.3,6.0,2.1,15.6,20.4,2023,Basketball-Champions-League-Americas
4,Minas,10,40.1,89.3,32.7,65.5,0.499,11.7,29.5,0.397,12.2,16.2,0.753,7.5,27.1,34.6,20.7,5.0,2.4,11.8,20.3,2023,Basketball-Champions-League-Americas
5,Flamengo,10,39.8,87.9,31.4,66.2,0.474,13.6,37.1,0.367,11.5,17.7,0.65,10.1,27.6,37.7,20.5,7.4,1.7,12.1,17.7,2023,Basketball-Champions-League-Americas
6,Brampton Honey Badgers,6,40.0,87.8,31.2,76.8,0.406,9.5,31.2,0.305,16.0,21.8,0.733,14.2,20.3,34.5,15.7,6.8,2.8,13.0,22.0,2023,Basketball-Champions-League-Americas
7,Quimsa,10,39.9,87.4,30.5,63.4,0.481,10.4,27.0,0.385,16.0,20.1,0.796,7.2,24.5,31.7,18.7,6.4,3.1,12.0,18.9,2023,Basketball-Champions-League-Americas
8,Uni. Concepcion,8,40.0,81.3,29.3,66.6,0.439,10.0,26.5,0.377,12.8,18.5,0.689,9.6,25.8,35.4,16.5,6.8,1.5,12.6,19.9,2023,Basketball-Champions-League-Americas
9,Obras Sanitarias,6,40.0,78.2,28.2,63.7,0.442,10.2,28.7,0.355,11.7,17.2,0.68,5.0,24.3,29.3,16.5,4.2,1.2,13.0,19.8,2023,Basketball-Champions-League-Americas
10,Club Bigua de Villa Biarritz,6,40.2,75.2,27.5,65.8,0.418,7.3,27.0,0.272,12.8,17.2,0.748,5.7,24.0,29.7,17.8,5.5,2.3,11.3,12.3,2023,Basketball-Champions-League-Americas
11,Penarol,8,39.9,71.0,25.5,62.5,0.408,6.8,23.9,0.283,13.3,18.6,0.711,6.6,24.0,30.6,13.1,5.4,1.8,13.5,20.4,2023,Basketball-Champions-League-Americas
12,Instituto Atletico Central Cordoba,6,40.0,70.0,25.0,63.7,0.393,7.8,28.8,0.272,12.2,17.2,0.709,6.2,22.5,28.7,13.7,8.2,1.7,11.5,21.0,2023,Basketball-Champions-League-Americas
