#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
16,CEZ Nymburk,14,40.7,78.4,27.9,68.6,0.407,8.5,26.3,0.323,14.0,19.4,0.721,10.5,24.6,35.1,17.0,7.1,1.6,11.3,19.5,2019,Basketball-Champions-League-Europe
17,Brose Baskets Bamberg,20,40.2,78.4,26.2,59.3,0.442,7.5,22.1,0.338,18.5,22.7,0.815,7.0,25.6,32.6,16.2,5.9,2.1,12.5,20.7,2019,Basketball-Champions-League-Europe
18,Nizhny Novgorod,18,41.1,78.2,28.3,64.1,0.442,8.9,25.4,0.35,12.6,18.3,0.69,9.2,23.7,32.9,16.8,7.3,1.7,13.6,25.4,2019,Basketball-Champions-League-Europe
19,Strasbourg IG,14,40.3,77.9,27.8,59.6,0.466,6.6,18.6,0.356,15.6,20.9,0.747,9.1,23.6,32.6,17.4,5.0,3.0,14.4,19.6,2019,Basketball-Champions-League-Europe
20,Medi Bayreuth,14,40.0,77.4,28.4,62.5,0.454,8.2,21.9,0.375,12.5,15.9,0.788,8.8,21.4,30.1,16.7,7.5,2.0,13.8,20.9,2019,Basketball-Champions-League-Europe
21,Port of Antwerp Giants,20,40.2,77.4,28.1,62.7,0.448,9.0,25.6,0.35,12.2,18.2,0.672,9.3,24.0,33.3,16.5,7.1,2.5,12.0,20.0,2019,Basketball-Champions-League-Europe
22,Urbas Fuenlabrada,14,40.0,77.3,27.9,64.3,0.434,8.6,24.5,0.35,12.9,17.9,0.717,9.6,20.6,30.1,15.2,7.4,3.4,12.4,19.4,2019,Basketball-Champions-League-Europe
23,Lietkabelis,14,40.3,76.6,26.8,58.9,0.455,7.1,19.6,0.364,15.9,20.9,0.761,8.4,25.8,34.1,18.9,4.5,2.9,14.3,19.8,2019,Basketball-Champions-League-Europe
24,UCAM Murcia CB,16,40.6,76.6,27.9,61.8,0.452,7.9,22.1,0.36,12.8,17.8,0.718,10.7,25.5,36.2,17.0,6.9,2.8,14.4,19.1,2019,Basketball-Champions-League-Europe
25,Telenet BC Oostende,14,40.3,76.5,28.4,58.6,0.485,5.8,16.5,0.351,13.9,19.3,0.719,7.4,23.4,30.7,15.7,6.6,2.1,14.6,20.9,2019,Basketball-Champions-League-Europe
26,JDA Dijon Basket,14,40.3,75.6,27.7,61.1,0.453,8.0,23.1,0.347,12.1,16.4,0.742,6.4,19.8,26.2,17.7,9.6,1.9,12.0,19.6,2019,Basketball-Champions-League-Europe
27,Fribourg Olympic,14,40.3,75.5,28.9,64.4,0.45,4.2,15.8,0.267,13.4,19.4,0.691,12.1,23.1,35.1,17.4,6.9,1.6,14.4,20.7,2019,Basketball-Champions-League-Europe
28,Besiktas Icrypex,16,40.0,75.5,27.1,59.9,0.452,7.0,20.3,0.345,14.4,19.3,0.744,5.7,21.1,26.8,17.3,8.4,1.8,10.7,19.4,2019,Basketball-Champions-League-Europe
29,Union Olimpija,14,40.0,74.9,27.4,61.8,0.444,7.3,23.2,0.314,12.8,17.7,0.722,10.8,22.7,33.5,15.7,6.1,2.2,15.2,20.9,2019,Basketball-Champions-League-Europe
30,Le Mans Sarthe Basket,16,40.3,74.3,28.5,65.9,0.433,7.4,23.9,0.311,9.9,14.2,0.696,9.4,22.9,32.3,16.9,8.1,2.5,12.3,18.0,2019,Basketball-Champions-League-Europe
31,MHP Riesen,14,40.3,73.9,27.6,67.0,0.413,7.6,25.2,0.303,11.0,14.7,0.748,8.1,23.6,31.7,14.1,6.2,2.6,13.4,22.3,2019,Basketball-Champions-League-Europe
32,BK Opava,14,39.9,68.0,25.2,66.2,0.381,8.7,31.9,0.273,8.9,13.1,0.674,9.3,19.1,28.4,15.9,7.6,1.1,13.9,19.1,2019,Basketball-Champions-League-Europe
