#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Hapoel Bank Yahav Jerusalem,18,40.0,87.4,32.1,67.3,0.477,9.4,25.1,0.376,13.8,17.8,0.775,10.9,26.4,37.3,21.3,7.7,3.6,12.7,22.1,2019,Basketball-Champions-League-Europe
2,Umana Venezia,16,41.2,82.9,29.1,64.2,0.453,9.7,26.9,0.36,15.1,21.0,0.717,9.8,25.8,35.6,18.6,7.2,2.6,11.9,21.4,2019,Basketball-Champions-League-Europe
3,Sidigas Avellino,14,41.4,82.9,29.4,63.9,0.459,8.4,24.4,0.345,15.7,21.2,0.741,8.3,27.7,36.0,19.9,5.0,3.6,14.0,18.4,2019,Basketball-Champions-League-Europe
4,Virtus Bologna,20,40.5,82.3,30.8,66.0,0.466,7.7,22.3,0.346,13.1,18.4,0.712,8.7,23.9,32.6,15.3,8.4,3.2,9.1,20.2,2019,Basketball-Champions-League-Europe
5,Teksut Bandirma,16,40.3,82.1,30.9,65.8,0.47,6.0,19.1,0.314,14.3,20.6,0.696,9.5,23.9,33.4,18.6,8.4,2.8,12.3,21.5,2019,Basketball-Champions-League-Europe
6,Hapoel Unet Holon,14,40.7,81.8,28.0,59.9,0.468,10.6,26.3,0.402,15.2,19.9,0.766,7.3,24.4,31.6,19.5,6.4,2.9,12.8,20.7,2019,Basketball-Champions-League-Europe
7,BK Ventspils,14,40.7,81.6,26.9,58.4,0.461,8.4,22.7,0.371,19.3,24.4,0.789,6.6,24.5,31.1,16.4,4.9,2.1,12.9,18.1,2019,Basketball-Champions-League-Europe
8,Neptunas,16,40.3,81.5,27.9,59.4,0.47,7.2,21.4,0.335,18.4,25.0,0.738,7.6,21.6,29.1,19.1,7.9,2.6,13.6,20.0,2019,Basketball-Champions-League-Europe
9,Telekom Baskets Bonn,14,40.3,80.0,29.0,63.2,0.459,8.4,25.8,0.324,13.6,18.4,0.74,8.7,21.5,30.2,17.5,7.4,1.7,12.6,18.6,2019,Basketball-Champions-League-Europe
10,Nanterre 92,18,40.3,79.4,27.0,59.2,0.456,10.6,26.2,0.406,14.8,20.1,0.74,8.2,23.1,31.2,16.1,6.1,2.4,12.0,19.2,2019,Basketball-Champions-League-Europe
11,ASP Promitheas Patras,16,40.3,79.3,29.2,63.8,0.457,9.4,25.8,0.367,11.5,16.1,0.716,8.6,21.3,29.9,18.8,8.4,2.1,12.7,19.4,2019,Basketball-Champions-League-Europe
12,Lenovo Tenerife,20,40.2,79.3,28.1,60.0,0.468,9.8,27.5,0.356,13.4,17.5,0.763,10.2,25.4,35.6,19.7,6.2,2.4,12.6,19.1,2019,Basketball-Champions-League-Europe
13,PAOK BC,16,40.0,79.1,28.0,58.2,0.481,10.5,23.9,0.439,12.6,17.8,0.705,7.4,21.9,29.4,16.1,7.8,2.3,12.7,21.2,2019,Basketball-Champions-League-Europe
14,Anwil Wloclawek,14,41.1,78.8,28.9,63.4,0.456,7.4,22.8,0.326,13.5,19.9,0.677,9.1,22.7,31.9,19.4,7.3,1.7,13.2,18.0,2019,Basketball-Champions-League-Europe
15,AEK Athens,18,40.5,78.6,28.5,64.6,0.441,6.9,23.5,0.293,14.7,20.6,0.716,9.1,25.4,34.6,18.2,9.2,3.4,11.6,18.3,2019,Basketball-Champions-League-Europe
