#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Sao Paulo FC,9,40.0,90.9,33.1,66.2,0.5,13.4,32.8,0.41,11.2,14.9,0.754,8.6,26.8,35.3,21.3,6.3,5.4,11.0,16.9,2022,Basketball-Champions-League-Americas
2,Cangrejeros de Santurce,7,40.0,85.7,30.7,63.9,0.481,8.7,21.3,0.409,15.6,21.1,0.736,8.0,28.3,36.3,19.3,6.3,2.3,15.0,20.9,2022,Basketball-Champions-League-Americas
3,Club Bigua de Villa Biarritz,9,40.0,84.6,29.4,64.3,0.458,10.4,27.9,0.375,15.2,21.0,0.725,7.0,27.9,34.9,22.2,6.4,2.6,13.4,15.4,2022,Basketball-Champions-League-Americas
4,Real Esteli,7,40.0,83.7,31.4,72.1,0.436,4.7,20.7,0.228,16.1,24.7,0.653,12.4,25.3,37.7,14.7,10.0,2.9,11.9,19.0,2022,Basketball-Champions-League-Americas
5,Minas,9,40.0,83.1,29.2,62.9,0.465,10.1,28.6,0.354,14.6,19.1,0.762,8.7,23.9,32.6,17.0,6.3,2.9,12.6,19.2,2022,Basketball-Champions-League-Americas
6,Flamengo,7,40.0,82.4,29.1,66.7,0.437,12.7,36.4,0.349,11.4,15.1,0.755,12.3,29.6,41.9,19.4,7.1,2.3,13.7,16.0,2022,Basketball-Champions-League-Americas
7,Quimsa,8,40.0,81.4,29.0,64.6,0.449,9.8,26.4,0.37,13.6,18.3,0.747,8.6,21.8,30.4,14.9,5.8,3.1,10.9,17.8,2022,Basketball-Champions-League-Americas
8,Obras Sanitarias,6,39.8,80.0,28.5,64.7,0.441,7.8,24.0,0.326,15.2,21.2,0.717,6.8,25.0,31.8,18.2,9.0,1.7,11.7,20.2,2022,Basketball-Champions-League-Americas
9,Edmonton Stingers,6,40.0,76.8,27.8,66.7,0.418,9.2,30.0,0.306,12.0,18.2,0.661,8.8,26.2,35.0,15.0,5.2,2.2,14.5,20.3,2022,Basketball-Champions-League-Americas
10,Boca Juniors,7,40.0,76.1,28.7,58.6,0.49,8.3,22.4,0.369,10.4,14.0,0.745,6.3,26.3,32.6,18.4,6.3,2.3,16.1,19.4,2022,Basketball-Champions-League-Americas
11,Nacional de Montevideo,5,35.7,67.8,25.0,56.0,0.446,6.8,19.8,0.343,11.0,14.6,0.753,7.2,20.4,27.6,14.6,5.0,1.2,11.6,15.8,2022,Basketball-Champions-League-Americas
12,Uni. Concepcion,6,40.1,64.2,24.2,65.0,0.372,4.7,19.8,0.235,11.2,16.7,0.67,6.8,20.7,27.5,10.3,9.2,1.3,11.7,19.0,2022,Basketball-Champions-League-Americas
