#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BAXI Manresa,16,40.3,84.4,28.9,64.4,0.45,9.6,29.2,0.33,16.9,22.5,0.753,10.9,25.1,36.0,20.6,7.7,2.8,14.7,19.5,2022,Basketball-Champions-League-Europe
2,U-Banca Transilvania Cluj,14,40.7,82.8,28.5,59.9,0.476,9.4,25.9,0.362,16.4,24.1,0.682,8.1,22.8,30.9,19.1,7.8,2.6,16.1,20.5,2022,Basketball-Champions-League-Europe
3,Telenet BC Oostende,14,40.4,81.2,28.9,57.6,0.501,8.8,20.4,0.432,14.7,20.1,0.733,7.3,24.0,31.3,19.1,3.8,2.9,15.0,21.1,2022,Basketball-Champions-League-Europe
4,Strasbourg IG,16,40.3,80.9,29.6,64.3,0.46,8.8,22.6,0.391,12.9,17.9,0.724,11.1,20.8,31.9,17.0,7.4,2.3,12.1,18.3,2022,Basketball-Champions-League-Europe
5,Hapoel Bank Yahav Jerusalem,9,41.1,80.4,27.7,64.3,0.43,10.0,29.2,0.342,15.1,21.4,0.705,9.0,27.8,36.8,15.9,7.0,3.6,15.2,21.3,2022,Basketball-Champions-League-Europe
6,Lenovo Tenerife,19,40.0,80.4,28.8,57.5,0.5,10.4,26.6,0.392,12.4,17.4,0.715,7.2,22.6,29.8,19.4,6.2,2.4,13.2,17.7,2022,Basketball-Champions-League-Europe
7,Universo De'Longhi Treviso,14,40.4,80.3,28.4,62.9,0.452,10.7,27.1,0.395,12.7,16.1,0.791,9.2,24.4,33.6,19.4,5.9,2.8,15.4,19.1,2022,Basketball-Champions-League-Europe
8,CEZ Nymburk,6,40.0,80.2,28.7,70.0,0.41,10.8,31.7,0.342,12.0,14.2,0.847,9.5,24.2,33.7,16.7,6.3,0.5,11.3,21.7,2022,Basketball-Champions-League-Europe
9,Galatasaray,12,40.4,79.8,26.8,63.1,0.424,10.7,29.0,0.368,15.7,19.4,0.807,8.9,24.7,33.6,17.0,7.8,2.3,12.8,18.4,2022,Basketball-Champions-League-Europe
10,Tofas SC,14,40.4,79.7,29.5,62.1,0.475,8.2,22.9,0.358,12.5,16.0,0.781,9.2,21.3,30.5,17.6,7.4,2.8,13.2,20.2,2022,Basketball-Champions-League-Europe
11,Darussafaka Basketbol Istanbul,15,40.0,79.6,28.4,62.3,0.456,6.8,21.5,0.317,16.0,20.5,0.779,10.3,21.1,31.5,16.4,9.7,2.5,15.2,20.7,2022,Basketball-Champions-League-Europe
12,AEK Athens,6,40.0,78.5,27.5,65.0,0.423,8.7,28.2,0.308,14.8,20.8,0.712,9.3,18.8,28.2,15.3,6.8,1.8,9.8,18.2,2022,Basketball-Champions-League-Europe
13,Hapoel Unet Holon,19,40.5,78.4,27.4,58.8,0.466,9.0,25.6,0.352,14.6,19.1,0.763,7.1,23.3,30.4,19.0,6.2,2.8,13.8,19.3,2022,Basketball-Champions-League-Europe
14,Hereda San Pablo Burgos,9,40.0,78.2,27.7,58.0,0.477,10.6,27.0,0.391,12.3,15.6,0.793,7.8,22.2,30.0,18.8,5.4,2.7,17.1,19.8,2022,Basketball-Champions-League-Europe
15,SC Prometey Kamianske,12,40.4,78.2,28.5,68.0,0.419,9.3,28.0,0.333,11.8,15.3,0.772,10.3,25.7,35.9,15.7,6.2,3.0,12.2,19.8,2022,Basketball-Champions-League-Europe
16,MHP Riesen,17,40.3,77.6,27.9,68.6,0.406,8.5,25.5,0.333,13.4,18.6,0.718,12.1,22.6,34.6,13.5,8.6,3.0,11.0,19.7,2022,Basketball-Champions-League-Europe
17,Lietuvos Rytas,12,40.8,77.5,26.8,63.4,0.423,8.8,26.8,0.329,15.0,19.6,0.766,10.1,19.6,29.7,16.3,7.9,2.3,13.8,19.3,2022,Basketball-Champions-League-Europe
18,BC VEF Riga,8,40.0,77.4,27.8,58.6,0.473,10.9,29.0,0.375,11.0,16.1,0.682,7.5,22.9,30.4,20.1,5.3,3.1,16.0,19.4,2022,Basketball-Champions-League-Europe
19,Enel Brindisi,6,40.0,77.3,29.2,62.0,0.47,9.3,27.0,0.346,9.7,14.8,0.652,5.7,22.8,28.5,20.5,6.2,1.7,13.7,22.7,2022,Basketball-Champions-League-Europe
20,BC Kalev-Cramo,6,40.8,77.2,26.7,60.8,0.438,10.8,29.7,0.365,13.0,17.5,0.743,7.7,23.0,30.7,17.2,4.7,1.7,14.5,19.3,2022,Basketball-Champions-League-Europe
21,Falco-Vulcano Energia KC Szombathely,12,40.4,76.6,28.9,61.5,0.47,5.7,16.6,0.342,13.1,16.9,0.773,9.5,24.0,33.5,17.8,7.2,3.6,14.3,20.1,2022,Basketball-Champions-League-Europe
22,Nizhny Novgorod,6,40.8,76.5,25.8,59.5,0.434,8.5,26.3,0.323,16.3,21.2,0.772,9.0,19.7,28.7,19.7,5.2,2.0,15.3,21.3,2022,Basketball-Champions-League-Europe
23,BC Igokea,9,40.0,76.4,29.1,63.4,0.459,7.8,22.9,0.34,10.4,16.8,0.623,11.1,22.7,33.8,17.7,6.3,2.6,12.9,19.1,2022,Basketball-Champions-League-Europe
24,JDA Dijon Basket,14,40.0,76.4,29.5,62.7,0.47,8.6,25.0,0.343,8.9,12.4,0.713,7.9,20.7,28.6,17.2,8.9,2.7,12.9,18.9,2022,Basketball-Champions-League-Europe
25,Unicaja,13,40.0,76.2,28.5,62.5,0.455,9.4,26.9,0.349,9.8,13.3,0.74,8.3,22.3,30.6,18.5,7.5,3.3,14.8,19.6,2022,Basketball-Champions-League-Europe
