#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Iraklis BC,1,45.0,94.0,34.0,73.0,0.466,10.0,28.0,0.357,16.0,19.0,0.842,13.0,33.0,46.0,13.0,3.0,2.0,18.0,25.0,2021,Basketball-Champions-League---Qualification
2,Bakken Bears,2,40.0,88.5,36.5,68.5,0.533,11.5,27.5,0.418,4.0,8.0,0.5,8.5,29.5,38.0,18.0,6.0,2.0,13.0,14.5,2021,Basketball-Champions-League---Qualification
3,Fribourg Olympic,1,40.0,78.0,29.0,62.0,0.468,7.0,23.0,0.304,13.0,16.0,0.813,10.0,21.0,31.0,18.0,5.0,2.0,17.0,24.0,2021,Basketball-Champions-League---Qualification
4,Keravnos Strovolou,2,42.5,78.0,26.0,59.5,0.437,12.0,31.0,0.387,14.0,20.0,0.7,5.0,27.5,32.5,17.5,7.0,2.0,13.0,20.0,2021,Basketball-Champions-League---Qualification
5,BC Igokea,2,40.0,76.0,28.5,64.0,0.445,6.0,20.5,0.293,13.0,24.0,0.542,15.0,25.0,40.0,22.0,7.0,4.0,14.0,18.5,2021,Basketball-Champions-League---Qualification
6,Belfius Mons-Hainaut,2,40.0,76.0,31.5,64.0,0.492,8.0,22.5,0.356,5.0,9.0,0.556,6.5,24.0,30.5,15.0,6.5,3.0,13.0,17.5,2021,Basketball-Champions-League---Qualification
7,U-Banca Transilvania Cluj,1,40.0,75.0,26.0,62.0,0.419,11.0,32.0,0.344,12.0,14.0,0.857,11.0,18.0,29.0,19.0,7.0,1.0,15.0,21.0,2021,Basketball-Champions-League---Qualification
8,Sporting Clube de Portugal,2,40.0,74.0,26.0,63.0,0.413,9.5,26.0,0.365,12.5,21.0,0.595,10.0,24.5,34.5,12.0,9.5,1.5,14.5,21.5,2021,Basketball-Champions-League---Qualification
9,London Lions,1,40.0,73.0,28.0,69.0,0.406,6.0,19.0,0.316,11.0,19.0,0.579,11.0,29.0,40.0,19.0,12.0,4.0,20.0,24.0,2021,Basketball-Champions-League---Qualification
10,Donar Groningen,2,40.0,72.5,28.0,69.5,0.403,9.5,30.5,0.311,7.0,8.5,0.824,9.0,22.5,31.5,18.0,12.5,1.0,8.5,15.0,2021,Basketball-Champions-League---Qualification
11,Hapoel Tel Aviv,1,40.0,71.0,28.0,72.0,0.389,9.0,23.0,0.391,6.0,10.0,0.6,6.0,18.0,24.0,19.0,12.0,2.0,13.0,15.0,2021,Basketball-Champions-League---Qualification
12,Tsmoki-Minsk,2,40.0,71.0,27.0,67.0,0.403,7.0,20.5,0.341,10.0,15.0,0.667,14.0,25.0,39.0,17.5,8.5,4.0,11.0,16.0,2021,Basketball-Champions-League---Qualification
13,Anwil Wloclawek,1,40.0,69.0,21.0,57.0,0.368,6.0,24.0,0.25,21.0,27.0,0.778,5.0,22.0,27.0,12.0,11.0,2.0,16.0,13.0,2021,Basketball-Champions-League---Qualification
14,Neptunas,2,40.0,68.0,22.5,61.5,0.366,7.0,22.5,0.311,16.0,21.0,0.762,13.0,26.0,39.0,13.5,4.0,2.0,20.0,18.5,2021,Basketball-Champions-League---Qualification
15,BC Balkan,1,40.0,65.0,26.0,64.0,0.406,6.0,27.0,0.222,7.0,11.0,0.636,7.0,24.0,31.0,21.0,3.0,4.0,11.0,21.0,2021,Basketball-Champions-League---Qualification
16,Dnipro Dnipropetrovsk,1,40.0,53.0,20.0,52.0,0.385,10.0,29.0,0.345,3.0,6.0,0.5,7.0,26.0,33.0,13.0,5.0,4.0,24.0,14.0,2021,Basketball-Champions-League---Qualification
