#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Telekom Baskets Bonn,2,40.1,87.5,32.5,61.0,0.533,9.0,23.0,0.391,13.5,22.5,0.6,7.5,28.5,36.0,18.5,7.5,3.5,11.5,21.0,2018,Basketball-Champions-League---Qualification
2,Pinar Karsiyaka,2,40.0,85.5,32.0,65.0,0.492,9.5,22.5,0.422,12.0,18.5,0.649,9.5,23.5,33.0,18.5,7.5,3.0,7.0,21.0,2018,Basketball-Champions-League---Qualification
3,MHP Riesen,6,40.0,85.5,30.5,62.3,0.489,7.7,19.7,0.39,16.8,24.2,0.697,12.2,22.3,34.5,16.0,10.3,2.3,13.3,22.3,2018,Basketball-Champions-League---Qualification
4,PBC Lukoil Academic Sofia,4,40.0,84.5,31.5,62.8,0.502,8.3,21.8,0.379,13.3,18.5,0.716,8.0,25.8,33.8,20.5,6.3,2.8,11.5,21.5,2018,Basketball-Champions-League---Qualification
5,Juventus,2,40.0,84.0,27.5,65.0,0.423,10.0,23.0,0.435,19.0,26.5,0.717,10.5,25.5,36.0,15.5,6.5,1.0,11.5,22.0,2018,Basketball-Champions-League---Qualification
6,Bakken Bears,2,40.0,81.5,31.0,71.0,0.437,6.5,23.0,0.283,13.0,18.5,0.703,12.0,20.0,32.0,12.0,9.5,3.5,10.5,18.5,2018,Basketball-Champions-League---Qualification
7,Orlandina Basket,2,40.0,80.5,29.5,60.0,0.492,8.5,22.5,0.378,13.0,16.5,0.788,9.5,25.5,35.0,16.0,10.0,1.5,14.5,17.0,2018,Basketball-Champions-League---Qualification
8,Karpos Sokoli,2,40.0,80.0,27.5,61.5,0.447,9.5,26.5,0.358,15.5,19.0,0.816,5.5,17.5,23.0,14.5,6.5,0.5,9.0,20.5,2018,Basketball-Champions-League---Qualification
9,Donar Groningen,6,41.6,78.8,30.8,66.5,0.464,6.2,21.8,0.282,11.0,15.3,0.717,9.3,24.8,34.2,20.3,8.0,2.5,12.8,19.2,2018,Basketball-Champions-League---Qualification
10,Alba Fehervar,4,40.0,78.5,29.3,64.8,0.452,7.5,21.5,0.349,12.5,17.0,0.735,9.5,26.0,35.5,11.5,5.3,2.5,12.5,18.0,2018,Basketball-Champions-League---Qualification
11,Port of Antwerp Giants,6,40.0,77.5,28.3,59.8,0.474,7.7,23.3,0.329,13.2,17.7,0.745,9.5,22.8,32.3,16.8,6.7,2.2,12.8,21.8,2018,Basketball-Champions-League---Qualification
12,BC Kalev-Cramo,4,40.0,76.8,27.5,61.8,0.445,8.5,25.5,0.333,13.3,17.3,0.768,9.8,25.8,35.5,18.3,6.5,2.3,13.3,17.0,2018,Basketball-Champions-League---Qualification
13,BC LF Lulea,2,40.1,76.5,26.0,63.5,0.409,10.5,27.5,0.382,14.0,19.5,0.718,11.5,22.5,34.0,12.5,6.5,1.5,16.0,21.0,2018,Basketball-Champions-League---Qualification
14,Movistar Estudiantes,2,45.0,76.5,27.5,74.5,0.369,11.5,32.0,0.359,10.0,14.5,0.69,12.0,26.5,38.5,15.0,10.5,6.5,11.0,14.5,2018,Basketball-Champions-League---Qualification
15,Joventut Badalona,4,40.0,76.0,27.0,65.3,0.414,6.3,20.8,0.301,15.8,19.8,0.797,12.0,24.0,36.0,15.3,5.8,3.5,12.8,19.5,2018,Basketball-Champions-League---Qualification
16,HydroTruck Radom,2,40.0,76.0,27.0,60.5,0.446,7.0,22.0,0.318,15.0,21.5,0.698,8.5,22.5,31.0,17.0,6.0,1.0,10.5,15.5,2018,Basketball-Champions-League---Qualification
17,Joensuun Kataja,4,40.0,75.3,26.8,62.5,0.428,7.3,22.5,0.322,14.5,22.0,0.659,9.8,22.3,32.0,13.3,5.5,3.0,11.8,19.0,2018,Basketball-Champions-League---Qualification
18,U-Banca Transilvania Cluj,2,40.0,74.5,23.0,51.0,0.451,7.0,19.0,0.368,21.5,30.5,0.705,6.5,20.0,26.5,12.5,9.5,3.5,17.5,24.5,2018,Basketball-Champions-League---Qualification
