#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CEZ Nymburk,13,40.4,88.5,31.2,68.9,0.453,10.5,29.3,0.357,15.6,22.5,0.693,11.5,28.1,39.5,19.7,6.5,2.5,13.2,18.6,2021,Basketball-Champions-League-Europe
2,Bakken Bears,6,40.0,87.2,33.8,73.3,0.461,9.5,30.8,0.308,10.0,14.5,0.69,13.8,21.0,34.8,18.7,7.8,3.3,12.0,17.2,2021,Basketball-Champions-League-Europe
3,Casademont Zaragoza,15,40.3,86.8,31.5,66.3,0.475,8.9,25.9,0.342,15.0,20.5,0.731,8.1,22.4,30.5,20.6,6.7,3.2,12.3,20.7,2021,Basketball-Champions-League-Europe
4,Lenovo Tenerife,13,40.4,86.3,30.4,60.6,0.501,11.2,27.3,0.408,14.4,16.7,0.862,7.5,21.8,29.3,21.2,6.5,1.2,13.0,18.7,2021,Basketball-Champions-League-Europe
5,Banco di Sardegna Sassari,12,40.0,85.5,31.0,66.1,0.469,9.0,24.4,0.369,14.5,19.6,0.74,10.2,23.5,33.7,19.7,6.3,2.2,14.3,20.3,2021,Basketball-Champions-League-Europe
6,Enel Brindisi,12,40.4,85.3,29.0,62.4,0.465,9.1,25.4,0.357,18.3,23.0,0.793,8.8,23.4,32.3,17.1,6.5,1.8,13.6,21.3,2021,Basketball-Champions-League-Europe
7,Brose Baskets Bamberg,12,40.0,85.2,31.3,63.6,0.491,10.5,28.2,0.373,12.2,15.8,0.768,7.9,23.5,31.4,21.3,6.6,3.2,14.1,18.5,2021,Basketball-Champions-League-Europe
8,Tofas SC,12,40.8,83.9,31.2,66.6,0.468,7.9,23.2,0.342,13.7,18.2,0.752,9.7,23.3,33.0,21.0,8.6,2.4,12.4,19.6,2021,Basketball-Champions-League-Europe
9,Nizhny Novgorod,13,40.4,83.1,31.2,63.8,0.49,11.2,26.4,0.423,9.5,12.9,0.732,8.0,22.8,30.8,19.3,7.1,2.2,13.5,20.8,2021,Basketball-Champions-League-Europe
10,Galatasaray,6,40.0,82.5,30.7,61.0,0.503,9.8,21.8,0.45,11.3,16.7,0.68,7.2,19.8,27.0,18.5,7.0,1.5,14.3,17.2,2021,Basketball-Champions-League-Europe
11,Hereda San Pablo Burgos,15,40.3,82.4,30.0,63.2,0.475,9.5,28.3,0.337,12.9,18.0,0.715,9.2,23.1,32.3,21.9,8.6,2.5,13.3,20.4,2021,Basketball-Champions-League-Europe
12,Falco-Vulcano Energia KC Szombathely,6,40.0,82.2,30.7,61.0,0.503,7.0,18.3,0.382,13.8,17.3,0.798,8.2,24.8,33.0,18.0,6.2,2.5,14.7,17.3,2021,Basketball-Champions-League-Europe
13,Hapoel Bank Yahav Jerusalem,6,40.0,82.0,31.0,67.5,0.459,10.5,32.0,0.328,9.5,13.8,0.687,9.7,20.3,30.0,22.7,6.0,2.5,10.7,21.0,2021,Basketball-Champions-League-Europe
14,Strasbourg IG,15,41.0,81.2,30.2,67.5,0.447,9.0,25.4,0.354,11.8,15.9,0.744,11.7,19.8,31.5,19.2,7.9,2.2,11.7,22.5,2021,Basketball-Champions-League-Europe
15,Telenet BC Oostende,6,40.0,80.7,30.2,59.2,0.51,7.7,21.2,0.362,12.7,18.5,0.685,8.2,22.8,31.0,18.0,6.8,1.8,15.7,19.5,2021,Basketball-Champions-League-Europe
16,Pinar Karsiyaka,15,40.0,79.6,28.5,60.7,0.47,7.5,23.0,0.328,15.0,20.5,0.733,8.4,22.5,30.9,17.3,5.0,2.1,11.1,19.9,2021,Basketball-Champions-League-Europe
17,Hapoel Unet Holon,13,40.4,79.1,26.1,57.9,0.45,10.8,29.6,0.366,16.1,21.3,0.755,7.2,19.1,26.3,16.5,7.2,2.6,13.6,22.1,2021,Basketball-Champions-League-Europe
