#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Quimsa,9,41.7,94.0,33.4,69.8,0.479,10.6,29.9,0.353,16.6,23.8,0.696,8.8,29.0,37.8,18.3,8.7,1.8,12.1,22.1,2020,Basketball-Champions-League-Americas
2,Real Esteli,7,39.6,90.4,33.7,66.9,0.504,5.1,15.6,0.33,17.9,23.6,0.758,10.1,33.1,43.3,19.4,6.4,4.0,15.4,19.3,2020,Basketball-Champions-League-Americas
3,San Lorenzo de Almagro,9,41.1,88.4,31.3,67.1,0.467,9.3,27.7,0.337,16.4,21.7,0.759,8.7,26.6,35.2,16.4,5.8,2.6,13.7,16.0,2020,Basketball-Champions-League-Americas
4,Flamengo,6,40.0,87.5,32.0,70.0,0.457,11.0,34.2,0.322,12.5,17.8,0.701,10.2,26.3,36.5,19.2,6.3,1.5,9.0,17.8,2020,Basketball-Champions-League-Americas
5,Club Bigua de Villa Biarritz,4,41.2,86.3,31.8,73.0,0.435,7.8,25.5,0.304,15.0,20.8,0.723,11.0,25.3,36.3,18.3,5.8,2.8,13.0,21.3,2020,Basketball-Champions-League-Americas
6,Mogi das Cruzes,6,40.0,84.3,30.2,69.0,0.437,10.5,31.8,0.33,13.5,21.2,0.638,10.7,22.0,32.7,19.3,8.2,2.5,12.3,20.8,2020,Basketball-Champions-League-Americas
7,Instituto Atletico Central Cordoba,7,40.0,84.0,28.7,65.6,0.438,12.1,29.9,0.407,14.4,19.6,0.737,8.0,25.3,33.3,16.1,6.0,3.4,11.3,18.7,2020,Basketball-Champions-League-Americas
8,Capitanes Ciudad de Mexico,4,40.0,83.8,30.0,67.8,0.443,7.8,26.0,0.298,16.0,24.0,0.667,9.0,25.5,34.5,16.5,7.8,0.3,15.0,18.5,2020,Basketball-Champions-League-Americas
9,Franca,7,40.0,81.9,30.4,65.6,0.464,10.4,28.6,0.365,10.6,13.6,0.779,8.6,26.0,34.6,18.6,6.4,2.4,12.0,19.7,2020,Basketball-Champions-League-Americas
10,Fuerza Regia,6,39.8,78.3,28.0,70.7,0.396,11.7,31.2,0.374,10.7,16.8,0.634,9.5,23.0,32.5,18.3,7.8,1.8,15.2,22.0,2020,Basketball-Champions-League-Americas
11,Aguada,4,42.5,77.0,26.8,63.8,0.42,8.0,26.0,0.308,15.5,22.0,0.705,6.0,26.8,32.8,16.0,5.8,2.0,14.5,20.5,2020,Basketball-Champions-League-Americas
12,Deportivo Valdivia,3,40.0,71.7,25.3,61.0,0.415,5.7,17.0,0.333,15.3,20.3,0.754,5.7,24.3,30.0,11.0,5.3,1.0,11.0,20.7,2020,Basketball-Champions-League-Americas
